R0,R1,tau1,R2,tau2,rmse_mV,Ea_R0,Ea_R1,Ea_R2,Ea_tau1,Ea_tau2
0.00952095,0.00207697,15.1272,0.00254659,555.79,4.0214,20185,17142,42140,249,-2534
