t,i,v_spm,v_ecm,soc
577.0,5.0000,4.02544,4.02536,0.87028
578.0,5.0000,4.02520,4.02522,0.87000
579.0,5.0000,4.02496,4.02507,0.86972
580.0,5.0000,4.02472,4.02492,0.86944
581.0,5.0000,4.02449,4.02478,0.86917
582.0,5.0000,4.02425,4.02463,0.86889
583.0,5.0000,4.02401,4.02449,0.86861
584.0,5.0000,4.02377,4.02434,0.86833
585.0,5.0000,4.02353,4.02420,0.86806
586.0,5.0000,4.02330,4.02406,0.86778
587.0,5.0000,4.02306,4.02392,0.86750
588.0,5.0000,4.02282,4.02377,0.86722
589.0,5.0000,4.02258,4.02363,0.86694
590.0,5.0000,4.02234,4.02349,0.86667
591.0,5.0000,4.02210,4.02335,0.86639
592.0,5.0000,4.02187,4.02320,0.86611
593.0,5.0000,4.02163,4.02306,0.86583
594.0,5.0000,4.02139,4.02292,0.86556
595.0,5.0000,4.02115,4.02278,0.86528
596.0,5.0000,4.02091,4.02263,0.86500
597.0,5.0000,4.02067,4.02249,0.86472
598.0,5.0000,4.02043,4.02235,0.86444
599.0,5.0000,4.02019,4.02220,0.86417
600.0,5.0000,4.01995,4.02206,0.86389
601.0,5.0000,4.01971,4.02192,0.86361
602.0,5.0000,4.01947,4.02177,0.86333
603.0,5.0000,4.01923,4.02163,0.86306
604.0,5.0000,4.01899,4.02148,0.86278
605.0,5.0000,4.01874,4.02133,0.86250
606.0,5.0000,4.01850,4.02119,0.86222
607.0,5.0000,4.01826,4.02104,0.86194
608.0,5.0000,4.01802,4.02089,0.86167
609.0,5.0000,4.01778,4.02074,0.86139
610.0,5.0000,4.01753,4.02059,0.86111
611.0,5.0000,4.01729,4.02045,0.86083
612.0,5.0000,4.01705,4.02029,0.86056
613.0,5.0000,4.01681,4.02014,0.86028
614.0,5.0000,4.01656,4.01999,0.86000
615.0,5.0000,4.01632,4.01984,0.85972
616.0,5.0000,4.01607,4.01969,0.85944
617.0,5.0000,4.01583,4.01953,0.85917
618.0,5.0000,4.01559,4.01938,0.85889
619.0,5.0000,4.01534,4.01923,0.85861
620.0,5.0000,4.01510,4.01907,0.85833
621.0,5.0000,4.01485,4.01891,0.85806
622.0,5.0000,4.01460,4.01876,0.85778
623.0,5.0000,4.01436,4.01860,0.85750
624.0,5.0000,4.01411,4.01844,0.85722
625.0,5.0000,4.01387,4.01828,0.85694
626.0,5.0000,4.01362,4.01812,0.85667
627.0,5.0000,4.01337,4.01796,0.85639
628.0,5.0000,4.01313,4.01780,0.85611
629.0,5.0000,4.01288,4.01764,0.85583
630.0,5.0000,4.01263,4.01748,0.85556
631.0,5.0000,4.01238,4.01731,0.85528
632.0,5.0000,4.01214,4.01715,0.85500
633.0,5.0000,4.01189,4.01699,0.85472
634.0,5.0000,4.01164,4.01682,0.85444
635.0,5.0000,4.01139,4.01665,0.85417
636.0,5.0000,4.01114,4.01649,0.85389
637.0,5.0000,4.01089,4.01632,0.85361
638.0,5.0000,4.01064,4.01615,0.85333
639.0,5.0000,4.01039,4.01598,0.85306
640.0,5.0000,4.01014,4.01581,0.85278
641.0,5.0000,4.00989,4.01564,0.85250
642.0,5.0000,4.00964,4.01547,0.85222
643.0,5.0000,4.00939,4.01530,0.85194
644.0,5.0000,4.00914,4.01512,0.85167
645.0,5.0000,4.00889,4.01495,0.85139
646.0,5.0000,4.00864,4.01477,0.85111
647.0,5.0000,4.00839,4.01460,0.85083
648.0,5.0000,4.00814,4.01442,0.85056
649.0,5.0000,4.00789,4.01424,0.85028
650.0,5.0000,4.00763,4.01407,0.85000
651.0,5.0000,4.00738,4.01389,0.84972
652.0,5.0000,4.00713,4.01371,0.84944
653.0,5.0000,4.00688,4.01353,0.84917
654.0,5.0000,4.00662,4.01335,0.84889
655.0,5.0000,4.00637,4.01317,0.84861
656.0,5.0000,4.00612,4.01298,0.84833
657.0,5.0000,4.00586,4.01280,0.84806
658.0,5.0000,4.00561,4.01262,0.84778
659.0,5.0000,4.00536,4.01243,0.84750
660.0,5.0000,4.00510,4.01225,0.84722
661.0,5.0000,4.00485,4.01206,0.84694
662.0,5.0000,4.00459,4.01187,0.84667
663.0,5.0000,4.00434,4.01169,0.84639
664.0,5.0000,4.00408,4.01150,0.84611
665.0,5.0000,4.00383,4.01131,0.84583
666.0,5.0000,4.00357,4.01112,0.84556
667.0,5.0000,4.00332,4.01093,0.84528
668.0,5.0000,4.00306,4.01074,0.84500
669.0,5.0000,4.00281,4.01055,0.84472
670.0,5.0000,4.00255,4.01035,0.84444
671.0,5.0000,4.00230,4.01016,0.84417
672.0,5.0000,4.00204,4.00997,0.84389
673.0,5.0000,4.00178,4.00977,0.84361
674.0,5.0000,4.00153,4.00958,0.84333
675.0,5.0000,4.00127,4.00938,0.84306
676.0,5.0000,4.00101,4.00918,0.84278
677.0,5.0000,4.00076,4.00898,0.84250
678.0,5.0000,4.00050,4.00879,0.84222
679.0,5.0000,4.00024,4.00859,0.84194
680.0,5.0000,3.99998,4.00839,0.84167
681.0,5.0000,3.99973,4.00819,0.84139
682.0,5.0000,3.99947,4.00798,0.84111
683.0,5.0000,3.99921,4.00778,0.84083
684.0,5.0000,3.99895,4.00758,0.84056
685.0,5.0000,3.99870,4.00738,0.84028
686.0,5.0000,3.99844,4.00717,0.84000
687.0,5.0000,3.99818,4.00697,0.83972
688.0,5.0000,3.99792,4.00676,0.83944
689.0,5.0000,3.99766,4.00656,0.83917
690.0,5.0000,3.99740,4.00635,0.83889
691.0,5.0000,3.99714,4.00614,0.83861
692.0,5.0000,3.99689,4.00593,0.83833
693.0,5.0000,3.99663,4.00572,0.83806
694.0,5.0000,3.99637,4.00551,0.83778
695.0,5.0000,3.99611,4.00530,0.83750
696.0,5.0000,3.99585,4.00509,0.83722
697.0,5.0000,3.99559,4.00488,0.83694
698.0,5.0000,3.99533,4.00467,0.83667
699.0,5.0000,3.99507,4.00446,0.83639
700.0,5.0000,3.99481,4.00424,0.83611
701.0,5.0000,3.99455,4.00403,0.83583
702.0,5.0000,3.99429,4.00382,0.83556
703.0,5.0000,3.99403,4.00360,0.83528
704.0,5.0000,3.99377,4.00338,0.83500
705.0,5.0000,3.99351,4.00317,0.83472
706.0,5.0000,3.99325,4.00295,0.83444
707.0,5.0000,3.99299,4.00273,0.83417
708.0,5.0000,3.99273,4.00251,0.83389
709.0,5.0000,3.99247,4.00229,0.83361
710.0,10.0000,3.94307,3.95447,0.83333
711.0,10.0000,3.94125,3.95335,0.83278
712.0,10.0000,3.93966,3.95228,0.83222
713.0,10.0000,3.93824,3.95124,0.83167
714.0,10.0000,3.93693,3.95023,0.83111
715.0,10.0000,3.93571,3.94926,0.83056
716.0,10.0000,3.93456,3.94832,0.83000
717.0,10.0000,3.93347,3.94741,0.82944
718.0,10.0000,3.93242,3.94652,0.82889
719.0,10.0000,3.93141,3.94566,0.82833
720.0,0.0000,4.03134,4.04003,0.82778
721.0,0.0000,4.03362,4.04103,0.82778
722.0,0.0000,4.03540,4.04196,0.82778
723.0,0.0000,4.03685,4.04284,0.82778
724.0,0.0000,4.03808,4.04366,0.82778
725.0,0.0000,4.03913,4.04442,0.82778
726.0,0.0000,4.04005,4.04514,0.82778
727.0,0.0000,4.04087,4.04582,0.82778
728.0,0.0000,4.04161,4.04645,0.82778
729.0,0.0000,4.04229,4.04704,0.82778
730.0,0.0000,4.04291,4.04760,0.82778
731.0,0.0000,4.04348,4.04812,0.82778
732.0,0.0000,4.04402,4.04861,0.82778
733.0,0.0000,4.04452,4.04906,0.82778
734.0,0.0000,4.04498,4.04949,0.82778
735.0,0.0000,4.04542,4.04989,0.82778
736.0,0.0000,4.04584,4.05027,0.82778
737.0,0.0000,4.04624,4.05062,0.82778
738.0,0.0000,4.04661,4.05096,0.82778
739.0,0.0000,4.04697,4.05127,0.82778
740.0,0.0000,4.04731,4.05156,0.82778
741.0,0.0000,4.04763,4.05183,0.82778
742.0,0.0000,4.04795,4.05209,0.82778
743.0,0.0000,4.04824,4.05233,0.82778
744.0,0.0000,4.04853,4.05256,0.82778
745.0,0.0000,4.04881,4.05277,0.82778
746.0,0.0000,4.04907,4.05297,0.82778
747.0,0.0000,4.04933,4.05316,0.82778
748.0,0.0000,4.04958,4.05334,0.82778
749.0,0.0000,4.04982,4.05350,0.82778
750.0,0.0000,4.05005,4.05366,0.82778
751.0,0.0000,4.05027,4.05380,0.82778
752.0,0.0000,4.05049,4.05394,0.82778
753.0,0.0000,4.05070,4.05407,0.82778
754.0,0.0000,4.05090,4.05419,0.82778
755.0,0.0000,4.05110,4.05431,0.82778
756.0,0.0000,4.05129,4.05442,0.82778
757.0,0.0000,4.05148,4.05452,0.82778
758.0,0.0000,4.05166,4.05462,0.82778
759.0,0.0000,4.05184,4.05471,0.82778
760.0,-5.0000,4.10375,4.10240,0.82778
761.0,-5.0000,4.10540,4.10338,0.82806
762.0,-5.0000,4.10680,4.10432,0.82833
763.0,-5.0000,4.10801,4.10522,0.82861
764.0,-5.0000,4.10910,4.10607,0.82889
765.0,-5.0000,4.11009,4.10688,0.82917
766.0,-5.0000,4.11101,4.10766,0.82944
767.0,-5.0000,4.11186,4.10840,0.82972
768.0,-5.0000,4.11266,4.10911,0.83000
769.0,-5.0000,4.11343,4.10979,0.83028
770.0,0.0000,4.06258,4.06284,0.83056
771.0,0.0000,4.06192,4.06257,0.83056
772.0,0.0000,4.06145,4.06231,0.83056
773.0,0.0000,4.06110,4.06207,0.83056
774.0,0.0000,4.06084,4.06185,0.83056
775.0,0.0000,4.06064,4.06164,0.83056
776.0,0.0000,4.06049,4.06144,0.83056
777.0,0.0000,4.06037,4.06126,0.83056
778.0,0.0000,4.06028,4.06109,0.83056
779.0,0.0000,4.06021,4.06093,0.83056
780.0,0.0000,4.06015,4.06079,0.83056
781.0,0.0000,4.06012,4.06065,0.83056
782.0,0.0000,4.06009,4.06052,0.83056
783.0,0.0000,4.06007,4.06040,0.83056
784.0,0.0000,4.06006,4.06029,0.83056
785.0,0.0000,4.06005,4.06019,0.83056
786.0,0.0000,4.06006,4.06009,0.83056
787.0,0.0000,4.06006,4.06000,0.83056
788.0,0.0000,4.06007,4.05992,0.83056
789.0,0.0000,4.06009,4.05984,0.83056
790.0,0.0000,4.06011,4.05977,0.83056
791.0,0.0000,4.06013,4.05971,0.83056
792.0,0.0000,4.06015,4.05965,0.83056
793.0,0.0000,4.06017,4.05959,0.83056
794.0,0.0000,4.06020,4.05954,0.83056
795.0,0.0000,4.06023,4.05949,0.83056
796.0,0.0000,4.06026,4.05944,0.83056
797.0,0.0000,4.06029,4.05940,0.83056
798.0,0.0000,4.06032,4.05936,0.83056
799.0,0.0000,4.06035,4.05933,0.83056
800.0,0.0000,4.06038,4.05930,0.83056
801.0,0.0000,4.06041,4.05927,0.83056
802.0,0.0000,4.06045,4.05924,0.83056
803.0,0.0000,4.06048,4.05921,0.83056
804.0,0.0000,4.06052,4.05919,0.83056
805.0,0.0000,4.06055,4.05917,0.83056
806.0,0.0000,4.06058,4.05915,0.83056
807.0,0.0000,4.06062,4.05914,0.83056
808.0,0.0000,4.06065,4.05912,0.83056
809.0,0.0000,4.06069,4.05911,0.83056
810.0,20.0000,3.87192,3.86868,0.83056
811.0,20.0000,3.86594,3.86506,0.82944
812.0,20.0000,3.86075,3.86160,0.82833
813.0,20.0000,3.85617,3.85829,0.82722
814.0,20.0000,3.85205,3.85512,0.82611
815.0,0.0000,4.03756,4.04251,0.82500
816.0,0.0000,4.04045,4.04325,0.82500
817.0,0.0000,4.04253,4.04395,0.82500
818.0,0.0000,4.04410,4.04460,0.82500
819.0,0.0000,4.04533,4.04521,0.82500
820.0,0.0000,4.04632,4.04579,0.82500
821.0,0.0000,4.04714,4.04632,0.82500
822.0,0.0000,4.04784,4.04683,0.82500
823.0,0.0000,4.04844,4.04730,0.82500
824.0,0.0000,4.04896,4.04774,0.82500
825.0,0.0000,4.04943,4.04816,0.82500
826.0,0.0000,4.04984,4.04854,0.82500
827.0,0.0000,4.05022,4.04891,0.82500
828.0,0.0000,4.05055,4.04925,0.82500
829.0,0.0000,4.05087,4.04957,0.82500
830.0,0.0000,4.05115,4.04987,0.82500
831.0,0.0000,4.05142,4.05015,0.82500
832.0,0.0000,4.05166,4.05042,0.82500
833.0,0.0000,4.05189,4.05067,0.82500
834.0,0.0000,4.05210,4.05090,0.82500
835.0,0.0000,4.05231,4.05112,0.82500
836.0,0.0000,4.05250,4.05132,0.82500
837.0,0.0000,4.05268,4.05152,0.82500
838.0,0.0000,4.05285,4.05170,0.82500
839.0,0.0000,4.05301,4.05187,0.82500
840.0,0.0000,4.05316,4.05203,0.82500
841.0,0.0000,4.05331,4.05218,0.82500
842.0,0.0000,4.05345,4.05232,0.82500
843.0,0.0000,4.05358,4.05245,0.82500
844.0,0.0000,4.05371,4.05258,0.82500
845.0,0.0000,4.05384,4.05269,0.82500
846.0,0.0000,4.05395,4.05281,0.82500
847.0,0.0000,4.05407,4.05291,0.82500
848.0,0.0000,4.05418,4.05301,0.82500
849.0,0.0000,4.05428,4.05310,0.82500
850.0,0.0000,4.05439,4.05319,0.82500
851.0,0.0000,4.05449,4.05327,0.82500
852.0,0.0000,4.05458,4.05335,0.82500
853.0,0.0000,4.05468,4.05342,0.82500
854.0,0.0000,4.05477,4.05349,0.82500
855.0,5.0000,4.00320,4.00595,0.82500
856.0,5.0000,4.00179,4.00510,0.82472
857.0,5.0000,4.00061,4.00429,0.82444
858.0,5.0000,3.99957,4.00351,0.82417
859.0,5.0000,3.99865,4.00277,0.82389
860.0,5.0000,3.99780,4.00206,0.82361
861.0,5.0000,3.99702,4.00138,0.82333
862.0,5.0000,3.99630,4.00072,0.82306
863.0,5.0000,3.99561,4.00009,0.82278
864.0,5.0000,3.99495,3.99949,0.82250
865.0,5.0000,3.99433,3.99891,0.82222
866.0,5.0000,3.99372,3.99835,0.82194
867.0,5.0000,3.99314,3.99781,0.82167
868.0,5.0000,3.99258,3.99729,0.82139
869.0,5.0000,3.99204,3.99679,0.82111
870.0,5.0000,3.99151,3.99630,0.82083
871.0,5.0000,3.99099,3.99583,0.82056
872.0,5.0000,3.99048,3.99537,0.82028
873.0,5.0000,3.98999,3.99492,0.82000
874.0,5.0000,3.98951,3.99449,0.81972
875.0,5.0000,3.98903,3.99407,0.81944
876.0,5.0000,3.98857,3.99365,0.81917
877.0,5.0000,3.98811,3.99325,0.81889
878.0,5.0000,3.98766,3.99286,0.81861
879.0,5.0000,3.98721,3.99248,0.81833
880.0,5.0000,3.98678,3.99210,0.81806
881.0,5.0000,3.98634,3.99174,0.81778
882.0,5.0000,3.98592,3.99138,0.81750
883.0,5.0000,3.98550,3.99102,0.81722
884.0,5.0000,3.98508,3.99068,0.81694
885.0,5.0000,3.98467,3.99034,0.81667
886.0,5.0000,3.98426,3.99000,0.81639
887.0,5.0000,3.98386,3.98967,0.81611
888.0,5.0000,3.98346,3.98934,0.81583
889.0,5.0000,3.98307,3.98902,0.81556
890.0,5.0000,3.98268,3.98870,0.81528
891.0,5.0000,3.98229,3.98839,0.81500
892.0,5.0000,3.98191,3.98808,0.81472
893.0,5.0000,3.98153,3.98777,0.81444
894.0,5.0000,3.98115,3.98747,0.81417
895.0,5.0000,3.98078,3.98717,0.81389
896.0,5.0000,3.98040,3.98687,0.81361
897.0,5.0000,3.98004,3.98657,0.81333
898.0,5.0000,3.97967,3.98628,0.81306
899.0,5.0000,3.97931,3.98598,0.81278
900.0,5.0000,3.97894,3.98569,0.81250
901.0,5.0000,3.97859,3.98541,0.81222
902.0,5.0000,3.97823,3.98512,0.81194
903.0,5.0000,3.97787,3.98484,0.81167
904.0,5.0000,3.97752,3.98455,0.81139
905.0,5.0000,3.97717,3.98427,0.81111
906.0,5.0000,3.97682,3.98399,0.81083
907.0,5.0000,3.97648,3.98371,0.81056
908.0,5.0000,3.97613,3.98343,0.81028
909.0,5.0000,3.97579,3.98315,0.81000
910.0,5.0000,3.97545,3.98288,0.80972
911.0,5.0000,3.97511,3.98260,0.80944
912.0,5.0000,3.97477,3.98233,0.80917
913.0,5.0000,3.97444,3.98205,0.80889
914.0,5.0000,3.97410,3.98178,0.80861
915.0,5.0000,3.97377,3.98151,0.80833
916.0,5.0000,3.97344,3.98123,0.80806
917.0,5.0000,3.97311,3.98096,0.80778
918.0,5.0000,3.97278,3.98069,0.80750
919.0,5.0000,3.97245,3.98042,0.80722
920.0,5.0000,3.97213,3.98015,0.80694
921.0,5.0000,3.97180,3.97988,0.80667
922.0,5.0000,3.97148,3.97961,0.80639
923.0,5.0000,3.97116,3.97934,0.80611
924.0,5.0000,3.97083,3.97907,0.80583
925.0,5.0000,3.97052,3.97880,0.80556
926.0,5.0000,3.97020,3.97853,0.80528
927.0,5.0000,3.96988,3.97826,0.80500
928.0,5.0000,3.96956,3.97799,0.80472
929.0,5.0000,3.96925,3.97772,0.80444
930.0,5.0000,3.96894,3.97745,0.80417
931.0,5.0000,3.96862,3.97718,0.80389
932.0,5.0000,3.96831,3.97691,0.80361
933.0,5.0000,3.96800,3.97665,0.80333
934.0,5.0000,3.96769,3.97638,0.80306
935.0,5.0000,3.96738,3.97611,0.80278
936.0,5.0000,3.96708,3.97584,0.80250
937.0,5.0000,3.96677,3.97557,0.80222
938.0,5.0000,3.96646,3.97530,0.80194
939.0,5.0000,3.96616,3.97503,0.80167
940.0,5.0000,3.96585,3.97477,0.80139
941.0,5.0000,3.96555,3.97450,0.80111
942.0,5.0000,3.96525,3.97423,0.80083
943.0,5.0000,3.96495,3.97396,0.80056
944.0,5.0000,3.96465,3.97369,0.80028
945.0,5.0000,3.96435,3.97342,0.80000
946.0,5.0000,3.96405,3.97315,0.79972
947.0,5.0000,3.96375,3.97289,0.79944
948.0,5.0000,3.96345,3.97262,0.79917
949.0,5.0000,3.96316,3.97235,0.79889
950.0,5.0000,3.96286,3.97208,0.79861
951.0,5.0000,3.96257,3.97181,0.79833
952.0,5.0000,3.96227,3.97154,0.79806
953.0,5.0000,3.96198,3.97127,0.79778
954.0,5.0000,3.96169,3.97100,0.79750
955.0,5.0000,3.96140,3.97073,0.79722
956.0,5.0000,3.96110,3.97047,0.79694
957.0,5.0000,3.96081,3.97020,0.79667
958.0,5.0000,3.96052,3.96993,0.79639
959.0,5.0000,3.96024,3.96966,0.79611
960.0,5.0000,3.95995,3.96939,0.79583
961.0,5.0000,3.95966,3.96912,0.79556
962.0,5.0000,3.95937,3.96885,0.79528
963.0,5.0000,3.95909,3.96858,0.79500
964.0,5.0000,3.95880,3.96831,0.79472
965.0,5.0000,3.95852,3.96804,0.79444
966.0,5.0000,3.95823,3.96777,0.79417
967.0,5.0000,3.95795,3.96750,0.79389
968.0,5.0000,3.95766,3.96723,0.79361
969.0,5.0000,3.95738,3.96696,0.79333
970.0,5.0000,3.95710,3.96669,0.79306
971.0,5.0000,3.95682,3.96642,0.79278
972.0,5.0000,3.95654,3.96615,0.79250
973.0,5.0000,3.95626,3.96588,0.79222
974.0,5.0000,3.95598,3.96561,0.79194
975.0,5.0000,3.95570,3.96534,0.79167
976.0,5.0000,3.95542,3.96507,0.79139
977.0,5.0000,3.95514,3.96480,0.79111
978.0,5.0000,3.95487,3.96453,0.79083
979.0,5.0000,3.95459,3.96426,0.79056
980.0,5.0000,3.95431,3.96399,0.79028
981.0,5.0000,3.95404,3.96372,0.79000
982.0,5.0000,3.95376,3.96345,0.78972
983.0,5.0000,3.95349,3.96318,0.78944
984.0,5.0000,3.95321,3.96291,0.78917
985.0,5.0000,3.95294,3.96264,0.78889
986.0,5.0000,3.95267,3.96236,0.78861
987.0,5.0000,3.95239,3.96209,0.78833
988.0,5.0000,3.95212,3.96182,0.78806
989.0,5.0000,3.95185,3.96155,0.78778
990.0,5.0000,3.95158,3.96128,0.78750
991.0,5.0000,3.95131,3.96101,0.78722
992.0,5.0000,3.95104,3.96074,0.78694
993.0,5.0000,3.95077,3.96047,0.78667
994.0,5.0000,3.95050,3.96020,0.78639
995.0,5.0000,3.95023,3.95993,0.78611
996.0,5.0000,3.94996,3.95966,0.78583
997.0,5.0000,3.94970,3.95939,0.78556
998.0,5.0000,3.94943,3.95912,0.78528
999.0,5.0000,3.94916,3.95885,0.78500
1000.0,5.0000,3.94890,3.95857,0.78472
1001.0,5.0000,3.94863,3.95830,0.78444
1002.0,5.0000,3.94837,3.95803,0.78417
1003.0,5.0000,3.94810,3.95776,0.78389
1004.0,5.0000,3.94784,3.95749,0.78361
1005.0,5.0000,3.94757,3.95722,0.78333
1006.0,5.0000,3.94731,3.95695,0.78306
1007.0,5.0000,3.94705,3.95668,0.78278
1008.0,5.0000,3.94678,3.95641,0.78250
1009.0,5.0000,3.94652,3.95614,0.78222
1010.0,5.0000,3.94626,3.95587,0.78194
1011.0,5.0000,3.94600,3.95560,0.78167
1012.0,5.0000,3.94574,3.95533,0.78139
1013.0,5.0000,3.94548,3.95506,0.78111
1014.0,5.0000,3.94522,3.95479,0.78083
1015.0,5.0000,3.94496,3.95452,0.78056
1016.0,5.0000,3.94470,3.95424,0.78028
1017.0,5.0000,3.94444,3.95397,0.78000
1018.0,5.0000,3.94418,3.95370,0.77972
1019.0,5.0000,3.94392,3.95343,0.77944
1020.0,5.0000,3.94366,3.95316,0.77917
1021.0,5.0000,3.94340,3.95289,0.77889
1022.0,5.0000,3.94315,3.95262,0.77861
1023.0,5.0000,3.94289,3.95235,0.77833
1024.0,5.0000,3.94263,3.95208,0.77806
1025.0,5.0000,3.94238,3.95181,0.77778
1026.0,5.0000,3.94212,3.95154,0.77750
1027.0,5.0000,3.94187,3.95127,0.77722
1028.0,5.0000,3.94161,3.95100,0.77694
1029.0,5.0000,3.94136,3.95073,0.77667
1030.0,5.0000,3.94111,3.95046,0.77639
1031.0,5.0000,3.94085,3.95019,0.77611
1032.0,5.0000,3.94060,3.94992,0.77583
1033.0,5.0000,3.94035,3.94966,0.77556
1034.0,5.0000,3.94009,3.94939,0.77528
1035.0,10.0000,3.89170,3.90151,0.77500
1036.0,10.0000,3.88998,3.90030,0.77444
1037.0,10.0000,3.88850,3.89912,0.77389
1038.0,10.0000,3.88719,3.89799,0.77333
1039.0,10.0000,3.88599,3.89689,0.77278
1040.0,10.0000,3.88488,3.89583,0.77222
1041.0,10.0000,3.88384,3.89481,0.77167
1042.0,10.0000,3.88285,3.89381,0.77111
1043.0,10.0000,3.88191,3.89284,0.77056
1044.0,10.0000,3.88101,3.89190,0.77000
1045.0,0.0000,3.97840,3.98620,0.76944
1046.0,0.0000,3.98049,3.98720,0.76944
1047.0,0.0000,3.98214,3.98813,0.76944
1048.0,0.0000,3.98349,3.98901,0.76944
1049.0,0.0000,3.98464,3.98983,0.76944
1050.0,0.0000,3.98563,3.99060,0.76944
1051.0,0.0000,3.98651,3.99132,0.76944
1052.0,0.0000,3.98730,3.99200,0.76944
1053.0,0.0000,3.98801,3.99263,0.76944
1054.0,0.0000,3.98866,3.99323,0.76944
1055.0,0.0000,3.98926,3.99379,0.76944
1056.0,0.0000,3.98982,3.99431,0.76944
1057.0,0.0000,3.99034,3.99480,0.76944
1058.0,0.0000,3.99083,3.99526,0.76944
1059.0,0.0000,3.99129,3.99569,0.76944
1060.0,0.0000,3.99172,3.99609,0.76944
1061.0,0.0000,3.99214,3.99647,0.76944
1062.0,0.0000,3.99253,3.99683,0.76944
1063.0,0.0000,3.99290,3.99716,0.76944
1064.0,0.0000,3.99326,3.99747,0.76944
1065.0,0.0000,3.99360,3.99777,0.76944
1066.0,0.0000,3.99392,3.99804,0.76944
1067.0,0.0000,3.99424,3.99830,0.76944
1068.0,0.0000,3.99454,3.99855,0.76944
1069.0,0.0000,3.99483,3.99878,0.76944
1070.0,0.0000,3.99511,3.99899,0.76944
1071.0,0.0000,3.99538,3.99919,0.76944
1072.0,0.0000,3.99564,3.99938,0.76944
1073.0,0.0000,3.99589,3.99956,0.76944
1074.0,0.0000,3.99614,3.99973,0.76944
1075.0,0.0000,3.99638,3.99989,0.76944
1076.0,0.0000,3.99661,4.00004,0.76944
1077.0,0.0000,3.99683,4.00018,0.76944
1078.0,0.0000,3.99705,4.00031,0.76944
1079.0,0.0000,3.99726,4.00043,0.76944
1080.0,0.0000,3.99746,4.00055,0.76944
1081.0,0.0000,3.99766,4.00066,0.76944
1082.0,0.0000,3.99785,4.00076,0.76944
1083.0,0.0000,3.99804,4.00086,0.76944
1084.0,0.0000,3.99823,4.00096,0.76944
1085.0,-5.0000,4.04918,4.04865,0.76944
1086.0,-5.0000,4.05097,4.04967,0.76972
1087.0,-5.0000,4.05251,4.05066,0.77000
1088.0,-5.0000,4.05387,4.05159,0.77028
1089.0,-5.0000,4.05510,4.05249,0.77056
1090.0,-5.0000,4.05624,4.05334,0.77083
1091.0,-5.0000,4.05731,4.05416,0.77111
1092.0,-5.0000,4.05832,4.05495,0.77139
1093.0,-5.0000,4.05927,4.05571,0.77167
1094.0,-5.0000,4.06019,4.05643,0.77194
1095.0,0.0000,4.01011,4.00952,0.77222
1096.0,0.0000,4.00933,4.00925,0.77222
1097.0,0.0000,4.00878,4.00900,0.77222
1098.0,0.0000,4.00837,4.00876,0.77222
1099.0,0.0000,4.00807,4.00854,0.77222
1100.0,0.0000,4.00784,4.00833,0.77222
1101.0,0.0000,4.00767,4.00814,0.77222
1102.0,0.0000,4.00753,4.00796,0.77222
1103.0,0.0000,4.00743,4.00779,0.77222
1104.0,0.0000,4.00735,4.00763,0.77222
1105.0,0.0000,4.00729,4.00749,0.77222
1106.0,0.0000,4.00724,4.00735,0.77222
1107.0,0.0000,4.00721,4.00723,0.77222
1108.0,0.0000,4.00719,4.00711,0.77222
1109.0,0.0000,4.00718,4.00700,0.77222
1110.0,0.0000,4.00717,4.00690,0.77222
1111.0,0.0000,4.00717,4.00681,0.77222
1112.0,0.0000,4.00718,4.00672,0.77222
1113.0,0.0000,4.00719,4.00664,0.77222
1114.0,0.0000,4.00721,4.00656,0.77222
1115.0,0.0000,4.00723,4.00649,0.77222
1116.0,0.0000,4.00725,4.00643,0.77222
1117.0,0.0000,4.00728,4.00637,0.77222
1118.0,0.0000,4.00731,4.00632,0.77222
1119.0,0.0000,4.00734,4.00627,0.77222
1120.0,0.0000,4.00737,4.00622,0.77222
1121.0,0.0000,4.00740,4.00618,0.77222
1122.0,0.0000,4.00743,4.00614,0.77222
1123.0,0.0000,4.00747,4.00610,0.77222
1124.0,0.0000,4.00751,4.00607,0.77222
1125.0,0.0000,4.00754,4.00604,0.77222
1126.0,0.0000,4.00758,4.00601,0.77222
1127.0,0.0000,4.00762,4.00598,0.77222
1128.0,0.0000,4.00766,4.00596,0.77222
1129.0,0.0000,4.00770,4.00594,0.77222
1130.0,0.0000,4.00774,4.00592,0.77222
1131.0,0.0000,4.00778,4.00591,0.77222
1132.0,0.0000,4.00782,4.00589,0.77222
1133.0,0.0000,4.00786,4.00588,0.77222
1134.0,0.0000,4.00790,4.00587,0.77222
1135.0,20.0000,3.82090,3.81544,0.77222
1136.0,20.0000,3.81494,3.81164,0.77111
1137.0,20.0000,3.80999,3.80802,0.77000
1138.0,20.0000,3.80574,3.80456,0.76889
1139.0,20.0000,3.80200,3.80126,0.76778
1140.0,0.0000,3.98407,3.98851,0.76667
1141.0,0.0000,3.98683,3.98926,0.76667
1142.0,0.0000,3.98884,3.98995,0.76667
1143.0,0.0000,3.99038,3.99061,0.76667
1144.0,0.0000,3.99159,3.99122,0.76667
1145.0,0.0000,3.99258,3.99180,0.76667
1146.0,0.0000,3.99340,3.99234,0.76667
1147.0,0.0000,3.99410,3.99284,0.76667
1148.0,0.0000,3.99471,3.99332,0.76667
1149.0,0.0000,3.99524,3.99376,0.76667
1150.0,0.0000,3.99571,3.99418,0.76667
1151.0,0.0000,3.99614,3.99457,0.76667
