t,i,v_spm,v_ecm,soc
1152.0,0.0000,3.99652,3.99493,0.76667
1153.0,0.0000,3.99687,3.99528,0.76667
1154.0,0.0000,3.99719,3.99560,0.76667
1155.0,0.0000,3.99749,3.99590,0.76667
1156.0,0.0000,3.99776,3.99618,0.76667
1157.0,0.0000,3.99802,3.99645,0.76667
1158.0,0.0000,3.99826,3.99670,0.76667
1159.0,0.0000,3.99848,3.99694,0.76667
1160.0,0.0000,3.99869,3.99716,0.76667
1161.0,0.0000,3.99889,3.99736,0.76667
1162.0,0.0000,3.99908,3.99756,0.76667
1163.0,0.0000,3.99926,3.99774,0.76667
1164.0,0.0000,3.99943,3.99791,0.76667
1165.0,0.0000,3.99959,3.99808,0.76667
1166.0,0.0000,3.99975,3.99823,0.76667
1167.0,0.0000,3.99989,3.99837,0.76667
1168.0,0.0000,4.00004,3.99850,0.76667
1169.0,0.0000,4.00017,3.99863,0.76667
1170.0,0.0000,4.00030,3.99875,0.76667
1171.0,0.0000,4.00043,3.99886,0.76667
1172.0,0.0000,4.00055,3.99897,0.76667
1173.0,0.0000,4.00067,3.99907,0.76667
1174.0,0.0000,4.00078,3.99916,0.76667
1175.0,0.0000,4.00089,3.99925,0.76667
1176.0,0.0000,4.00100,3.99934,0.76667
1177.0,0.0000,4.00110,3.99942,0.76667
1178.0,0.0000,4.00120,3.99949,0.76667
1179.0,0.0000,4.00130,3.99956,0.76667
1180.0,5.0000,3.95069,3.95202,0.76667
1181.0,5.0000,3.94922,3.95114,0.76639
1182.0,5.0000,3.94800,3.95030,0.76611
1183.0,5.0000,3.94694,3.94949,0.76583
1184.0,5.0000,3.94601,3.94872,0.76556
1185.0,5.0000,3.94516,3.94799,0.76528
1186.0,5.0000,3.94439,3.94728,0.76500
1187.0,5.0000,3.94366,3.94660,0.76472
1188.0,5.0000,3.94298,3.94594,0.76444
1189.0,5.0000,3.94234,3.94532,0.76417
1190.0,5.0000,3.94173,3.94471,0.76389
1191.0,5.0000,3.94114,3.94413,0.76361
1192.0,5.0000,3.94058,3.94356,0.76333
1193.0,5.0000,3.94003,3.94302,0.76306
1194.0,5.0000,3.93951,3.94249,0.76278
1195.0,5.0000,3.93900,3.94198,0.76250
1196.0,5.0000,3.93850,3.94149,0.76222
1197.0,5.0000,3.93802,3.94101,0.76194
1198.0,5.0000,3.93755,3.94054,0.76167
1199.0,5.0000,3.93709,3.94009,0.76139
1200.0,5.0000,3.93664,3.93965,0.76111
1201.0,5.0000,3.93620,3.93922,0.76083
1202.0,5.0000,3.93577,3.93880,0.76056
1203.0,5.0000,3.93534,3.93839,0.76028
1204.0,5.0000,3.93493,3.93799,0.76000
1205.0,5.0000,3.93452,3.93760,0.75972
1206.0,5.0000,3.93411,3.93722,0.75944
1207.0,5.0000,3.93372,3.93684,0.75917
1208.0,5.0000,3.93333,3.93647,0.75889
1209.0,5.0000,3.93294,3.93611,0.75861
1210.0,5.0000,3.93256,3.93576,0.75833
1211.0,5.0000,3.93218,3.93541,0.75806
1212.0,5.0000,3.93181,3.93506,0.75778
1213.0,5.0000,3.93144,3.93472,0.75750
1214.0,5.0000,3.93108,3.93439,0.75722
1215.0,5.0000,3.93072,3.93406,0.75694
1216.0,5.0000,3.93037,3.93374,0.75667
1217.0,5.0000,3.93001,3.93341,0.75639
1218.0,5.0000,3.92967,3.93310,0.75611
1219.0,5.0000,3.92932,3.93278,0.75583
1220.0,5.0000,3.92898,3.93247,0.75556
1221.0,5.0000,3.92864,3.93217,0.75528
1222.0,5.0000,3.92830,3.93186,0.75500
1223.0,5.0000,3.92797,3.93156,0.75472
1224.0,5.0000,3.92764,3.93126,0.75444
1225.0,5.0000,3.92731,3.93096,0.75417
1226.0,5.0000,3.92699,3.93067,0.75389
1227.0,5.0000,3.92666,3.93038,0.75361
1228.0,5.0000,3.92634,3.93009,0.75333
1229.0,5.0000,3.92602,3.92980,0.75306
1230.0,5.0000,3.92571,3.92951,0.75278
1231.0,5.0000,3.92539,3.92923,0.75250
1232.0,5.0000,3.92508,3.92894,0.75222
1233.0,5.0000,3.92477,3.92866,0.75194
1234.0,5.0000,3.92446,3.92838,0.75167
1235.0,5.0000,3.92416,3.92810,0.75139
1236.0,5.0000,3.92385,3.92783,0.75111
1237.0,5.0000,3.92355,3.92755,0.75083
1238.0,5.0000,3.92325,3.92727,0.75056
1239.0,5.0000,3.92295,3.92700,0.75028
1240.0,5.0000,3.92265,3.92672,0.75000
1241.0,5.0000,3.92236,3.92645,0.74972
1242.0,5.0000,3.92206,3.92618,0.74944
1243.0,5.0000,3.92177,3.92591,0.74917
1244.0,5.0000,3.92148,3.92564,0.74889
1245.0,5.0000,3.92118,3.92537,0.74861
1246.0,5.0000,3.92090,3.92510,0.74833
1247.0,5.0000,3.92061,3.92483,0.74806
1248.0,5.0000,3.92032,3.92457,0.74778
1249.0,5.0000,3.92004,3.92430,0.74750
1250.0,5.0000,3.91975,3.92403,0.74722
1251.0,5.0000,3.91947,3.92377,0.74694
1252.0,5.0000,3.91919,3.92350,0.74667
1253.0,5.0000,3.91890,3.92324,0.74639
1254.0,5.0000,3.91863,3.92297,0.74611
1255.0,5.0000,3.91835,3.92271,0.74583
1256.0,5.0000,3.91807,3.92244,0.74556
1257.0,5.0000,3.91779,3.92218,0.74528
1258.0,5.0000,3.91752,3.92192,0.74500
1259.0,5.0000,3.91724,3.92166,0.74472
1260.0,5.0000,3.91697,3.92139,0.74444
1261.0,5.0000,3.91670,3.92113,0.74417
1262.0,5.0000,3.91642,3.92087,0.74389
1263.0,5.0000,3.91615,3.92061,0.74361
1264.0,5.0000,3.91588,3.92035,0.74333
1265.0,5.0000,3.91561,3.92009,0.74306
1266.0,5.0000,3.91534,3.91983,0.74278
1267.0,5.0000,3.91508,3.91957,0.74250
1268.0,5.0000,3.91481,3.91931,0.74222
1269.0,5.0000,3.91454,3.91905,0.74194
1270.0,5.0000,3.91428,3.91879,0.74167
1271.0,5.0000,3.91401,3.91853,0.74139
1272.0,5.0000,3.91375,3.91827,0.74111
1273.0,5.0000,3.91349,3.91801,0.74083
1274.0,5.0000,3.91322,3.91775,0.74056
1275.0,5.0000,3.91296,3.91750,0.74028
1276.0,5.0000,3.91270,3.91724,0.74000
1277.0,5.0000,3.91244,3.91698,0.73972
1278.0,5.0000,3.91218,3.91672,0.73944
1279.0,5.0000,3.91192,3.91646,0.73917
1280.0,5.0000,3.91166,3.91621,0.73889
1281.0,5.0000,3.91140,3.91595,0.73861
1282.0,5.0000,3.91115,3.91569,0.73833
1283.0,5.0000,3.91089,3.91544,0.73806
1284.0,5.0000,3.91063,3.91518,0.73778
1285.0,5.0000,3.91038,3.91492,0.73750
1286.0,5.0000,3.91012,3.91466,0.73722
1287.0,5.0000,3.90986,3.91441,0.73694
1288.0,5.0000,3.90961,3.91415,0.73667
1289.0,5.0000,3.90936,3.91390,0.73639
1290.0,5.0000,3.90910,3.91364,0.73611
1291.0,5.0000,3.90885,3.91338,0.73583
1292.0,5.0000,3.90860,3.91313,0.73556
1293.0,5.0000,3.90834,3.91287,0.73528
1294.0,5.0000,3.90809,3.91261,0.73500
1295.0,5.0000,3.90784,3.91236,0.73472
1296.0,5.0000,3.90759,3.91210,0.73444
1297.0,5.0000,3.90734,3.91185,0.73417
1298.0,5.0000,3.90709,3.91159,0.73389
1299.0,5.0000,3.90684,3.91134,0.73361
1300.0,5.0000,3.90659,3.91108,0.73333
1301.0,5.0000,3.90634,3.91083,0.73306
1302.0,5.0000,3.90609,3.91057,0.73278
1303.0,5.0000,3.90584,3.91032,0.73250
1304.0,5.0000,3.90559,3.91006,0.73222
1305.0,5.0000,3.90534,3.90981,0.73194
1306.0,5.0000,3.90510,3.90955,0.73167
1307.0,5.0000,3.90485,3.90930,0.73139
1308.0,5.0000,3.90460,3.90904,0.73111
1309.0,5.0000,3.90435,3.90879,0.73083
1310.0,5.0000,3.90411,3.90853,0.73056
1311.0,5.0000,3.90386,3.90828,0.73028
1312.0,5.0000,3.90362,3.90802,0.73000
1313.0,5.0000,3.90337,3.90777,0.72972
1314.0,5.0000,3.90312,3.90751,0.72944
1315.0,5.0000,3.90288,3.90726,0.72917
1316.0,5.0000,3.90263,3.90700,0.72889
1317.0,5.0000,3.90239,3.90675,0.72861
1318.0,5.0000,3.90214,3.90649,0.72833
1319.0,5.0000,3.90190,3.90624,0.72806
1320.0,5.0000,3.90165,3.90598,0.72778
1321.0,5.0000,3.90141,3.90573,0.72750
1322.0,5.0000,3.90116,3.90547,0.72722
1323.0,5.0000,3.90092,3.90522,0.72694
1324.0,5.0000,3.90067,3.90496,0.72667
1325.0,5.0000,3.90043,3.90471,0.72639
1326.0,5.0000,3.90019,3.90445,0.72611
1327.0,5.0000,3.89994,3.90420,0.72583
1328.0,5.0000,3.89970,3.90394,0.72556
1329.0,5.0000,3.89946,3.90369,0.72528
1330.0,5.0000,3.89921,3.90344,0.72500
1331.0,5.0000,3.89897,3.90318,0.72472
1332.0,5.0000,3.89873,3.90293,0.72444
1333.0,5.0000,3.89848,3.90267,0.72417
1334.0,5.0000,3.89824,3.90242,0.72389
1335.0,5.0000,3.89800,3.90216,0.72361
1336.0,5.0000,3.89775,3.90191,0.72333
1337.0,5.0000,3.89751,3.90165,0.72306
1338.0,5.0000,3.89727,3.90140,0.72278
1339.0,5.0000,3.89702,3.90114,0.72250
1340.0,5.0000,3.89678,3.90088,0.72222
1341.0,5.0000,3.89654,3.90063,0.72194
1342.0,5.0000,3.89629,3.90037,0.72167
1343.0,5.0000,3.89605,3.90012,0.72139
1344.0,5.0000,3.89581,3.89986,0.72111
1345.0,5.0000,3.89556,3.89961,0.72083
1346.0,5.0000,3.89532,3.89935,0.72056
1347.0,5.0000,3.89508,3.89909,0.72028
1348.0,5.0000,3.89483,3.89884,0.72000
1349.0,5.0000,3.89459,3.89858,0.71972
1350.0,5.0000,3.89435,3.89833,0.71944
1351.0,5.0000,3.89410,3.89807,0.71917
1352.0,5.0000,3.89386,3.89781,0.71889
1353.0,5.0000,3.89361,3.89756,0.71861
1354.0,5.0000,3.89337,3.89730,0.71833
1355.0,5.0000,3.89313,3.89704,0.71806
1356.0,5.0000,3.89288,3.89679,0.71778
1357.0,5.0000,3.89264,3.89653,0.71750
1358.0,5.0000,3.89239,3.89627,0.71722
1359.0,5.0000,3.89215,3.89601,0.71694
1360.0,10.0000,3.84480,3.84815,0.71667
1361.0,10.0000,3.84316,3.84696,0.71611
1362.0,10.0000,3.84177,3.84581,0.71556
1363.0,10.0000,3.84053,3.84469,0.71500
1364.0,10.0000,3.83940,3.84362,0.71444
1365.0,10.0000,3.83834,3.84257,0.71389
1366.0,10.0000,3.83734,3.84156,0.71333
1367.0,10.0000,3.83639,3.84058,0.71278
1368.0,10.0000,3.83547,3.83963,0.71222
1369.0,10.0000,3.83458,3.83870,0.71167
1370.0,0.0000,3.92990,3.93300,0.71111
1371.0,0.0000,3.93196,3.93400,0.71111
1372.0,0.0000,3.93349,3.93494,0.71111
1373.0,0.0000,3.93472,3.93582,0.71111
1374.0,0.0000,3.93574,3.93664,0.71111
1375.0,0.0000,3.93663,3.93742,0.71111
1376.0,0.0000,3.93741,3.93814,0.71111
1377.0,0.0000,3.93810,3.93882,0.71111
1378.0,0.0000,3.93872,3.93945,0.71111
1379.0,0.0000,3.93929,3.94005,0.71111
1380.0,0.0000,3.93982,3.94061,0.71111
1381.0,0.0000,3.94031,3.94113,0.71111
1382.0,0.0000,3.94076,3.94162,0.71111
1383.0,0.0000,3.94118,3.94208,0.71111
1384.0,0.0000,3.94158,3.94251,0.71111
1385.0,0.0000,3.94196,3.94292,0.71111
1386.0,0.0000,3.94231,3.94330,0.71111
1387.0,0.0000,3.94265,3.94366,0.71111
1388.0,0.0000,3.94297,3.94399,0.71111
1389.0,0.0000,3.94327,3.94430,0.71111
1390.0,0.0000,3.94357,3.94460,0.71111
1391.0,0.0000,3.94385,3.94488,0.71111
1392.0,0.0000,3.94411,3.94514,0.71111
1393.0,0.0000,3.94437,3.94538,0.71111
1394.0,0.0000,3.94462,3.94561,0.71111
1395.0,0.0000,3.94486,3.94583,0.71111
1396.0,0.0000,3.94509,3.94603,0.71111
1397.0,0.0000,3.94531,3.94622,0.71111
1398.0,0.0000,3.94553,3.94640,0.71111
1399.0,0.0000,3.94573,3.94657,0.71111
1400.0,0.0000,3.94593,3.94673,0.71111
1401.0,0.0000,3.94613,3.94688,0.71111
1402.0,0.0000,3.94632,3.94702,0.71111
1403.0,0.0000,3.94650,3.94715,0.71111
1404.0,0.0000,3.94668,3.94728,0.71111
1405.0,0.0000,3.94685,3.94740,0.71111
1406.0,0.0000,3.94702,3.94751,0.71111
1407.0,0.0000,3.94718,3.94762,0.71111
1408.0,0.0000,3.94734,3.94771,0.71111
1409.0,0.0000,3.94750,3.94781,0.71111
1410.0,-5.0000,3.99711,3.99550,0.71111
1411.0,-5.0000,3.99876,3.99653,0.71139
1412.0,-5.0000,4.00014,3.99750,0.71167
1413.0,-5.0000,4.00135,3.99843,0.71194
1414.0,-5.0000,4.00245,3.99932,0.71222
1415.0,-5.0000,4.00346,4.00018,0.71250
1416.0,-5.0000,4.00441,4.00099,0.71278
1417.0,-5.0000,4.00531,4.00177,0.71306
1418.0,-5.0000,4.00616,4.00252,0.71333
1419.0,-5.0000,4.00698,4.00324,0.71361
1420.0,0.0000,3.95813,3.95633,0.71389
1421.0,0.0000,3.95738,3.95606,0.71389
1422.0,0.0000,3.95687,3.95580,0.71389
1423.0,0.0000,3.95651,3.95556,0.71389
1424.0,0.0000,3.95623,3.95534,0.71389
1425.0,0.0000,3.95602,3.95514,0.71389
1426.0,0.0000,3.95586,3.95495,0.71389
1427.0,0.0000,3.95574,3.95477,0.71389
1428.0,0.0000,3.95564,3.95460,0.71389
1429.0,0.0000,3.95556,3.95445,0.71389
1430.0,0.0000,3.95550,3.95430,0.71389
1431.0,0.0000,3.95546,3.95417,0.71389
1432.0,0.0000,3.95543,3.95404,0.71389
1433.0,0.0000,3.95540,3.95393,0.71389
1434.0,0.0000,3.95539,3.95382,0.71389
1435.0,0.0000,3.95538,3.95372,0.71389
1436.0,0.0000,3.95538,3.95363,0.71389
1437.0,0.0000,3.95538,3.95354,0.71389
1438.0,0.0000,3.95539,3.95346,0.71389
1439.0,0.0000,3.95540,3.95339,0.71389
1440.0,0.0000,3.95542,3.95332,0.71389
1441.0,0.0000,3.95543,3.95326,0.71389
1442.0,0.0000,3.95545,3.95320,0.71389
1443.0,0.0000,3.95547,3.95314,0.71389
1444.0,0.0000,3.95550,3.95309,0.71389
1445.0,0.0000,3.95552,3.95305,0.71389
1446.0,0.0000,3.95555,3.95301,0.71389
1447.0,0.0000,3.95557,3.95297,0.71389
1448.0,0.0000,3.95560,3.95293,0.71389
1449.0,0.0000,3.95563,3.95290,0.71389
1450.0,0.0000,3.95566,3.95287,0.71389
1451.0,0.0000,3.95569,3.95285,0.71389
1452.0,0.0000,3.95572,3.95282,0.71389
1453.0,0.0000,3.95576,3.95280,0.71389
1454.0,0.0000,3.95579,3.95278,0.71389
1455.0,0.0000,3.95582,3.95276,0.71389
1456.0,0.0000,3.95585,3.95275,0.71389
1457.0,0.0000,3.95589,3.95273,0.71389
1458.0,0.0000,3.95592,3.95272,0.71389
1459.0,0.0000,3.95595,3.95271,0.71389
1460.0,20.0000,3.77289,3.76228,0.71389
1461.0,20.0000,3.76721,3.75852,0.71278
1462.0,20.0000,3.76254,3.75492,0.71167
1463.0,20.0000,3.75850,3.75148,0.71056
1464.0,20.0000,3.75487,3.74819,0.70944
1465.0,0.0000,3.93373,3.93545,0.70833
1466.0,0.0000,3.93664,3.93620,0.70833
1467.0,0.0000,3.93857,3.93690,0.70833
1468.0,0.0000,3.93999,3.93755,0.70833
1469.0,0.0000,3.94110,3.93817,0.70833
1470.0,0.0000,3.94199,3.93874,0.70833
1471.0,0.0000,3.94274,3.93928,0.70833
1472.0,0.0000,3.94337,3.93979,0.70833
1473.0,0.0000,3.94391,3.94026,0.70833
1474.0,0.0000,3.94438,3.94071,0.70833
1475.0,0.0000,3.94481,3.94113,0.70833
1476.0,0.0000,3.94518,3.94152,0.70833
1477.0,0.0000,3.94552,3.94189,0.70833
1478.0,0.0000,3.94583,3.94223,0.70833
1479.0,0.0000,3.94612,3.94255,0.70833
1480.0,0.0000,3.94638,3.94286,0.70833
1481.0,0.0000,3.94662,3.94314,0.70833
1482.0,0.0000,3.94684,3.94341,0.70833
1483.0,0.0000,3.94705,3.94366,0.70833
1484.0,0.0000,3.94725,3.94390,0.70833
1485.0,0.0000,3.94743,3.94412,0.70833
1486.0,0.0000,3.94761,3.94433,0.70833
1487.0,0.0000,3.94777,3.94452,0.70833
1488.0,0.0000,3.94793,3.94470,0.70833
1489.0,0.0000,3.94807,3.94488,0.70833
1490.0,0.0000,3.94821,3.94504,0.70833
1491.0,0.0000,3.94835,3.94519,0.70833
1492.0,0.0000,3.94848,3.94534,0.70833
1493.0,0.0000,3.94860,3.94547,0.70833
1494.0,0.0000,3.94872,3.94560,0.70833
1495.0,0.0000,3.94883,3.94572,0.70833
1496.0,0.0000,3.94894,3.94583,0.70833
1497.0,0.0000,3.94904,3.94594,0.70833
1498.0,0.0000,3.94914,3.94604,0.70833
1499.0,0.0000,3.94924,3.94614,0.70833
1500.0,0.0000,3.94934,3.94623,0.70833
1501.0,0.0000,3.94943,3.94631,0.70833
1502.0,0.0000,3.94951,3.94639,0.70833
1503.0,0.0000,3.94960,3.94647,0.70833
1504.0,0.0000,3.94968,3.94654,0.70833
1505.0,5.0000,3.90034,3.89900,0.70833
1506.0,5.0000,3.89893,3.89812,0.70806
1507.0,5.0000,3.89778,3.89728,0.70778
1508.0,5.0000,3.89680,3.89648,0.70750
1509.0,5.0000,3.89593,3.89571,0.70722
1510.0,5.0000,3.89514,3.89497,0.70694
1511.0,5.0000,3.89441,3.89426,0.70667
1512.0,5.0000,3.89373,3.89358,0.70639
1513.0,5.0000,3.89309,3.89292,0.70611
1514.0,5.0000,3.89248,3.89229,0.70583
1515.0,5.0000,3.89189,3.89168,0.70556
1516.0,5.0000,3.89133,3.89110,0.70528
1517.0,5.0000,3.89079,3.89053,0.70500
1518.0,5.0000,3.89027,3.88998,0.70472
1519.0,5.0000,3.88976,3.88945,0.70444
1520.0,5.0000,3.88927,3.88894,0.70417
1521.0,5.0000,3.88878,3.88844,0.70389
1522.0,5.0000,3.88831,3.88795,0.70361
1523.0,5.0000,3.88785,3.88748,0.70333
1524.0,5.0000,3.88740,3.88702,0.70306
1525.0,5.0000,3.88695,3.88657,0.70278
1526.0,5.0000,3.88652,3.88613,0.70250
1527.0,5.0000,3.88609,3.88570,0.70222
1528.0,5.0000,3.88566,3.88528,0.70194
1529.0,5.0000,3.88524,3.88487,0.70167
1530.0,5.0000,3.88483,3.88447,0.70139
1531.0,5.0000,3.88442,3.88408,0.70111
1532.0,5.0000,3.88402,3.88369,0.70083
1533.0,5.0000,3.88362,3.88331,0.70056
1534.0,5.0000,3.88322,3.88293,0.70028
1535.0,5.0000,3.88283,3.88257,0.70000
1536.0,5.0000,3.88244,3.88220,0.69972
1537.0,5.0000,3.88206,3.88184,0.69944
1538.0,5.0000,3.88167,3.88149,0.69917
1539.0,5.0000,3.88129,3.88114,0.69889
1540.0,5.0000,3.88092,3.88079,0.69861
1541.0,5.0000,3.88054,3.88045,0.69833
1542.0,5.0000,3.88017,3.88011,0.69806
1543.0,5.0000,3.87980,3.87978,0.69778
1544.0,5.0000,3.87943,3.87944,0.69750
1545.0,5.0000,3.87907,3.87911,0.69722
1546.0,5.0000,3.87871,3.87878,0.69694
1547.0,5.0000,3.87834,3.87846,0.69667
1548.0,5.0000,3.87798,3.87814,0.69639
1549.0,5.0000,3.87762,3.87781,0.69611
1550.0,5.0000,3.87727,3.87749,0.69583
1551.0,5.0000,3.87691,3.87718,0.69556
1552.0,5.0000,3.87655,3.87686,0.69528
1553.0,5.0000,3.87620,3.87654,0.69500
1554.0,5.0000,3.87585,3.87623,0.69472
1555.0,5.0000,3.87549,3.87591,0.69444
1556.0,5.0000,3.87514,3.87560,0.69417
1557.0,5.0000,3.87479,3.87529,0.69389
1558.0,5.0000,3.87444,3.87498,0.69361
1559.0,5.0000,3.87410,3.87467,0.69333
1560.0,5.0000,3.87375,3.87436,0.69306
1561.0,5.0000,3.87340,3.87405,0.69278
1562.0,5.0000,3.87305,3.87374,0.69250
1563.0,5.0000,3.87271,3.87343,0.69222
1564.0,5.0000,3.87236,3.87312,0.69194
1565.0,5.0000,3.87202,3.87282,0.69167
1566.0,5.0000,3.87167,3.87251,0.69139
1567.0,5.0000,3.87133,3.87220,0.69111
1568.0,5.0000,3.87098,3.87189,0.69083
1569.0,5.0000,3.87064,3.87159,0.69056
1570.0,5.0000,3.87030,3.87128,0.69028
1571.0,5.0000,3.86996,3.87097,0.69000
1572.0,5.0000,3.86961,3.87066,0.68972
1573.0,5.0000,3.86927,3.87036,0.68944
1574.0,5.0000,3.86893,3.87005,0.68917
1575.0,5.0000,3.86859,3.86974,0.68889
1576.0,5.0000,3.86824,3.86943,0.68861
1577.0,5.0000,3.86790,3.86912,0.68833
1578.0,5.0000,3.86756,3.86881,0.68806
1579.0,5.0000,3.86722,3.86850,0.68778
1580.0,5.0000,3.86688,3.86819,0.68750
1581.0,5.0000,3.86654,3.86788,0.68722
1582.0,5.0000,3.86619,3.86757,0.68694
1583.0,5.0000,3.86585,3.86726,0.68667
1584.0,5.0000,3.86551,3.86695,0.68639
1585.0,5.0000,3.86517,3.86664,0.68611
1586.0,5.0000,3.86483,3.86633,0.68583
1587.0,5.0000,3.86449,3.86601,0.68556
1588.0,5.0000,3.86414,3.86570,0.68528
1589.0,5.0000,3.86380,3.86539,0.68500
1590.0,5.0000,3.86346,3.86507,0.68472
1591.0,5.0000,3.86312,3.86476,0.68444
1592.0,5.0000,3.86277,3.86444,0.68417
1593.0,5.0000,3.86243,3.86413,0.68389
1594.0,5.0000,3.86209,3.86381,0.68361
1595.0,5.0000,3.86175,3.86349,0.68333
1596.0,5.0000,3.86140,3.86318,0.68306
1597.0,5.0000,3.86106,3.86286,0.68278
1598.0,5.0000,3.86072,3.86254,0.68250
1599.0,5.0000,3.86037,3.86222,0.68222
1600.0,5.0000,3.86003,3.86190,0.68194
1601.0,5.0000,3.85969,3.86158,0.68167
1602.0,5.0000,3.85934,3.86126,0.68139
1603.0,5.0000,3.85900,3.86094,0.68111
1604.0,5.0000,3.85865,3.86061,0.68083
1605.0,5.0000,3.85831,3.86029,0.68056
1606.0,5.0000,3.85796,3.85997,0.68028
1607.0,5.0000,3.85762,3.85964,0.68000
1608.0,5.0000,3.85727,3.85932,0.67972
1609.0,5.0000,3.85693,3.85899,0.67944
1610.0,5.0000,3.85658,3.85867,0.67917
1611.0,5.0000,3.85624,3.85834,0.67889
1612.0,5.0000,3.85589,3.85802,0.67861
1613.0,5.0000,3.85554,3.85769,0.67833
1614.0,5.0000,3.85520,3.85736,0.67806
1615.0,5.0000,3.85485,3.85703,0.67778
1616.0,5.0000,3.85450,3.85670,0.67750
1617.0,5.0000,3.85416,3.85637,0.67722
1618.0,5.0000,3.85381,3.85604,0.67694
1619.0,5.0000,3.85346,3.85571,0.67667
1620.0,5.0000,3.85311,3.85538,0.67639
1621.0,5.0000,3.85276,3.85505,0.67611
1622.0,5.0000,3.85242,3.85472,0.67583
1623.0,5.0000,3.85207,3.85438,0.67556
1624.0,5.0000,3.85172,3.85405,0.67528
1625.0,5.0000,3.85137,3.85371,0.67500
1626.0,5.0000,3.85102,3.85338,0.67472
1627.0,5.0000,3.85067,3.85304,0.67444
1628.0,5.0000,3.85032,3.85271,0.67417
1629.0,5.0000,3.84997,3.85237,0.67389
1630.0,5.0000,3.84962,3.85204,0.67361
1631.0,5.0000,3.84927,3.85170,0.67333
1632.0,5.0000,3.84892,3.85136,0.67306
1633.0,5.0000,3.84857,3.85102,0.67278
1634.0,5.0000,3.84822,3.85068,0.67250
1635.0,5.0000,3.84787,3.85034,0.67222
1636.0,5.0000,3.84752,3.85000,0.67194
1637.0,5.0000,3.84717,3.84966,0.67167
1638.0,5.0000,3.84682,3.84932,0.67139
1639.0,5.0000,3.84647,3.84898,0.67111
1640.0,5.0000,3.84612,3.84864,0.67083
1641.0,5.0000,3.84577,3.84830,0.67056
1642.0,5.0000,3.84542,3.84796,0.67028
1643.0,5.0000,3.84507,3.84762,0.67000
1644.0,5.0000,3.84472,3.84727,0.66972
1645.0,5.0000,3.84437,3.84693,0.66944
1646.0,5.0000,3.84402,3.84659,0.66917
1647.0,5.0000,3.84367,3.84624,0.66889
1648.0,5.0000,3.84331,3.84590,0.66861
1649.0,5.0000,3.84296,3.84555,0.66833
1650.0,5.0000,3.84261,3.84521,0.66806
1651.0,5.0000,3.84226,3.84486,0.66778
1652.0,5.0000,3.84191,3.84452,0.66750
1653.0,5.0000,3.84156,3.84417,0.66722
1654.0,5.0000,3.84121,3.84383,0.66694
1655.0,5.0000,3.84086,3.84348,0.66667
1656.0,5.0000,3.84051,3.84314,0.66639
1657.0,5.0000,3.84016,3.84279,0.66611
1658.0,5.0000,3.83981,3.84244,0.66583
1659.0,5.0000,3.83946,3.84210,0.66556
1660.0,5.0000,3.83911,3.84175,0.66528
1661.0,5.0000,3.83876,3.84140,0.66500
1662.0,5.0000,3.83841,3.84105,0.66472
1663.0,5.0000,3.83806,3.84071,0.66444
1664.0,5.0000,3.83771,3.84036,0.66417
1665.0,5.0000,3.83736,3.84001,0.66389
1666.0,5.0000,3.83702,3.83966,0.66361
1667.0,5.0000,3.83667,3.83932,0.66333
1668.0,5.0000,3.83632,3.83897,0.66306
1669.0,5.0000,3.83597,3.83862,0.66278
1670.0,5.0000,3.83562,3.83827,0.66250
1671.0,5.0000,3.83528,3.83792,0.66222
1672.0,5.0000,3.83493,3.83758,0.66194
1673.0,5.0000,3.83458,3.83723,0.66167
1674.0,5.0000,3.83424,3.83688,0.66139
1675.0,5.0000,3.83389,3.83653,0.66111
1676.0,5.0000,3.83354,3.83619,0.66083
1677.0,5.0000,3.83320,3.83584,0.66056
1678.0,5.0000,3.83285,3.83549,0.66028
1679.0,5.0000,3.83251,3.83514,0.66000
1680.0,5.0000,3.83216,3.83480,0.65972
1681.0,5.0000,3.83182,3.83445,0.65944
1682.0,5.0000,3.83148,3.83410,0.65917
1683.0,5.0000,3.83113,3.83375,0.65889
1684.0,5.0000,3.83079,3.83341,0.65861
1685.0,10.0000,3.78362,3.78546,0.65833
1686.0,10.0000,3.78146,3.78409,0.65778
1687.0,10.0000,3.77973,3.78276,0.65722
1688.0,10.0000,3.77820,3.78147,0.65667
1689.0,10.0000,3.77681,3.78022,0.65611
1690.0,10.0000,3.77551,3.77901,0.65556
1691.0,10.0000,3.77429,3.77783,0.65500
1692.0,10.0000,3.77312,3.77668,0.65444
1693.0,10.0000,3.77200,3.77557,0.65389
1694.0,10.0000,3.77092,3.77448,0.65333
1695.0,0.0000,3.86553,3.86863,0.65278
1696.0,0.0000,3.86807,3.86963,0.65278
1697.0,0.0000,3.86984,3.87057,0.65278
1698.0,0.0000,3.87122,3.87144,0.65278
1699.0,0.0000,3.87237,3.87227,0.65278
1700.0,0.0000,3.87334,3.87304,0.65278
1701.0,0.0000,3.87419,3.87376,0.65278
1702.0,0.0000,3.87494,3.87444,0.65278
1703.0,0.0000,3.87561,3.87508,0.65278
1704.0,0.0000,3.87622,3.87568,0.65278
1705.0,0.0000,3.87678,3.87623,0.65278
1706.0,0.0000,3.87730,3.87676,0.65278
1707.0,0.0000,3.87777,3.87725,0.65278
1708.0,0.0000,3.87821,3.87771,0.65278
1709.0,0.0000,3.87863,3.87814,0.65278
