estimator,flight,Q_true,Q_est,Q_err,soc_rmse_flight,ah_throughput
JointUKF,43,4.40711,4.43617,0.0290643,0.000605941,325.076
JointUKF,44,4.39944,4.43275,0.0333092,0.000467731,332.682
JointUKF,45,4.39187,4.42167,0.0297964,0.00070622,340.245
JointUKF,46,4.38438,4.41243,0.0280449,0.000717666,347.822
JointUKF,47,4.37699,4.40347,0.0264821,0.000754083,355.362
JointUKF,48,4.3697,4.39878,0.0290831,0.00056179,362.894
JointUKF,49,4.36242,4.38971,0.0272874,0.00089229,370.466
JointUKF,50,4.35521,4.38311,0.0278985,0.000733319,378.043
JointUKF,51,4.34807,4.37455,0.0264781,0.000646565,385.597
JointUKF,52,4.34102,4.36663,0.0256065,0.000740758,393.119
JointUKF,53,4.33403,4.36241,0.0283748,0.000534744,400.657
JointUKF,54,4.32708,4.35429,0.0272111,0.00076902,408.226
JointUKF,55,4.32022,4.34646,0.0262398,0.000865747,415.73
JointUKF,56,4.31335,4.33868,0.0253291,0.000769745,423.334
JointUKF,57,4.30655,4.33249,0.0259441,0.000835888,430.891
JointUKF,58,4.29982,4.32316,0.023343,0.000979811,438.438
JointUKF,59,4.2932,4.31635,0.0231554,0.000861462,445.926
JointUKF,60,4.2866,4.31149,0.0248875,0.000790028,453.452
JointUKF,61,4.28,4.30389,0.0238902,0.000868634,461.061
JointUKF,62,4.27341,4.29542,0.0220114,0.000982496,468.679
JointUKF,63,4.26693,4.29102,0.0240878,0.00116348,476.203
JointUKF,64,4.26046,4.2874,0.026933,0.00077926,483.814
JointUKF,65,4.25405,4.27678,0.0227291,0.000998545,491.367
JointUKF,66,4.24764,4.27179,0.0241423,0.00121669,498.994
JointUKF,67,4.24132,4.26328,0.0219624,0.00112081,506.531
JointUKF,68,4.23505,4.2579,0.0228521,0.00123389,514.086
JointUKF,69,4.2288,4.2511,0.0222978,0.00105929,521.686
JointUKF,70,4.22256,4.24469,0.0221299,0.00108315,529.311
JointUKF,71,4.21638,4.2383,0.0219148,0.00158507,536.899
JointUKF,72,4.21027,4.2329,0.0226369,0.00123752,544.458
JointUKF,73,4.20417,4.22667,0.0225085,0.00115424,552.044
JointUKF,74,4.19812,4.21987,0.0217477,0.00119229,559.592
JointUKF,75,4.19212,4.21361,0.0214929,0.00106196,567.156
JointUKF,76,4.18613,4.20672,0.0205894,0.00145012,574.751
JointUKF,77,4.18021,4.20152,0.0213111,0.00132896,582.287
JointUKF,78,4.17431,4.19731,0.022998,0.00129283,589.864
JointUKF,79,4.16842,4.1892,0.0207776,0.00117384,597.457
JointUKF,80,4.16259,4.18382,0.0212344,0.00114068,604.991
JointUKF,81,4.15681,4.1784,0.0215863,0.00114327,612.502
JointUKF,82,4.15104,4.17304,0.0219984,0.00119764,620.077
JointUKF,83,4.14528,4.16641,0.0211293,0.00102533,627.67
JointUKF,84,4.1396,4.16049,0.0208904,0.00160588,635.188
JointUKF,85,4.13386,4.15689,0.023025,0.00117919,642.838
JointUKF,86,4.12817,4.1495,0.0213293,0.00130943,650.415
JointUKF,87,4.12258,4.14467,0.022091,0.00126744,657.928
JointUKF,88,4.11702,4.13988,0.0228531,0.00118912,665.448
JointUKF,89,4.11148,4.13317,0.0216834,0.00136138,672.993
JointUKF,90,4.106,4.12678,0.0207781,0.00122331,680.487
JointUKF,91,4.10053,4.1238,0.0232704,0.00125759,688.031
JointUKF,92,4.09505,4.11677,0.0217222,0.00117525,695.606
JointUKF,93,4.08955,4.11174,0.0221873,0.00117409,703.221
JointUKF,94,4.08409,4.1066,0.0225097,0.00132437,710.821
JointUKF,95,4.07868,4.10007,0.0213927,0.00131798,718.389
JointUKF,96,4.07329,4.09541,0.0221241,0.00140584,725.953
JointUKF,97,4.06794,4.08954,0.0216082,0.00132445,733.519
JointUKF,98,4.06263,4.08539,0.0227517,0.00128133,741.054
JointUKF,99,4.05733,4.07894,0.0216132,0.00112673,748.645
JointUKF,100,4.05204,4.07299,0.0209463,0.00132318,756.196
JointUKF,101,4.04673,4.06875,0.0220157,0.00139613,763.837
JointUKF,102,4.04147,4.06386,0.0223929,0.00118629,771.385
JointUKF,103,4.03626,4.05733,0.021067,0.00134368,778.937
JointUKF,104,4.03107,4.05225,0.0211753,0.00122646,786.509
JointUKF,105,4.02592,4.04748,0.0215644,0.0012567,794.034
JointUKF,106,4.02081,4.0427,0.0218874,0.00117081,801.549
JointUKF,107,4.01573,4.03828,0.0225509,0.00150782,809.064
JointUKF,108,4.01061,4.03379,0.0231762,0.00135867,816.654
JointUKF,109,4.00552,4.02835,0.0228327,0.0014111,824.208
JointUKF,110,4.00048,4.0221,0.0216217,0.00145174,831.731
JointUKF,111,3.99543,4.01663,0.0212,0.00110011,839.317
JointUKF,112,3.99042,4.01239,0.0219671,0.00148598,846.862
JointUKF,113,3.98546,4.0058,0.020343,0.00136191,854.362
JointUKF,114,3.98049,4.00121,0.0207235,0.00118717,861.918
JointUKF,115,3.97552,3.99725,0.0217339,0.00143625,869.488
JointUKF,116,3.97057,3.99269,0.0221255,0.00146904,877.057
JointUKF,117,3.96564,3.98681,0.0211666,0.00136692,884.607
JointUKF,118,3.96074,3.98133,0.0205934,0.00145041,892.151
JointUKF,119,3.95588,3.97646,0.0205794,0.00121014,899.667
JointUKF,120,3.951,3.97285,0.0218467,0.00139302,907.246
DualEKF,1,4.95004,5.02386,0.0738164,0.00152085,7.90273
DualEKF,2,4.90434,4.94048,0.0361392,0.00202475,15.506
DualEKF,3,4.87365,4.91663,0.0429758,0.00119159,23.0697
DualEKF,4,4.84828,4.88798,0.0397032,0.00121776,30.6549
DualEKF,5,4.82621,4.86319,0.0369811,0.00136937,38.1496
DualEKF,6,4.80627,4.84566,0.0393883,0.00186058,45.6697
DualEKF,7,4.78792,4.82945,0.0415356,0.00155231,53.1846
DualEKF,8,4.77063,4.81102,0.0403876,0.00187577,60.7785
DualEKF,9,4.75429,4.78654,0.0322508,0.00182848,68.3705
DualEKF,10,4.7389,4.76866,0.0297533,0.00164511,75.894
DualEKF,11,4.7242,4.7596,0.0353942,0.00153633,83.4926
DualEKF,12,4.71019,4.7442,0.0340061,0.00188969,91.0033
DualEKF,13,4.69676,4.72833,0.0315764,0.00148768,98.5172
DualEKF,14,4.68371,4.71489,0.0311809,0.00185896,106.105
DualEKF,15,4.67106,4.69869,0.027632,0.0015927,113.663
DualEKF,16,4.65885,4.68947,0.0306275,0.00193824,121.223
DualEKF,17,4.64698,4.67748,0.0304985,0.0019545,128.773
DualEKF,18,4.63541,4.6615,0.0260879,0.00221025,136.344
DualEKF,19,4.62426,4.65479,0.0305299,0.00203074,143.811
DualEKF,20,4.61327,4.6457,0.0324258,0.00198419,151.403
DualEKF,21,4.60251,4.63159,0.0290733,0.00201581,158.975
DualEKF,22,4.59198,4.62458,0.0326065,0.00206354,166.553
DualEKF,23,4.58173,4.61128,0.0295544,0.00251319,174.057
DualEKF,24,4.57167,4.60194,0.0302707,0.00243222,181.614
DualEKF,25,4.56173,4.58923,0.0275009,0.00228862,189.225
DualEKF,26,4.55203,4.57603,0.024003,0.00228649,196.723
DualEKF,27,4.54253,4.57221,0.0296744,0.00214605,204.251
DualEKF,28,4.53314,4.56341,0.0302673,0.0024278,211.803
DualEKF,29,4.5239,4.55143,0.0275263,0.00247146,219.361
DualEKF,30,4.51476,4.54003,0.0252707,0.00305957,226.967
DualEKF,31,4.50582,4.53042,0.0245955,0.00291912,234.495
DualEKF,32,4.49706,4.52426,0.0272083,0.00269607,241.991
DualEKF,33,4.48836,4.51451,0.0261455,0.00284377,249.556
DualEKF,34,4.47968,4.50705,0.0273669,0.00279143,257.186
DualEKF,35,4.47118,4.49404,0.0228548,0.00346833,264.745
DualEKF,36,4.46283,4.48454,0.021704,0.0025597,272.267
DualEKF,37,4.45471,4.47935,0.0246413,0.00281412,279.697
DualEKF,38,4.44663,4.4743,0.0276665,0.00255628,287.232
DualEKF,39,4.4386,4.46038,0.0217753,0.00262085,294.752
DualEKF,40,4.43059,4.45812,0.0275348,0.00320091,302.375
DualEKF,41,4.42264,4.44338,0.0207397,0.00359281,309.955
DualEKF,42,4.41481,4.43386,0.019052,0.00331942,317.547
DualEKF,43,4.40711,4.42541,0.0183052,0.00353347,325.076
DualEKF,44,4.39944,4.42439,0.0249482,0.00316898,332.682
DualEKF,45,4.39187,4.40987,0.0180017,0.00338998,340.245
DualEKF,46,4.38438,4.40243,0.0180435,0.00370305,347.822
DualEKF,47,4.37699,4.39378,0.0167949,0.00387061,355.362
DualEKF,48,4.3697,4.38928,0.0195805,0.00402926,362.894
DualEKF,49,4.36242,4.38326,0.0208379,0.00425565,370.466
DualEKF,50,4.35521,4.37861,0.0234014,0.00432039,378.043
DualEKF,51,4.34807,4.36985,0.021775,0.00418014,385.597
DualEKF,52,4.34102,4.35981,0.0187909,0.00403211,393.119
DualEKF,53,4.33403,4.35522,0.021191,0.00411079,400.657
DualEKF,54,4.32708,4.34543,0.0183452,0.00403283,408.226
DualEKF,55,4.32022,4.33579,0.0155735,0.00378978,415.73
DualEKF,56,4.31335,4.33052,0.0171686,0.00413951,423.334
DualEKF,57,4.30655,4.32455,0.0180026,0.00498102,430.891
DualEKF,58,4.29982,4.31742,0.017598,0.004775,438.438
DualEKF,59,4.2932,4.30825,0.0150517,0.00483246,445.926
DualEKF,60,4.2866,4.30463,0.0180282,0.00392925,453.452
DualEKF,61,4.28,4.30546,0.0254593,0.00495938,461.061
DualEKF,62,4.27341,4.29651,0.0231002,0.00496089,468.679
DualEKF,63,4.26693,4.28514,0.0182151,0.00538143,476.203
DualEKF,64,4.26046,4.28188,0.0214214,0.00451075,483.814
DualEKF,65,4.25405,4.27037,0.0163174,0.0050327,491.367
DualEKF,66,4.24764,4.27025,0.0226038,0.00524443,498.994
DualEKF,67,4.24132,4.26102,0.019695,0.00497194,506.531
DualEKF,68,4.23505,4.24931,0.0142614,0.00502387,514.086
DualEKF,69,4.2288,4.25223,0.0234279,0.00525673,521.686
DualEKF,70,4.22256,4.24676,0.0241978,0.00505461,529.311
DualEKF,71,4.21638,4.23764,0.0212623,0.00538004,536.899
DualEKF,72,4.21027,4.23376,0.0234906,0.00516091,544.458
DualEKF,73,4.20417,4.22779,0.0236238,0.00522959,552.044
DualEKF,74,4.19812,4.22007,0.0219444,0.00478946,559.592
DualEKF,75,4.19212,4.21369,0.0215763,0.00512503,567.156
DualEKF,76,4.18613,4.21024,0.0241108,0.00570289,574.751
DualEKF,77,4.18021,4.20331,0.0231023,0.00540068,582.287
DualEKF,78,4.17431,4.19832,0.0240083,0.00574473,589.864
DualEKF,79,4.16842,4.19554,0.0271182,0.00553616,597.457
DualEKF,80,4.16259,4.18527,0.0226839,0.00510545,604.991
DualEKF,81,4.15681,4.17333,0.01652,0.00517878,612.502
DualEKF,82,4.15104,4.16897,0.0179218,0.00548943,620.077
DualEKF,83,4.14528,4.16993,0.0246553,0.00550543,627.67
DualEKF,84,4.1396,4.16091,0.0213153,0.00532368,635.188
DualEKF,85,4.13386,4.15928,0.0254182,0.00506832,642.838
DualEKF,86,4.12817,4.15682,0.0286478,0.00572999,650.415
DualEKF,87,4.12258,4.14649,0.0239158,0.00506017,657.928
DualEKF,88,4.11702,4.1445,0.0274736,0.00582248,665.448
DualEKF,89,4.11148,4.13316,0.0216733,0.00519839,672.993
DualEKF,90,4.106,4.1342,0.0282002,0.00633439,680.487
DualEKF,91,4.10053,4.12524,0.0247193,0.00569394,688.031
DualEKF,92,4.09505,4.12296,0.0279158,0.00574952,695.606
DualEKF,93,4.08955,4.11929,0.0297407,0.00601296,703.221
DualEKF,94,4.08409,4.10742,0.0233369,0.00483206,710.821
DualEKF,95,4.07868,4.10742,0.0287444,0.00602277,718.389
DualEKF,96,4.07329,4.09925,0.0259613,0.00507624,725.953
DualEKF,97,4.06794,4.09254,0.0246037,0.0054156,733.519
DualEKF,98,4.06263,4.09192,0.0292905,0.00585656,741.054
DualEKF,99,4.05733,4.08544,0.028114,0.00592987,748.645
DualEKF,100,4.05204,4.07603,0.023987,0.00543024,756.196
DualEKF,101,4.04673,4.07528,0.028555,0.00571531,763.837
DualEKF,102,4.04147,4.06831,0.026837,0.00581132,771.385
DualEKF,103,4.03626,4.06415,0.0278916,0.00597159,778.937
DualEKF,104,4.03107,4.06106,0.0299847,0.00561902,786.509
DualEKF,105,4.02592,4.05772,0.0317999,0.00652333,794.034
DualEKF,106,4.02081,4.04957,0.0287601,0.00569597,801.549
DualEKF,107,4.01573,4.04635,0.0306219,0.00589384,809.064
DualEKF,108,4.01061,4.03899,0.0283787,0.00586675,816.654
DualEKF,109,4.00552,4.03702,0.0315013,0.00629418,824.208
DualEKF,110,4.00048,4.02404,0.0235536,0.00581529,831.731
DualEKF,111,3.99543,4.02711,0.0316777,0.00603026,839.317
DualEKF,112,3.99042,4.02055,0.0301317,0.00608691,846.862
DualEKF,113,3.98546,4.01538,0.029918,0.00607491,854.362
DualEKF,114,3.98049,4.00848,0.0279909,0.0059908,861.918
DualEKF,115,3.97552,4.00697,0.0314461,0.00646079,869.488
DualEKF,116,3.97057,4.0025,0.0319316,0.0061383,877.057
DualEKF,117,3.96564,3.99378,0.028138,0.00611122,884.607
DualEKF,118,3.96074,3.99006,0.0293233,0.00644334,892.151
DualEKF,119,3.95588,3.98614,0.0302566,0.00566043,899.667
DualEKF,120,3.951,3.98001,0.029005,0.00539211,907.246
DualUKF,1,4.95004,4.99957,0.0495276,0.00142816,7.90273
DualUKF,2,4.90434,4.98953,0.08519,0.00166347,15.506
DualUKF,3,4.87365,4.95602,0.0823667,0.0014826,23.0697
DualUKF,4,4.84828,4.92648,0.0782044,0.00118796,30.6549
DualUKF,5,4.82621,4.90033,0.074119,0.0010365,38.1496
DualUKF,6,4.80627,4.87607,0.0697969,0.000862537,45.6697
DualUKF,7,4.78792,4.85587,0.0679517,0.000912914,53.1846
DualUKF,8,4.77063,4.83562,0.0649872,0.000657632,60.7785
DualUKF,9,4.75429,4.81549,0.0611988,0.000737722,68.3705
DualUKF,10,4.7389,4.7965,0.0576024,0.000625077,75.894
DualUKF,11,4.7242,4.78042,0.0562197,0.000453975,83.4926
DualUKF,12,4.71019,4.76527,0.0550734,0.000485704,91.0033
DualUKF,13,4.69676,4.75011,0.0533569,0.000334486,98.5172
DualUKF,14,4.68371,4.73585,0.052132,0.000537281,106.105
DualUKF,15,4.67106,4.72109,0.0500305,0.000339653,113.663
DualUKF,16,4.65885,4.70727,0.0484272,0.000392841,121.223
DualUKF,17,4.64698,4.69531,0.0483273,0.000481408,128.773
DualUKF,18,4.63541,4.68246,0.0470469,0.00051678,136.344
DualUKF,19,4.62426,4.67046,0.0462008,0.000548707,143.811
DualUKF,20,4.61327,4.65991,0.0466364,0.000559542,151.403
DualUKF,21,4.60251,4.64883,0.0463145,0.000488958,158.975
DualUKF,22,4.59198,4.63925,0.0472751,0.00074416,166.553
DualUKF,23,4.58173,4.62808,0.0463544,0.000869592,174.057
DualUKF,24,4.57167,4.61733,0.0456579,0.000527857,181.614
DualUKF,25,4.56173,4.60698,0.0452535,0.000565904,189.225
DualUKF,26,4.55203,4.59476,0.04273,0.000424542,196.723
DualUKF,27,4.54253,4.5856,0.0430707,0.000650813,204.251
DualUKF,28,4.53314,4.5762,0.0430628,0.000926697,211.803
DualUKF,29,4.5239,4.56542,0.0415216,0.000768296,219.361
DualUKF,30,4.51476,4.55699,0.0422317,0.000845378,226.967
DualUKF,31,4.50582,4.54679,0.0409704,0.000935944,234.495
DualUKF,32,4.49706,4.53895,0.041895,0.000858372,241.991
DualUKF,33,4.48836,4.5285,0.0401365,0.000738012,249.556
DualUKF,34,4.47968,4.51951,0.0398248,0.000468075,257.186
DualUKF,35,4.47118,4.50769,0.0365102,0.000713598,264.745
DualUKF,36,4.46283,4.50144,0.0386095,0.00085482,272.267
DualUKF,37,4.45471,4.49434,0.0396292,0.0010301,279.697
DualUKF,38,4.44663,4.48715,0.0405173,0.000849787,287.232
DualUKF,39,4.4386,4.47668,0.0380735,0.000614861,294.752
DualUKF,40,4.43059,4.46842,0.037835,0.000989361,302.375
DualUKF,41,4.42264,4.46004,0.0373957,0.00106267,309.955
DualUKF,42,4.41481,4.45071,0.0359022,0.000889633,317.547
DualUKF,43,4.40711,4.44318,0.0360761,0.000883318,325.076
DualUKF,44,4.39944,4.43643,0.036983,0.00088922,332.682
DualUKF,45,4.39187,4.42626,0.0343887,0.0009172,340.245
DualUKF,46,4.38438,4.41878,0.0343964,0.00106195,347.822
DualUKF,47,4.37699,4.41159,0.0345983,0.0011883,355.362
DualUKF,48,4.3697,4.4044,0.0347016,0.00117963,362.894
DualUKF,49,4.36242,4.3957,0.0332755,0.00110665,370.466
DualUKF,50,4.35521,4.38833,0.0331154,0.00126836,378.043
DualUKF,51,4.34807,4.38041,0.0323318,0.00121198,385.597
DualUKF,52,4.34102,4.371,0.0299764,0.00094837,393.119
DualUKF,53,4.33403,4.36497,0.0309408,0.00113905,400.657
DualUKF,54,4.32708,4.35863,0.0315534,0.00111659,408.226
DualUKF,55,4.32022,4.35087,0.0306545,0.00131008,415.73
DualUKF,56,4.31335,4.34402,0.030674,0.00112548,423.334
DualUKF,57,4.30655,4.33641,0.0298578,0.00143295,430.891
DualUKF,58,4.29982,4.32879,0.0289724,0.00141631,438.438
DualUKF,59,4.2932,4.32181,0.0286167,0.00127044,445.926
DualUKF,60,4.2866,4.31466,0.028061,0.00109398,453.452
DualUKF,61,4.28,4.30974,0.0297332,0.00170575,461.061
DualUKF,62,4.27341,4.3027,0.0292907,0.00125377,468.679
DualUKF,63,4.26693,4.2952,0.02827,0.00137046,476.203
DualUKF,64,4.26046,4.28968,0.0292205,0.00139172,483.814
DualUKF,65,4.25405,4.28162,0.027568,0.00155279,491.367
DualUKF,66,4.24764,4.27282,0.025176,0.00149866,498.994
DualUKF,67,4.24132,4.26695,0.0256246,0.00177434,506.531
DualUKF,68,4.23505,4.26083,0.0257826,0.00162382,514.086
DualUKF,69,4.2288,4.25475,0.0259483,0.00135011,521.686
DualUKF,70,4.22256,4.24933,0.0267696,0.00168616,529.311
DualUKF,71,4.21638,4.24324,0.0268626,0.00172269,536.899
DualUKF,72,4.21027,4.23695,0.0266851,0.00173689,544.458
DualUKF,73,4.20417,4.23109,0.0269294,0.00156768,552.044
DualUKF,74,4.19812,4.22346,0.0253437,0.00130646,559.592
DualUKF,75,4.19212,4.21652,0.0244052,0.00158706,567.156
DualUKF,76,4.18613,4.2119,0.0257746,0.00181616,574.751
DualUKF,77,4.18021,4.20568,0.0254699,0.00171172,582.287
DualUKF,78,4.17431,4.20062,0.0263166,0.00178973,589.864
DualUKF,79,4.16842,4.19613,0.0277061,0.00216427,597.457
DualUKF,80,4.16259,4.18951,0.0269224,0.00143689,604.991
DualUKF,81,4.15681,4.18237,0.0255569,0.00170709,612.502
DualUKF,82,4.15104,4.17548,0.0244355,0.00155778,620.077
DualUKF,83,4.14528,4.17046,0.0251847,0.00195031,627.67
DualUKF,84,4.1396,4.16454,0.0249392,0.00173594,635.188
DualUKF,85,4.13386,4.15912,0.0252616,0.00168673,642.838
DualUKF,86,4.12817,4.154,0.0258246,0.00198151,650.415
DualUKF,87,4.12258,4.14772,0.0251459,0.0016738,657.928
DualUKF,88,4.11702,4.14253,0.0255018,0.00180254,665.448
DualUKF,89,4.11148,4.13605,0.0245659,0.00190436,672.993
DualUKF,90,4.106,4.13263,0.0266265,0.00196966,680.487
DualUKF,91,4.10053,4.12739,0.0268688,0.00193142,688.031
DualUKF,92,4.09505,4.12247,0.0274278,0.00232656,695.606
DualUKF,93,4.08955,4.11647,0.0269215,0.00203206,703.221
DualUKF,94,4.08409,4.10816,0.024076,0.00167236,710.821
DualUKF,95,4.07868,4.10346,0.0247855,0.00199894,718.389
DualUKF,96,4.07329,4.0967,0.0234122,0.00164408,725.953
DualUKF,97,4.06794,4.09176,0.0238192,0.00192751,733.519
DualUKF,98,4.06263,4.08622,0.0235884,0.00200882,741.054
DualUKF,99,4.05733,4.08125,0.023923,0.002011,748.645
DualUKF,100,4.05204,4.07458,0.0225355,0.00168013,756.196
DualUKF,101,4.04673,4.07205,0.0253204,0.00225709,763.837
DualUKF,102,4.04147,4.06543,0.0239625,0.00212986,771.385
DualUKF,103,4.03626,4.06046,0.0241947,0.00224153,778.937
DualUKF,104,4.03107,4.05647,0.0254021,0.00223732,786.509
DualUKF,105,4.02592,4.05051,0.0245909,0.00217834,794.034
DualUKF,106,4.02081,4.0444,0.0235864,0.00189879,801.549
DualUKF,107,4.01573,4.03855,0.0228252,0.00215564,809.064
DualUKF,108,4.01061,4.03444,0.0238298,0.00211928,816.654
DualUKF,109,4.00552,4.02915,0.0236324,0.0020055,824.208
DualUKF,110,4.00048,4.02276,0.0222808,0.00214724,831.731
DualUKF,111,3.99543,4.01884,0.0234046,0.00235294,839.317
DualUKF,112,3.99042,4.01352,0.0230992,0.00187714,846.862
DualUKF,113,3.98546,4.00862,0.023162,0.00230806,854.362
DualUKF,114,3.98049,4.00418,0.0236889,0.00224413,861.918
DualUKF,115,3.97552,3.99899,0.0234669,0.00234595,869.488
DualUKF,116,3.97057,3.99517,0.0246086,0.00209049,877.057
DualUKF,117,3.96564,3.98692,0.0212812,0.00175798,884.607
DualUKF,118,3.96074,3.98045,0.0197124,0.00208334,892.151
DualUKF,119,3.95588,3.97766,0.0217798,0.00227834,899.667
DualUKF,120,3.951,3.9729,0.0218968,0.00199167,907.246
AWTLS,1,4.95004,5.0037,0.0536595,0.000941692,7.90273
AWTLS,2,4.90434,4.98639,0.0820467,0.00134053,15.506
AWTLS,3,4.87365,4.95961,0.0859612,0.00176857,23.0697
AWTLS,4,4.84828,4.94343,0.0951521,0.00141122,30.6549
AWTLS,5,4.82621,4.92451,0.098303,0.00155866,38.1496
AWTLS,6,4.80627,4.90855,0.102278,0.00145088,45.6697
AWTLS,7,4.78792,4.89294,0.105022,0.00147067,53.1846
AWTLS,8,4.77063,4.87615,0.105522,0.00193005,60.7785
AWTLS,9,4.75429,4.86343,0.109131,0.00164879,68.3705
AWTLS,10,4.7389,4.84553,0.106626,0.00148179,75.894
AWTLS,11,4.7242,4.83142,0.107216,0.00151938,83.4926
AWTLS,12,4.71019,4.8195,0.109308,0.00159215,91.0033
AWTLS,13,4.69676,4.79912,0.102367,0.00167082,98.5172
AWTLS,14,4.68371,4.78984,0.106124,0.00167797,106.105
AWTLS,15,4.67106,4.77788,0.106817,0.00174404,113.663
AWTLS,16,4.65885,4.75854,0.0996889,0.00186825,121.223
AWTLS,17,4.64698,4.74883,0.101849,0.00191933,128.773
AWTLS,18,4.63541,4.73708,0.101672,0.00215107,136.344
AWTLS,19,4.62426,4.71656,0.0923053,0.00264966,143.811
AWTLS,20,4.61327,4.70894,0.095666,0.00234079,151.403
AWTLS,21,4.60251,4.69741,0.0948968,0.00282283,158.975
AWTLS,22,4.59198,4.67734,0.0853675,0.00293409,166.553
AWTLS,23,4.58173,4.66919,0.0874652,0.0031464,174.057
AWTLS,24,4.57167,4.65829,0.0866218,0.00359717,181.614
AWTLS,25,4.56173,4.64137,0.0796453,0.00347796,189.225
AWTLS,26,4.55203,4.62869,0.0766601,0.00369591,196.723
AWTLS,27,4.54253,4.62025,0.0777232,0.00372181,204.251
AWTLS,28,4.53314,4.60569,0.0725528,0.00435053,211.803
AWTLS,29,4.5239,4.59258,0.0686765,0.00440143,219.361
AWTLS,30,4.51476,4.58549,0.0707332,0.00426039,226.967
AWTLS,31,4.50582,4.57561,0.0697816,0.00491231,234.495
AWTLS,32,4.49706,4.56041,0.0633581,0.00461677,241.991
AWTLS,33,4.48836,4.55131,0.0629486,0.00549398,249.556
AWTLS,34,4.47968,4.54215,0.0624672,0.00496946,257.186
AWTLS,35,4.47118,4.53285,0.0616659,0.00522445,264.745
AWTLS,36,4.46283,4.51747,0.0546369,0.00546827,272.267
AWTLS,37,4.45471,4.51083,0.0561272,0.00624419,279.697
AWTLS,38,4.44663,4.50146,0.0548344,0.00600279,287.232
AWTLS,39,4.4386,4.48684,0.0482347,0.00595143,294.752
AWTLS,40,4.43059,4.4805,0.0499138,0.00588744,302.375
AWTLS,41,4.42264,4.47159,0.0489509,0.00616223,309.955
AWTLS,42,4.41481,4.46244,0.0476299,0.00722579,317.547
AWTLS,43,4.40711,4.45085,0.0437463,0.00611211,325.076
AWTLS,44,4.39944,4.44085,0.0414086,0.00668542,332.682
AWTLS,45,4.39187,4.43747,0.0456001,0.00663301,340.245
AWTLS,46,4.38438,4.42965,0.0452653,0.00707342,347.822
AWTLS,47,4.37699,4.42138,0.0443906,0.00732089,355.362
AWTLS,48,4.3697,4.40712,0.037416,0.00751435,362.894
AWTLS,49,4.36242,4.40221,0.0397882,0.0069488,370.466
AWTLS,50,4.35521,4.39337,0.0381629,0.00773094,378.043
AWTLS,51,4.34807,4.38491,0.0368396,0.00749652,385.597
AWTLS,52,4.34102,4.37409,0.0330685,0.00769213,393.119
AWTLS,53,4.33403,4.36509,0.0310608,0.0088028,400.657
AWTLS,54,4.32708,4.36066,0.0335769,0.00883261,408.226
AWTLS,55,4.32022,4.3526,0.0323804,0.00856616,415.73
AWTLS,56,4.31335,4.34378,0.0304261,0.00819206,423.334
AWTLS,57,4.30655,4.33324,0.026691,0.00884845,430.891
AWTLS,58,4.29982,4.33076,0.0309438,0.00836861,438.438
AWTLS,59,4.2932,4.32316,0.0299658,0.00864166,445.926
AWTLS,60,4.2866,4.3153,0.0287024,0.00843341,453.452
AWTLS,61,4.28,4.3061,0.026098,0.00829111,461.061
AWTLS,62,4.27341,4.29992,0.0265101,0.00876601,468.679
AWTLS,63,4.26693,4.29263,0.0257029,0.0083402,476.203
AWTLS,64,4.26046,4.28603,0.0255645,0.00898027,483.814
AWTLS,65,4.25405,4.28117,0.0271196,0.00859396,491.367
AWTLS,66,4.24764,4.27443,0.0267896,0.00926699,498.994
AWTLS,67,4.24132,4.26719,0.025874,0.00924683,506.531
AWTLS,68,4.23505,4.25967,0.0246182,0.00906729,514.086
AWTLS,69,4.2288,4.25215,0.0233499,0.00877537,521.686
AWTLS,70,4.22256,4.24643,0.0238734,0.00894604,529.311
AWTLS,71,4.21638,4.24151,0.025129,0.00938277,536.899
AWTLS,72,4.21027,4.23628,0.0260164,0.00950248,544.458
AWTLS,73,4.20417,4.231,0.0268343,0.00956311,552.044
AWTLS,74,4.19812,4.22269,0.024564,0.00973403,559.592
AWTLS,75,4.19212,4.21462,0.0225027,0.00983865,567.156
AWTLS,76,4.18613,4.20871,0.0225811,0.0097189,574.751
AWTLS,77,4.18021,4.20303,0.0228186,0.00998225,582.287
AWTLS,78,4.17431,4.19766,0.0233513,0.00983601,589.864
AWTLS,79,4.16842,4.19237,0.0239436,0.00950278,597.457
AWTLS,80,4.16259,4.18656,0.0239723,0.0103098,604.991
AWTLS,81,4.15681,4.17908,0.0222679,0.00966833,612.502
AWTLS,82,4.15104,4.17329,0.0222407,0.00993715,620.077
AWTLS,83,4.14528,4.16842,0.0231409,0.010772,627.67
AWTLS,84,4.1396,4.16494,0.0253439,0.0100823,635.188
AWTLS,85,4.13386,4.1596,0.0257418,0.00999413,642.838
AWTLS,86,4.12817,4.15558,0.0274041,0.0107974,650.415
AWTLS,87,4.12258,4.14925,0.0266732,0.0104525,657.928
AWTLS,88,4.11702,4.13737,0.0203484,0.00984147,665.448
AWTLS,89,4.11148,4.13137,0.0198905,0.0104715,672.993
AWTLS,90,4.106,4.127,0.0209979,0.0112678,680.487
AWTLS,91,4.10053,4.12182,0.0212972,0.0112325,688.031
AWTLS,92,4.09505,4.12285,0.0278019,0.0104347,695.606
AWTLS,93,4.08955,4.1133,0.0237468,0.0110299,703.221
