t,gx,gy,gz,ax,ay,az,mx,my,mz,qw,qx,qy,qz,bgx,bgy,bgz
666.26,0.0118834,0.00602142,0.0121786,-0.638544,-0.0256622,-10.1914,24.5292,0.369774,40.63,0.99931,-0.00691305,-0.0357665,-0.00728919,-0.00179374,-0.00150061,0.0115956
666.27,0.0118029,0.00713371,0.00826137,-0.67738,-0.0309563,-10.0696,24.2343,0.302052,41.7021,0.999312,-0.00684622,-0.0357236,-0.00729344,-0.00182991,-0.0014594,0.011622
666.28,0.00967669,0.00669012,0.0110467,-0.693406,-0.0781184,-10.1413,23.9818,-0.917072,42.5554,0.999314,-0.00677698,-0.0356807,-0.00729754,-0.00186253,-0.00150913,0.011562
666.29,0.0135931,0.00649386,0.00986531,-0.647751,0.121906,-10.0884,23.9338,-0.418795,42.0775,0.999316,-0.00670542,-0.0356378,-0.00730149,-0.00192003,-0.00148129,0.0115166
666.3,0.0113614,0.00748463,0.00716466,-0.484383,0.0080611,-10.1637,24.455,-0.632274,42.4594,0.999318,-0.00663165,-0.0355948,-0.0073053,-0.00195893,-0.00154535,0.0115143
666.31,0.0116278,0.0048677,0.00907097,-0.685958,0.0615262,-10.1022,23.965,-0.494787,41.7965,0.99932,-0.00655579,-0.0355518,-0.00730898,-0.00197984,-0.00148172,0.0115587
666.32,0.0156642,0.00826262,0.00952017,-0.655969,-0.0544399,-10.1213,23.694,-0.342471,42.9067,0.999322,-0.00647795,-0.0355089,-0.00731252,-0.00191708,-0.00145619,0.0115574
666.33,0.014847,0.00862086,0.011728,-0.621583,0.114538,-10.1883,23.5072,-0.292281,42.5291,0.999324,-0.00639824,-0.035466,-0.00731593,-0.00194448,-0.00141716,0.011527
666.34,0.0116307,0.00597814,0.0124015,-0.662228,0.0853537,-9.97282,23.6108,-0.653914,42.7243,0.999326,-0.00631679,-0.0354232,-0.00731921,-0.00196795,-0.00144066,0.011555
666.35,0.0121071,0.0087954,0.0118355,-0.600247,0.00118782,-10.1241,23.6918,-0.987703,41.1353,0.999328,-0.0062337,-0.0353805,-0.00732238,-0.00194747,-0.0014148,0.0115796
666.36,0.0149404,0.00458264,0.00965508,-0.598506,0.167507,-10.1639,23.7981,-1.09515,42.4629,0.99933,-0.0061491,-0.0353379,-0.00732543,-0.00189758,-0.00141953,0.0116467
666.37,0.0174441,0.0121809,0.0114229,-0.625643,0.0626742,-10.1573,22.8053,-0.085167,42.1631,0.999332,-0.0060631,-0.0352955,-0.00732836,-0.001916,-0.00142027,0.011622
666.38,0.0142072,0.00566226,0.00921902,-0.693531,0.0342341,-10.1912,24.0264,0.0355479,42.366,0.999334,-0.00597584,-0.0352532,-0.0073312,-0.00189802,-0.00146982,0.0116063
666.39,0.0161945,0.00320647,0.0103291,-0.630696,0.107784,-10.1946,24.3043,0.277932,42.0086,0.999336,-0.00588742,-0.0352111,-0.00733392,-0.00188806,-0.00149788,0.0116064
666.4,0.0152445,0.00710917,0.0113349,-0.693766,0.07789,-10.0744,24.1701,-0.384876,43.6089,0.999338,-0.00579798,-0.0351692,-0.00733656,-0.00194575,-0.00151799,0.0116609
666.41,0.0152554,0.00641384,0.00874424,-0.685602,0.044886,-10.0935,22.3186,-1.18653,42.4538,0.99934,-0.00570764,-0.0351275,-0.00733909,-0.002021,-0.00155154,0.0116557
666.42,0.0153751,0.00940378,0.0104147,-0.660682,0.0460084,-10.0681,23.7407,-0.286703,41.948,0.999342,-0.00561652,-0.0350861,-0.00734154,-0.0019972,-0.00151901,0.0116639
666.43,0.0137065,0.00867474,0.0128103,-0.604327,0.0732848,-10.1322,23.9678,0.206209,42.0139,0.999343,-0.00552474,-0.0350449,-0.0073439,-0.00204287,-0.00151801,0.0116613
666.44,0.0194315,0.00795087,0.0106235,-0.664817,-0.0847738,-10.1313,23.4391,-0.197944,41.7127,0.999345,-0.00543244,-0.035004,-0.00734619,-0.00203544,-0.00154252,0.0116573
666.45,0.0158897,0.00774554,0.00746749,-0.684,0.040547,-10.0926,22.8173,-0.327731,42.5611,0.999347,-0.00533974,-0.0349634,-0.0073484,-0.00205512,-0.00156991,0.0116024
666.46,0.0139865,0.00562433,0.00707242,-0.647764,0.00457513,-10.1121,23.7882,-0.591579,41.2451,0.999349,-0.00524676,-0.0349231,-0.00735053,-0.00198977,-0.00156796,0.0116517
666.47,0.0176217,0.00771718,0.0100148,-0.682539,0.0805056,-10.1352,23.3969,-0.508837,41.8317,0.999351,-0.00515363,-0.0348832,-0.0073526,-0.00199994,-0.00152141,0.0116562
666.48,0.0157149,0.00610724,0.0113385,-0.70551,0.0880485,-10.1634,23.2039,-0.23287,41.8391,0.999353,-0.00506047,-0.0348436,-0.00735461,-0.00196561,-0.00154511,0.0116649
666.49,0.0190271,0.00884289,0.0122376,-0.563952,0.034474,-10.1695,23.1244,0.626846,42.0672,0.999355,-0.00496741,-0.0348044,-0.00735656,-0.00193972,-0.00151599,0.0116713
666.5,0.0182607,0.0071356,0.0123738,-0.646979,0.0464411,-10.2221,23.8434,0.879637,43.2092,0.999357,-0.00487458,-0.0347657,-0.00735845,-0.00194546,-0.00150877,0.0116425
666.51,0.0150739,0.004578,0.00989181,-0.652224,0.0823826,-10.2024,23.3693,-0.41072,42.6902,0.999358,-0.00478209,-0.0347273,-0.0073603,-0.00195458,-0.00154977,0.0116734
666.52,0.0168114,0.00527537,0.0110439,-0.705796,0.0493919,-10.0964,23.7045,-1.01827,42.4012,0.99936,-0.00469008,-0.0346894,-0.0073621,-0.00196998,-0.00152608,0.0116198
666.53,0.0164804,0.00685814,0.0124757,-0.537952,-0.0424458,-10.0191,23.6496,-0.617267,41.8743,0.999362,-0.00459866,-0.034652,-0.00736386,-0.00199976,-0.00151286,0.011588
666.54,0.0179124,0.00339021,0.0114015,-0.628829,0.0158877,-10.0683,23.7707,-0.457739,42.6809,0.999363,-0.00450795,-0.034615,-0.00736558,-0.00197725,-0.00155019,0.0115989
666.55,0.0182731,0.00344689,0.00845784,-0.469525,-0.00134941,-10.0712,23.8643,0.512709,41.6744,0.999365,-0.00441808,-0.0345785,-0.00736726,-0.00197147,-0.00157714,0.0116366
666.56,0.0188803,0.00468936,0.0118565,-0.631865,-0.0142049,-10.0693,23.9819,0.518846,42.3822,0.999367,-0.00432916,-0.0345426,-0.00736892,-0.00201072,-0.00159494,0.0116672
666.57,0.0165734,0.00553043,0.0114279,-0.635639,0.0633679,-10.0709,23.7939,-0.112877,42.3257,0.999368,-0.00424132,-0.0345072,-0.00737055,-0.00196673,-0.0016347,0.011671
666.58,0.0151772,0.0049646,0.0123615,-0.653774,-0.0389939,-10.0974,22.6925,-1.27499,41.5704,0.99937,-0.00415467,-0.0344723,-0.00737216,-0.00198334,-0.00167532,0.0117339
666.59,0.0131667,0.00377909,0.0115964,-0.556029,0.0384848,-10.1191,23.9427,0.580908,41.9742,0.999371,-0.00406932,-0.0344381,-0.00737375,-0.00195019,-0.00166083,0.0117638
666.6,0.0178034,0.00458436,0.0115593,-0.74499,0.0620396,-10.0862,23.9258,0.274568,42.0649,0.999373,-0.0039854,-0.0344044,-0.00737533,-0.00193725,-0.00165591,0.0117489
666.61,0.0110687,0.0051544,0.0131086,-0.605153,-0.0353178,-10.0253,23.7125,0.201631,42.5438,0.999374,-0.003903,-0.0343713,-0.00737689,-0.0019989,-0.00168024,0.0116943
666.62,0.0143451,0.00230011,0.00926585,-0.605819,-0.0627456,-9.93993,22.6844,-0.421277,40.7986,0.999376,-0.00382225,-0.0343389,-0.00737845,-0.00202271,-0.00163915,0.0116414
666.63,0.0159834,0.00339543,0.0132422,-0.689934,0.00745204,-9.95981,22.7309,-0.492769,42.2942,0.999377,-0.00374324,-0.0343071,-0.00738,-0.00204911,-0.00164894,0.0116304
666.64,0.0151233,0.00622723,0.00782543,-0.577069,0.0602764,-10.0044,24.0561,-0.0661381,42.3958,0.999378,-0.00366609,-0.034276,-0.00738155,-0.00201186,-0.00164879,0.01167
666.65,0.0157042,0.00564356,0.0125443,-0.646369,-0.00274094,-9.95187,23.9755,-0.461807,42.6778,0.99938,-0.0035909,-0.0342455,-0.00738311,-0.0019992,-0.00161403,0.0117178
666.66,0.0114949,0.003511,0.0114879,-0.515273,0.0391958,-10.0635,24.1339,-0.177387,42.8269,0.999381,-0.00351777,-0.0342157,-0.00738467,-0.00199844,-0.00164317,0.0117824
666.67,0.0104918,0.00558706,0.0101949,-0.576029,0.0822375,-9.99312,23.668,0.969639,42.3042,0.999382,-0.0034468,-0.0341867,-0.00738624,-0.00202221,-0.00165381,0.0117797
666.68,0.0120235,0.00402817,0.0129862,-0.556217,0.0129049,-10.0316,24.0594,-0.244259,42.7286,0.999383,-0.00337808,-0.0341584,-0.00738782,-0.00202811,-0.00160858,0.0118505
666.69,0.012182,0.00379744,0.00997404,-0.628823,0.046894,-9.93,23.7562,-0.518216,43.8083,0.999385,-0.00331171,-0.0341308,-0.00738941,-0.00199269,-0.00171324,0.01189
666.7,0.0105544,0.00491909,0.0105216,-0.64194,-0.0271277,-10.0098,23.7744,-0.269998,42.4483,0.999386,-0.00324779,-0.034104,-0.00739102,-0.00197808,-0.00166223,0.011925
666.71,0.0109624,0.00385251,0.00871653,-0.633788,-0.0330692,-10.0236,23.8802,-0.0533541,42.6442,0.999387,-0.0031864,-0.034078,-0.00739265,-0.00199898,-0.00171443,0.0119063
666.72,0.00727494,0.0022584,0.00945406,-0.579989,-0.00655214,-9.95826,23.516,-0.345202,42.9642,0.999388,-0.00312762,-0.0340527,-0.00739431,-0.00200396,-0.00168832,0.0118758
666.73,0.00848908,0.00548622,0.0113109,-0.613013,-0.00246716,-9.9657,24.2382,-1.11525,41.6748,0.999389,-0.00307154,-0.0340283,-0.00739599,-0.0020792,-0.00167986,0.0119709
666.74,0.00883016,0.00478624,0.0106645,-0.614448,0.0575362,-9.97571,22.9992,-0.548884,41.7586,0.99939,-0.00301823,-0.0340047,-0.00739769,-0.00211344,-0.00168115,0.0119304
666.75,0.00871849,0.00382327,0.012428,-0.709717,0.0123165,-10.03,23.8905,-0.599377,42.7194,0.999391,-0.00296779,-0.0339819,-0.00739943,-0.00207835,-0.00164848,0.0119915
666.76,0.00638603,0.00165176,0.0116951,-0.679853,-0.0230963,-9.9486,22.8777,0.877345,41.7646,0.999392,-0.00292027,-0.03396,-0.0074012,-0.00208548,-0.00165575,0.0120167
666.77,0.00736573,0.00104304,0.0117233,-0.557941,-0.00216139,-9.95169,23.3052,-0.798692,41.8677,0.999392,-0.00287575,-0.0339389,-0.007403,-0.00200773,-0.00168518,0.0119591
666.78,0.00423007,0.00252285,0.0118612,-0.664564,0.0603929,-9.93918,24.2751,-0.465149,43.2303,0.999393,-0.00283429,-0.0339187,-0.00740483,-0.00206123,-0.00171269,0.0119501
666.79,0.00593661,0.00221963,0.0105202,-0.602271,0.0677673,-9.78382,23.6448,-0.570972,42.0724,0.999394,-0.00279596,-0.0338994,-0.00740671,-0.00206649,-0.00169044,0.0119394
666.8,0.00419443,0.00174465,0.0135742,-0.652054,0.177451,-9.93784,23.1916,0.0961348,42.0342,0.999395,-0.00276083,-0.033881,-0.00740862,-0.00206166,-0.00167602,0.011927
666.81,0.00549878,0.00223963,0.0094182,-0.627671,0.0188052,-9.93582,23.0466,-0.290199,42.4371,0.999395,-0.00272893,-0.0338635,-0.00741058,-0.00203978,-0.0016778,0.0119342
666.82,0.00454308,0.00155179,0.00927415,-0.574576,0.0201864,-9.93291,24.511,0.561401,42.1449,0.999396,-0.00270034,-0.033847,-0.00741257,-0.00203891,-0.0017055,0.0119444
666.83,0.00297858,0.00112557,0.0122571,-0.693636,0.0552478,-9.97663,23.3113,0.436482,42.8701,0.999396,-0.00267509,-0.0338313,-0.00741461,-0.00200809,-0.00171311,0.0119617
666.84,0.00304073,0.000287509,0.010401,-0.605445,0.0335735,-9.90664,23.2746,-0.350554,42.1663,0.999397,-0.00265323,-0.0338167,-0.0074167,-0.00201889,-0.00173092,0.0119486
666.85,0.00200957,0.00327987,0.00927059,-0.601932,-0.0290885,-9.72944,22.9128,-0.397466,42.6436,0.999398,-0.00263481,-0.033803,-0.00741883,-0.00198852,-0.0017045,0.0120159
666.86,9.53801e-05,-0.000949235,0.00906555,-0.652834,-0.122689,-9.86356,22.7656,-0.524989,41.977,0.999398,-0.00261987,-0.0337902,-0.00742101,-0.00198989,-0.00167823,0.0120627
666.87,-0.00179837,-0.00215159,0.00827324,-0.627631,-0.0537865,-9.85084,23.4998,-0.203634,42.7609,0.999398,-0.00260842,-0.0337785,-0.00742324,-0.00202538,-0.00171484,0.0120168
666.88,-0.00163661,0.000699779,0.00935099,-0.628169,-0.0211618,-9.79956,23.6437,0.154906,41.2838,0.999399,-0.00260052,-0.0337677,-0.00742552,-0.00200859,-0.00175112,0.0120269
666.89,-0.00316492,-0.000576462,0.00901024,-0.572668,-0.013977,-9.77557,23.6899,0.547114,42.7305,0.999399,-0.00259618,-0.0337579,-0.00742785,-0.00194673,-0.00171699,0.0119449
666.9,0.000348675,0.00112418,0.0130945,-0.660077,0.0125215,-9.85655,23.0963,-0.515992,41.9909,0.999399,-0.00259542,-0.0337492,-0.00743022,-0.00197362,-0.00177541,0.0119288
666.91,-0.00378817,-0.00117005,0.0101023,-0.669212,-0.0355464,-9.76028,23.0319,-0.148787,42.0487,0.9994,-0.00259827,-0.0337414,-0.00743265,-0.00196773,-0.0017912,0.0119241
666.92,-0.00594479,-0.00190417,0.0122919,-0.711614,0.0496094,-9.77429,22.8062,-0.25142,41.0628,0.9994,-0.00260474,-0.0337347,-0.00743513,-0.00199426,-0.00170649,0.0118881
666.93,-0.00446165,-0.000434353,0.0135977,-0.709849,-0.00481747,-9.83302,23.3465,0.62596,43.2616,0.9994,-0.00261484,-0.0337291,-0.00743767,-0.00203254,-0.00177366,0.0119284
666.94,-0.00486305,-0.0010128,0.014714,-0.615799,-0.098561,-9.90226,23.0067,0.216574,42.2333,0.9994,-0.00262858,-0.0337245,-0.00744025,-0.00204816,-0.00172777,0.0119017
666.95,-0.00771163,-0.00197467,0.0102251,-0.655184,0.0868857,-9.761,23.9892,-0.858299,41.8304,0.9994,-0.00264596,-0.0337209,-0.00744289,-0.00204431,-0.00170714,0.0118832
666.96,-0.00434102,-0.00120064,0.0138317,-0.604271,0.0302164,-9.74366,23.449,-0.0836032,41.7689,0.9994,-0.00266697,-0.0337184,-0.00744558,-0.0020589,-0.00174624,0.0118688
666.97,-0.00744834,-0.00234964,0.0142121,-0.687912,0.016575,-9.75606,23.7014,0.395138,42.154,0.9994,-0.00269162,-0.033717,-0.00744832,-0.00203253,-0.00172468,0.0118702
666.98,-0.00641429,0.00434108,0.0118907,-0.693406,0.0208727,-9.78733,23.9594,-0.503987,42.8972,0.9994,-0.00271989,-0.0337166,-0.00745111,-0.00197538,-0.00174915,0.0118602
666.99,-0.00797451,-0.00400309,0.0121408,-0.628455,0.0923751,-9.61538,23.6322,-0.824934,42.7777,0.9994,-0.00275177,-0.0337173,-0.00745396,-0.00203115,-0.0017334,0.0118403
667,-0.00846923,-0.000727024,0.0108553,-0.613278,0.101266,-9.75465,22.9958,-0.529456,42.4718,0.9994,-0.00278725,-0.0337191,-0.00745685,-0.0020302,-0.00173805,0.0118393
667.01,-0.0119314,-0.0019721,0.0119009,-0.572387,-0.0495513,-9.71577,22.939,-0.0193673,42.3362,0.999399,-0.0028263,-0.033722,-0.0074598,-0.00198581,-0.0017739,0.0119523
667.02,-0.0128307,-0.000649271,0.0158178,-0.594404,0.0486933,-9.72348,23.886,-0.474643,43.0779,0.999399,-0.0028689,-0.033726,-0.00746279,-0.00199704,-0.00173373,0.0119631
667.03,-0.0123637,-0.00436339,0.0109341,-0.719679,0.0929961,-9.74496,23.159,-0.0613978,41.727,0.999399,-0.00291501,-0.0337311,-0.00746584,-0.00196303,-0.0017685,0.0120219
667.04,-0.0134026,-0.000356304,0.00954002,-0.696063,0.0710272,-9.76782,23.1616,0.0486894,41.4412,0.999398,-0.00296461,-0.0337373,-0.00746893,-0.0019536,-0.00177883,0.0120101
667.05,-0.0148417,-0.00489816,0.00846737,-0.611384,-0.0329693,-9.62831,23.1659,0.789903,42.6786,0.999398,-0.00301766,-0.0337446,-0.00747207,-0.00182977,-0.00176154,0.0120107
667.06,-0.0119186,-0.00372074,0.0127268,-0.529762,0.0139828,-9.84538,24.1755,-0.403876,41.4767,0.999398,-0.00307412,-0.0337531,-0.00747526,-0.00189049,-0.0016743,0.0120114
667.07,-0.0137519,-0.00419767,0.0122358,-0.635366,0.0189243,-9.64434,23.9032,0.660265,42.2776,0.999397,-0.00313395,-0.0337626,-0.00747849,-0.00194949,-0.00165077,0.0120163
667.08,-0.0127578,-0.00593219,0.00979796,-0.630156,-0.00660439,-9.65191,23.7406,0.534279,42.2248,0.999396,-0.00319709,-0.0337733,-0.00748176,-0.00197206,-0.00159812,0.0119783
667.09,-0.0148035,-0.00533789,0.0118982,-0.521991,0.0214882,-9.69148,23.501,0.531826,41.8739,0.999396,-0.00326349,-0.0337851,-0.00748507,-0.00197977,-0.00158872,0.0119936
667.1,-0.0158646,-0.00555622,0.011515,-0.665013,-0.00253215,-9.64974,23.4035,0.119202,42.249,0.999395,-0.00333311,-0.033798,-0.00748843,-0.00198842,-0.0015444,0.0119412
667.11,-0.0148804,-0.00518409,0.0116503,-0.719514,0.115761,-9.68502,23.0858,-0.223222,42.9466,0.999394,-0.00340587,-0.033812,-0.00749182,-0.0020165,-0.00152941,0.0118989
667.12,-0.016902,-0.00294843,0.0111405,-0.683336,0.0544971,-9.58344,23.8333,0.31747,42.2833,0.999394,-0.00348173,-0.0338272,-0.00749525,-0.00199554,-0.0014508,0.0119408
667.13,-0.0194897,-0.00675626,0.0107558,-0.550105,0.0355582,-9.61836,23.1423,-0.114765,41.8193,0.999393,-0.0035606,-0.0338434,-0.00749872,-0.00195231,-0.00142962,0.0119287
667.14,-0.0197162,-0.00858375,0.0115697,-0.682113,0.129967,-9.60702,23.8014,-0.26614,41.4615,0.999392,-0.00364243,-0.0338609,-0.00750222,-0.00192409,-0.00145429,0.0119083
667.15,-0.0218634,-0.00400977,0.0106087,-0.574557,0.0918069,-9.59201,22.9971,0.583917,43.2172,0.999391,-0.00372714,-0.0338794,-0.00750575,-0.0018863,-0.00141525,0.0119602
667.16,-0.0206783,-0.00682358,0.0171367,-0.665526,-0.0212244,-9.56225,23.1888,0.0175353,43.0538,0.99939,-0.00381465,-0.0338991,-0.00750931,-0.00190566,-0.00145195,0.0119098
667.17,-0.0210812,-0.00580601,0.0094821,-0.64396,0.0577275,-9.60432,23.9572,-0.317563,42.0148,0.999389,-0.00390489,-0.0339199,-0.00751289,-0.00191266,-0.00144879,0.0118117
667.18,-0.0197576,-0.00469855,0.0110679,-0.641455,0.000668776,-9.587,24.0307,-0.247557,42.3978,0.999388,-0.00399778,-0.0339418,-0.0075165,-0.00193998,-0.00143956,0.0117882
667.19,-0.0206105,-0.00774075,0.0100684,-0.632793,0.0604313,-9.55364,23.7328,-0.695414,42.1296,0.999386,-0.00409322,-0.0339648,-0.00752014,-0.0019271,-0.00149267,0.0117712
667.2,-0.0168361,-0.00601501,0.0113035,-0.669301,0.0360682,-9.61763,23.8759,-0.74042,42.4527,0.999385,-0.00419113,-0.033989,-0.00752379,-0.00190165,-0.00144215,0.011752
667.21,-0.0234786,-0.00840807,0.0131074,-0.695368,-0.0201245,-9.56594,24.4152,0.22028,42.2183,0.999384,-0.00429143,-0.0340142,-0.00752746,-0.00186273,-0.00145144,0.0117459
667.22,-0.0234712,-0.0062785,0.0107135,-0.61656,0.0539253,-9.55831,23.7692,-0.543554,41.4107,0.999382,-0.004394,-0.0340406,-0.00753114,-0.00189139,-0.00150643,0.0116766
667.23,-0.0232557,-0.00961114,0.0117499,-0.72243,0.0874095,-9.51278,23.7243,0.0543508,42.5953,0.999381,-0.00449877,-0.0340682,-0.00753484,-0.00181373,-0.00150902,0.0116611
667.24,-0.0247625,-0.00819198,0.00950596,-0.764823,0.0967945,-9.55502,23.4581,-0.337657,42.4279,0.999379,-0.00460563,-0.0340968,-0.00753854,-0.00183464,-0.00149794,0.0116297
667.25,-0.0226634,-0.00947854,0.0153861,-0.645161,-0.0198294,-9.57403,23.1758,-0.0518443,41.5563,0.999378,-0.00471448,-0.0341265,-0.00754225,-0.00185491,-0.00152191,0.0116488
667.26,-0.0213054,-0.00825446,0.0113251,-0.656877,-0.0410938,-9.52037,23.3462,-0.0668021,42.3894,0.999376,-0.00482521,-0.0341573,-0.00754596,-0.00188598,-0.00161157,0.0116521
667.27,-0.0254084,-0.00920111,0.0128706,-0.650858,0.0207692,-9.55498,23.4041,0.360178,43.6423,0.999375,-0.00493772,-0.0341892,-0.00754967,-0.00188411,-0.00165233,0.0116272
667.28,-0.0269859,-0.00773887,0.0127888,-0.716073,0.0910875,-9.41822,22.8354,-0.0835205,42.4393,0.999373,-0.00505191,-0.0342222,-0.00755338,-0.00191033,-0.00161795,0.0117212
667.29,-0.0238737,-0.00750943,0.0119786,-0.72596,0.0621683,-9.54688,23.7763,-0.23786,41.9796,0.999371,-0.00516765,-0.0342563,-0.00755708,-0.00184348,-0.00160506,0.0117267
667.3,-0.0252376,-0.0111831,0.0114888,-0.57615,0.0877591,-9.45368,23.6539,-0.329822,41.8428,0.999369,-0.00528484,-0.0342915,-0.00756077,-0.00186397,-0.00158447,0.0117928
667.31,-0.0236708,-0.00984896,0.0112559,-0.745781,0.0525456,-9.42237,23.9035,-0.962192,41.6209,0.999367,-0.00540337,-0.0343277,-0.00756445,-0.00183323,-0.00163851,0.0117899
667.32,-0.0309795,-0.00811445,0.0122915,-0.647063,0.0827349,-9.41188,23.4987,-1.50829,42.4133,0.999365,-0.00552311,-0.0343651,-0.00756811,-0.00185169,-0.00164041,0.0117745
667.33,-0.0268052,-0.0111633,0.0124413,-0.682909,0.00444502,-9.42197,23.6682,-1.01611,42.4255,0.999363,-0.00564396,-0.0344034,-0.00757175,-0.00184377,-0.00167732,0.0118011
667.34,-0.0250274,-0.00834884,0.0117028,-0.719155,0.0740884,-9.49866,23.2118,-0.176367,42.597,0.999361,-0.00576579,-0.0344428,-0.00757536,-0.00179391,-0.00168994,0.0117951
667.35,-0.0238826,-0.0129979,0.0104586,-0.727962,0.0960069,-9.3808,23.4867,-0.317036,41.5573,0.999359,-0.00588848,-0.0344833,-0.00757895,-0.00175129,-0.00162788,0.0117054
667.36,-0.0253647,-0.0136666,0.0112545,-0.706477,0.0810149,-9.44746,23.514,-0.917078,42.3447,0.999357,-0.00601191,-0.0345248,-0.00758251,-0.00170042,-0.00163564,0.0117561
667.37,-0.0243156,-0.00839086,0.0115579,-0.685877,0.119554,-9.40192,23.9009,-0.884178,42.8384,0.999355,-0.00613595,-0.0345673,-0.00758603,-0.00171769,-0.00163302,0.0117208
667.38,-0.0287451,-0.0102101,0.0108232,-0.60488,0.15897,-9.37375,22.623,-0.664729,42.4196,0.999352,-0.00626049,-0.0346109,-0.00758951,-0.00171807,-0.0017123,0.0117711
667.39,-0.0220978,-0.0120515,0.0131028,-0.651084,0.140509,-9.37174,23.3405,-0.527339,42.0377,0.99935,-0.0063854,-0.0346554,-0.00759294,-0.00169738,-0.00174493,0.011733
667.4,-0.029166,-0.0112127,0.0108687,-0.709282,0.134324,-9.31205,22.5651,-0.657132,42.1298,0.999348,-0.00651055,-0.034701,-0.00759633,-0.00172153,-0.00176997,0.0117125
667.41,-0.0268391,-0.0102558,0.0123456,-0.739,0.133527,-9.38295,23.8348,0.210475,42.0589,0.999345,-0.00663582,-0.0347475,-0.00759967,-0.00168503,-0.00179081,0.0117051
667.42,-0.0250232,-0.0110807,0.0100576,-0.634441,0.18478,-9.34973,23.1418,-0.429085,41.1748,0.999343,-0.00676108,-0.034795,-0.00760295,-0.00172263,-0.00185051,0.0117606
667.43,-0.0262543,-0.0138336,0.0094181,-0.722281,0.0411123,-9.30448,23.8015,-1.00359,41.5923,0.99934,-0.0068862,-0.0348435,-0.00760618,-0.00168926,-0.00188045,0.0117667
667.44,-0.0270999,-0.0106388,0.012947,-0.682643,0.146624,-9.35436,23.4879,0.12488,41.8143,0.999337,-0.00701106,-0.0348929,-0.00760934,-0.00168559,-0.00185756,0.0117596
667.45,-0.0235917,-0.0120928,0.0134012,-0.676087,0.133154,-9.26751,23.4078,-0.0341517,41.9456,0.999335,-0.00713552,-0.0349433,-0.00761243,-0.00163275,-0.00180656,0.0117597
667.46,-0.0258432,-0.0100682,0.0139705,-0.646849,0.0941444,-9.43058,23.9408,-0.660692,42.1188,0.999332,-0.00725947,-0.0349946,-0.00761545,-0.00165007,-0.0017819,0.0118085
667.47,-0.0272429,-0.0148152,0.0112302,-0.617937,0.184689,-9.44005,23.5085,0.170585,41.5443,0.999329,-0.00738277,-0.0350468,-0.00761839,-0.00159292,-0.00182929,0.0118572
667.48,-0.0266874,-0.0145441,0.0101121,-0.72582,0.15612,-9.40381,22.94,0.132229,43.3493,0.999327,-0.00750529,-0.0351,-0.00762126,-0.00164391,-0.00189328,0.0118067
667.49,-0.026772,-0.0113625,0.0113557,-0.702709,0.0926976,-9.29337,23.2851,-0.975456,42.0674,0.999324,-0.00762691,-0.035154,-0.00762403,-0.00165883,-0.00190895,0.0117698
667.5,-0.0250941,-0.0133406,0.0135594,-0.661062,0.14696,-9.2682,23.6002,-0.799766,41.7639,0.999321,-0.00774751,-0.0352089,-0.00762672,-0.0017255,-0.00193116,0.0117645
667.51,-0.0228346,-0.0101558,0.0110584,-0.677921,0.0572629,-9.28181,24.2649,-0.27314,42.2159,0.999318,-0.00786695,-0.0352647,-0.00762931,-0.00179592,-0.00189062,0.011849
667.52,-0.0236027,-0.0148986,0.0167318,-0.677549,0.105451,-9.19151,23.7147,-0.503171,41.9332,0.999315,-0.00798512,-0.0353213,-0.00763181,-0.00182329,-0.00190964,0.0118816
667.53,-0.0254633,-0.0149051,0.0134169,-0.709199,0.176505,-9.30115,24.0238,-0.717242,41.7113,0.999312,-0.00810188,-0.0353788,-0.0076342,-0.00187612,-0.00190839,0.0119429
667.54,-0.0237421,-0.0114888,0.0119739,-0.712146,0.22086,-9.27839,24.0517,-0.257249,42.6147,0.999309,-0.00821712,-0.0354371,-0.00763649,-0.00188098,-0.00193073,0.0119037
667.55,-0.0248009,-0.0133526,0.00904921,-0.710484,0.0911182,-9.29998,23.6999,-0.599296,40.8454,0.999306,-0.00833071,-0.0354962,-0.00763866,-0.00187605,-0.00192164,0.0118274
667.56,-0.0228334,-0.0179527,0.0118527,-0.692087,0.144979,-9.22963,23.3222,0.125677,42.1228,0.999303,-0.00844253,-0.0355561,-0.00764072,-0.00188286,-0.00190669,0.0118626
667.57,-0.0250272,-0.0145237,0.0106437,-0.693683,0.149205,-9.25012,24.0876,-0.647171,41.7407,0.9993,-0.00855246,-0.0356167,-0.00764266,-0.00189827,-0.00190075,0.0118064
667.58,-0.0211964,-0.0144594,0.012614,-0.746496,0.138753,-9.23414,23.8789,-0.238659,41.4469,0.999297,-0.00866038,-0.0356782,-0.00764447,-0.00187111,-0.00186826,0.0117603
667.59,-0.0215969,-0.0139818,0.014421,-0.77035,0.185264,-9.21787,23.8886,0.197398,41.8284,0.999293,-0.00876618,-0.0357404,-0.00764616,-0.00186911,-0.00186732,0.0117583
667.6,-0.0219416,-0.0129674,0.00850721,-0.784381,0.15542,-9.32359,23.9888,-0.408743,42.4929,0.99929,-0.00886974,-0.0358033,-0.00764771,-0.00191347,-0.00189737,0.0117344
667.61,-0.0201698,-0.0119504,0.0133302,-0.638385,0.173589,-9.20807,23.7486,0.44173,42.9369,0.999287,-0.00897096,-0.0358669,-0.00764912,-0.00193475,-0.00188502,0.0116728
