t,gx,gy,gz,ax,ay,az,mx,my,mz,qw,qx,qy,qz,bgx,bgy,bgz
244.19,-0.007395,-0.00859735,0.00932197,0.364384,-0.0555765,-9.45907,11.3065,16.4088,44.0832,-0.906715,-0.0242408,-0.0124028,0.420864,0.00622193,-0.00224372,0.00302608
244.2,-0.00175791,-0.0101867,0.00917439,0.364498,-0.0222416,-9.55727,12.0733,16.6645,44.713,-0.906732,-0.0241865,-0.0123913,0.42083,0.00622407,-0.00223058,0.00307422
244.21,-0.00183332,-0.00797134,0.0109872,0.541731,0.0593674,-9.49082,11.2488,17.1708,43.9724,-0.906749,-0.0241355,-0.0123774,0.420797,0.00624409,-0.00223146,0.00309586
244.22,0.00145581,-0.00955876,0.0107567,0.41199,0.0339465,-9.39689,11.3558,16.5657,43.9139,-0.906766,-0.0240876,-0.0123612,0.420763,0.00617955,-0.00222332,0.00312027
244.23,-0.000888642,-0.0071787,0.012211,0.457478,-0.0235997,-9.48299,11.6095,16.1114,43.1461,-0.906783,-0.0240428,-0.0123426,0.420731,0.00620211,-0.00223197,0.00310071
244.24,-0.00270407,-0.00859355,0.00840285,0.424666,0.0771629,-9.5415,12.0182,16.7966,44.115,-0.9068,-0.024001,-0.0123219,0.420698,0.00616755,-0.0022604,0.00304578
244.25,-0.000253911,-0.00863182,0.0117732,0.423325,0.0325106,-9.42851,11.4643,16.4392,44.5598,-0.906816,-0.0239621,-0.0122989,0.420665,0.00617799,-0.00226672,0.00301123
244.26,0.000611699,-0.00852759,0.00821661,0.406857,-0.0824997,-9.46999,12.2608,17.2038,44.1751,-0.906832,-0.023926,-0.0122739,0.420633,0.00619131,-0.00220261,0.00300704
244.27,0.00317994,-0.00975164,0.0110571,0.290629,0.0471551,-9.53981,11.7504,16.1821,43.2155,-0.906848,-0.0238926,-0.0122468,0.420601,0.00618958,-0.00217894,0.00305482
244.28,0.00226241,-0.00882935,0.0116938,0.364552,-0.144308,-9.4051,11.1911,16.1575,43.4254,-0.906864,-0.0238619,-0.0122177,0.42057,0.00622657,-0.00215395,0.0030944
244.29,0.00213053,-0.0117483,0.00935142,0.424784,-0.00222321,-9.44485,12.0096,16.7909,43.8057,-0.90688,-0.0238337,-0.0121867,0.420538,0.00626751,-0.00215413,0.00301953
244.3,0.00309993,-0.0109178,0.00962609,0.380707,-0.0123029,-9.50116,11.7466,17.4142,43.5865,-0.906896,-0.023808,-0.0121539,0.420507,0.00621474,-0.00216794,0.00302311
244.31,0.00499842,-0.0150221,0.0116067,0.410134,-0.0228779,-9.53363,11.7968,16.6422,43.9038,-0.906911,-0.0237846,-0.0121192,0.420476,0.00617275,-0.00215198,0.003037
244.32,0.00449188,-0.00893543,0.0103424,0.427943,-0.0291062,-9.47345,11.3491,16.5776,43.6703,-0.906926,-0.0237635,-0.0120828,0.420445,0.00614878,-0.00213789,0.00301162
244.33,0.00526504,-0.0121428,0.00653056,0.48536,-0.0254044,-9.40566,10.7258,16.4448,42.389,-0.906942,-0.0237445,-0.0120448,0.420414,0.00613591,-0.00215597,0.00301965
244.34,0.00622958,-0.00765854,0.0104532,0.405209,-0.0322417,-9.27049,11.9131,15.9742,42.9537,-0.906957,-0.0237276,-0.0120051,0.420384,0.00613236,-0.00213348,0.00307817
244.35,0.00740451,-0.00914316,0.0102208,0.465331,0.0107643,-9.40693,12.6653,16.682,43.8876,-0.906971,-0.0237125,-0.011964,0.420354,0.00613417,-0.00213052,0.00313951
244.36,0.00753561,-0.0111079,0.00858008,0.402353,-0.153326,-9.40213,12.1333,16.3615,43.5481,-0.906986,-0.0236993,-0.0119214,0.420324,0.00615077,-0.0021689,0.00309305
244.37,0.00825182,-0.0139534,0.00642464,0.460855,-0.0498412,-9.35159,11.1762,16.7174,42.6775,-0.907001,-0.0236879,-0.0118774,0.420294,0.00612865,-0.00214581,0.00307038
244.38,0.00553453,-0.00999216,0.0119805,0.414573,-0.0548592,-9.3495,12.0914,16.649,43.6597,-0.907015,-0.023678,-0.0118321,0.420265,0.00613923,-0.00209653,0.00303083
244.39,0.00802612,-0.0132577,0.0094285,0.3909,-0.0411555,-9.40316,12.0838,16.8599,44.1785,-0.90703,-0.0236697,-0.0117855,0.420235,0.00605679,-0.00215298,0.00303734
244.4,0.00717361,-0.010112,0.0110367,0.380585,-0.0602359,-9.4026,11.5457,16.2426,43.7831,-0.907044,-0.0236627,-0.0117378,0.420206,0.00602155,-0.00223066,0.00301165
244.41,0.00850675,-0.0103466,0.00999955,0.434978,-0.00432768,-9.38758,11.207,16.4268,43.7775,-0.907058,-0.0236571,-0.011689,0.420177,0.00599067,-0.00220965,0.0030516
244.42,0.0135022,-0.0173116,0.00870196,0.450597,0.0350243,-9.38389,11.7831,16.4629,43.5196,-0.907072,-0.0236526,-0.0116392,0.420149,0.00598849,-0.00220273,0.00304597
244.43,0.00816006,-0.0120944,0.0101085,0.39329,-0.0214743,-9.23924,12.0951,17.2991,44.6881,-0.907086,-0.0236492,-0.0115884,0.42012,0.00598836,-0.00224784,0.00303638
244.44,0.00810402,-0.0122642,0.00923232,0.351101,-0.0683867,-9.30678,11.0065,17.1086,43.497,-0.9071,-0.0236468,-0.0115367,0.420092,0.0060745,-0.00218844,0.00309111
244.45,0.00564354,-0.0146345,0.00737622,0.369321,-0.0300919,-9.4043,11.4993,16.8525,43.5322,-0.907114,-0.0236452,-0.0114843,0.420064,0.00606967,-0.00225155,0.00310806
244.46,0.0100314,-0.00685333,0.00901824,0.332698,0.0219062,-9.40165,11.84,16.4759,44.5953,-0.907128,-0.0236443,-0.0114311,0.420036,0.00608048,-0.0022352,0.00312082
244.47,0.0106008,-0.0128281,0.0106845,0.440701,-0.0338236,-9.38749,11.7581,16.607,43.7657,-0.907141,-0.0236441,-0.0113772,0.420008,0.00609007,-0.00221776,0.00315328
244.48,0.00974209,-0.0128175,0.00943466,0.443965,-0.00647133,-9.35643,11.521,17.0427,43.2274,-0.907155,-0.0236443,-0.0113228,0.41998,0.00614645,-0.00223375,0.00310058
244.49,0.0117435,-0.012455,0.00949293,0.39244,-0.10759,-9.23164,12.1658,17.0489,43.7656,-0.907168,-0.023645,-0.0112679,0.419953,0.006106,-0.0022171,0.00311771
244.5,0.00883843,-0.0150248,0.00828619,0.398961,-0.12931,-9.35299,12.8907,16.9165,43.029,-0.907181,-0.023646,-0.0112125,0.419926,0.00602775,-0.00219409,0.00313805
244.51,0.00727358,-0.0101716,0.00850767,0.438043,-0.0505892,-9.31342,11.5536,15.4346,43.4948,-0.907194,-0.0236472,-0.0111568,0.419898,0.0059312,-0.00215445,0.00310762
244.52,0.00913473,-0.0116505,0.00875246,0.485624,-0.0566315,-9.27947,10.354,16.3975,44.8005,-0.907207,-0.0236485,-0.0111008,0.419872,0.00594926,-0.00217333,0.00310137
244.53,0.0122407,-0.00967535,0.00971108,0.422616,-0.106067,-9.3898,11.333,16.772,44.3043,-0.907221,-0.0236497,-0.0110446,0.419845,0.00593125,-0.00213132,0.0030993
244.54,0.0106328,-0.0142634,0.0102351,0.375163,-0.102163,-9.30842,11.4583,17.036,43.8667,-0.907233,-0.0236508,-0.0109883,0.419818,0.00594066,-0.00212892,0.0030659
244.55,0.0110435,-0.0138238,0.00751135,0.368264,-0.0755462,-9.332,11.269,15.7807,42.9035,-0.907246,-0.0236516,-0.0109319,0.419792,0.00592063,-0.00209858,0.00308207
244.56,0.0137525,-0.0135961,0.0109585,0.479936,-0.0279885,-9.35174,12.2379,16.8431,43.2962,-0.907259,-0.0236522,-0.0108755,0.419765,0.00593416,-0.00203687,0.00308917
244.57,0.0145056,-0.00904731,0.00647392,0.32096,-0.107035,-9.33353,11.2382,16.5398,44.2482,-0.907272,-0.0236522,-0.0108192,0.419739,0.00599877,-0.00206394,0.00307726
244.58,0.0129769,-0.0115188,0.00832118,0.356278,-0.14336,-9.40671,12.05,16.3245,44.0764,-0.907285,-0.0236517,-0.010763,0.419713,0.00602968,-0.00212255,0.00306284
244.59,0.0113946,-0.0130587,0.00964037,0.369539,-0.0773648,-9.27757,11.7242,16.956,44.606,-0.907297,-0.0236506,-0.010707,0.419688,0.00603513,-0.00220209,0.00305818
244.6,0.013357,-0.0117154,0.00923729,0.402022,-0.119043,-9.2784,11.3424,16.595,43.761,-0.90731,-0.0236487,-0.0106514,0.419662,0.00608112,-0.00226909,0.00306715
244.61,0.00928542,-0.0152486,0.0110743,0.325373,-0.0858902,-9.28973,12.2551,17.3659,44.2696,-0.907322,-0.023646,-0.0105961,0.419636,0.00607298,-0.00228632,0.00304235
244.62,0.0111333,-0.0101184,0.00797888,0.358441,0.00931458,-9.30147,11.5583,17.5733,44.1101,-0.907335,-0.0236423,-0.0105412,0.419611,0.00607582,-0.00233037,0.00302256
244.63,0.0104609,-0.0113152,0.0114306,0.369221,-0.0604827,-9.31557,11.1869,16.2624,43.2216,-0.907347,-0.0236376,-0.0104868,0.419586,0.00608181,-0.00233555,0.00305581
244.64,0.00982688,-0.010446,0.0116209,0.36239,-0.0816651,-9.35673,11.921,16.3688,43.6755,-0.90736,-0.0236318,-0.010433,0.419561,0.00611762,-0.00233778,0.00304562
244.65,0.0106474,-0.0116344,0.0096687,0.450117,-0.10793,-9.30054,11.3664,16.5642,42.8765,-0.907372,-0.0236247,-0.0103798,0.419536,0.00608743,-0.00235991,0.00303738
244.66,0.00935194,-0.0110068,0.00751907,0.435217,-0.0721709,-9.29143,11.6442,16.4424,44.2075,-0.907384,-0.0236163,-0.0103274,0.419511,0.00609822,-0.0024255,0.0030322
244.67,0.00565424,-0.0106006,0.00974082,0.398465,-0.0988644,-9.35722,11.3418,16.6632,43.8672,-0.907397,-0.0236066,-0.0102756,0.419486,0.00607839,-0.00241008,0.00300913
244.68,0.00753738,-0.0119866,0.0106012,0.450036,-0.0937137,-9.21375,11.9001,17.4728,43.8302,-0.907409,-0.0235953,-0.0102247,0.419462,0.00608987,-0.00235913,0.00299787
244.69,0.00544356,-0.0129492,0.00796997,0.35245,-0.139636,-9.42276,11.8282,17.2219,43.9431,-0.907421,-0.0235825,-0.0101747,0.419437,0.00611868,-0.00236422,0.00297133
244.7,0.00824507,-0.0127259,0.00752454,0.335352,-0.0512162,-9.34602,12.5802,16.7956,44.2534,-0.907433,-0.0235681,-0.0101256,0.419413,0.006145,-0.00230647,0.002989
244.71,0.00622016,-0.0121263,0.00377838,0.376355,-0.0830762,-9.27388,10.7888,16.4916,43.8777,-0.907445,-0.0235519,-0.0100775,0.419389,0.00610707,-0.00240153,0.00294033
244.72,0.00619631,-0.0103935,0.00932723,0.264069,-0.0758857,-9.36803,11.636,17.0052,42.9946,-0.907457,-0.023534,-0.0100305,0.419365,0.00611633,-0.00244813,0.00291284
244.73,0.00489375,-0.013556,0.00933946,0.387834,-0.184395,-9.3308,12.4751,17.0513,44.1313,-0.907469,-0.0235142,-0.00998457,0.419341,0.00617884,-0.00240219,0.00293381
244.74,0.00459695,-0.0142548,0.00900779,0.453785,-0.122535,-9.34097,10.8121,17.1774,42.8485,-0.907481,-0.0234924,-0.00993983,0.419317,0.00618363,-0.00242116,0.00290306
244.75,0.0027392,-0.0128828,0.0102434,0.401055,-0.173953,-9.42367,11.5777,17.3264,43.2364,-0.907493,-0.0234687,-0.00989631,0.419293,0.0061338,-0.00241635,0.00288932
244.76,0.00680601,-0.0113022,0.00624919,0.367766,-0.0923377,-9.25989,11.183,16.9382,43.6288,-0.907505,-0.0234429,-0.00985407,0.41927,0.00615327,-0.00239451,0.00289251
244.77,0.00489255,-0.00768348,0.00922672,0.367509,-0.114187,-9.33389,10.9064,16.0237,43.9271,-0.907517,-0.023415,-0.00981316,0.419247,0.00615431,-0.00238342,0.00292186
244.78,0.00385863,-0.0122461,0.00719352,0.269501,-0.13845,-9.28963,13.2147,17.0055,43.6362,-0.907529,-0.0233849,-0.00977363,0.419223,0.00624433,-0.00243528,0.00294052
244.79,0.00187696,-0.0115398,0.0114971,0.385548,-0.107221,-9.37869,12.1783,16.5958,43.3285,-0.907541,-0.0233526,-0.00973552,0.4192,0.00624007,-0.00240162,0.00293982
244.8,0.00267167,-0.00945846,0.00867878,0.411477,-0.183571,-9.38094,10.4843,16.96,45.2109,-0.907553,-0.023318,-0.00969889,0.419177,0.00627241,-0.00247071,0.00294991
244.81,0.0018478,-0.00965525,0.00544919,0.303983,-0.143283,-9.30314,12.0493,17.3772,44.2891,-0.907565,-0.0232811,-0.00966377,0.419154,0.00626286,-0.00243806,0.00296551
244.82,0.00356914,-0.012588,0.0111315,0.369799,-0.140746,-9.32763,11.7339,16.4154,44.4172,-0.907577,-0.0232418,-0.00963021,0.419131,0.0062111,-0.00249738,0.00288894
244.83,-0.0005643,-0.00995302,0.00519088,0.543009,-0.165238,-9.38945,11.6797,17.3966,43.6977,-0.907589,-0.0232001,-0.00959826,0.419108,0.00622469,-0.00250486,0.00290528
244.84,0.000971049,-0.0116374,0.00742153,0.34696,-0.0502328,-9.28884,12.4237,17.2892,42.9587,-0.907601,-0.023156,-0.00956794,0.419086,0.00624134,-0.00249561,0.00295799
244.85,-0.00298469,-0.0109537,0.00599295,0.315578,-0.125894,-9.43407,11.7468,15.6043,43.4415,-0.907613,-0.0231094,-0.0095393,0.419063,0.00623942,-0.00243479,0.00298774
244.86,-0.00282102,-0.0122643,0.0091655,0.414448,-0.173682,-9.40749,11.7205,15.8632,42.9227,-0.907625,-0.0230602,-0.00951238,0.419041,0.00621722,-0.00245037,0.0029686
244.87,0.00137189,-0.0136325,0.00883779,0.479508,-0.0667941,-9.3753,11.7765,17.9366,43.3554,-0.907637,-0.0230085,-0.00948722,0.419019,0.00617205,-0.00249632,0.00301365
244.88,-0.00249269,-0.0110032,0.0081491,0.342366,-0.158724,-9.3481,11.5155,17.1458,44.6259,-0.907648,-0.0229542,-0.00946383,0.418996,0.00616916,-0.00243474,0.00297401
244.89,-0.00316111,-0.0126475,0.00988776,0.411355,-0.122361,-9.43288,12.2808,16.2539,43.9654,-0.90766,-0.0228974,-0.00944226,0.418974,0.00617375,-0.00251135,0.00300043
244.9,-0.00573488,-0.0123832,0.00817877,0.359756,-0.0932328,-9.45991,11.9963,16.7295,43.4431,-0.907672,-0.0228379,-0.00942253,0.418952,0.00609709,-0.00253929,0.00300738
244.91,-0.00178442,-0.011691,0.007253,0.398382,-0.206554,-9.45949,11.2332,17.0895,43.3426,-0.907684,-0.0227758,-0.00940467,0.41893,0.00606997,-0.00258443,0.00294663
244.92,-0.00297038,-0.0120793,0.00724127,0.325289,-0.0690473,-9.41797,11.4134,17.1019,44.1409,-0.907696,-0.0227111,-0.00938871,0.418909,0.00610877,-0.00255904,0.00298131
244.93,-0.007356,-0.00931794,0.00468849,0.427292,-0.197075,-9.38519,12.0837,16.247,44.5524,-0.907708,-0.0226438,-0.00937467,0.418887,0.00609297,-0.0025613,0.0029512
244.94,-0.00741095,-0.0113783,0.00751976,0.383202,-0.207717,-9.42165,12.0768,17.9428,43.6675,-0.907719,-0.0225738,-0.00936257,0.418865,0.00610365,-0.00258436,0.00295447
244.95,-0.00740726,-0.00919417,0.00730122,0.381022,-0.14643,-9.49846,12.0158,16.881,43.5232,-0.907731,-0.0225011,-0.00935244,0.418844,0.00609095,-0.00251098,0.00295385
244.96,-0.0093829,-0.0117311,0.00836485,0.310981,-0.166267,-9.40234,12.5704,15.9193,43.369,-0.907743,-0.0224259,-0.00934428,0.418823,0.00610284,-0.00249748,0.00296461
244.97,-0.0073322,-0.0094079,0.00607258,0.368338,-0.186442,-9.43328,12.3723,16.5506,44.221,-0.907755,-0.0223479,-0.00933812,0.418801,0.00601349,-0.00248986,0.00291387
244.98,-0.00552363,-0.00949858,0.0116815,0.380386,-0.0718977,-9.42261,12.4878,15.6948,43.2287,-0.907767,-0.0222674,-0.00933397,0.41878,0.00605548,-0.00246486,0.0029458
244.99,-0.0108504,-0.00663103,0.00716536,0.401457,-0.182984,-9.38936,11.0254,17.1704,43.9777,-0.907778,-0.0221843,-0.00933184,0.418759,0.00606181,-0.00247009,0.00294799
245,-0.0112725,-0.00994179,0.00534031,0.354523,-0.161132,-9.43173,11.5399,16.5569,43.4898,-0.90779,-0.0220985,-0.00933175,0.418738,0.00604679,-0.00246601,0.00295574
245.01,-0.010594,-0.0114736,0.00851254,0.349345,-0.133208,-9.41607,11.4821,16.6735,44.2083,-0.907802,-0.0220103,-0.00933369,0.418717,0.00600941,-0.00248365,0.00295968
245.02,-0.0133438,-0.00989526,0.0070739,0.330343,-0.208785,-9.49189,11.5136,15.7866,42.8926,-0.907814,-0.0219194,-0.00933769,0.418696,0.00600375,-0.00247421,0.00292761
245.03,-0.0118708,-0.00949027,0.00622635,0.313698,-0.0311939,-9.47545,11.3229,17.2318,42.9312,-0.907825,-0.0218261,-0.00934374,0.418676,0.00599191,-0.00243104,0.00285246
245.04,-0.0130397,-0.00418988,0.00592822,0.342457,-0.150659,-9.49399,11.7414,17.06,42.7314,-0.907837,-0.0217302,-0.00935184,0.418655,0.00604048,-0.00238927,0.00284687
245.05,-0.0131312,-0.00703803,0.00643463,0.35609,-0.10375,-9.48371,11.1353,17.0348,43.6093,-0.907849,-0.021632,-0.009362,0.418635,0.00601642,-0.00239616,0.00290353
245.06,-0.0140783,-0.0111761,0.00623097,0.388603,-0.0680444,-9.39401,12.2276,17.4877,43.0898,-0.907861,-0.0215313,-0.00937422,0.418614,0.00605698,-0.00235115,0.0029206
245.07,-0.0131857,-0.0123845,0.00768215,0.368592,-0.154066,-9.56946,11.4185,16.3214,43.4902,-0.907872,-0.0214282,-0.00938849,0.418594,0.00607286,-0.00239562,0.00290393
245.08,-0.0131953,-0.00617078,0.00410108,0.335539,-0.0572165,-9.50881,11.8633,16.6309,43.7505,-0.907884,-0.0213228,-0.00940481,0.418574,0.00602771,-0.00243036,0.00292977
245.09,-0.0134775,-0.0073853,0.00979987,0.251648,-0.115419,-9.62566,12.2418,16.6353,44.4658,-0.907895,-0.0212151,-0.00942317,0.418553,0.00605005,-0.00242951,0.00293202
245.1,-0.0180792,-0.00895111,0.00606796,0.294445,-0.14505,-9.63668,12.0153,17.3955,44.6651,-0.907907,-0.0211053,-0.00944357,0.418533,0.00607688,-0.00247019,0.00297939
245.11,-0.0155171,-0.00745268,0.00872723,0.369885,-0.101067,-9.58255,11.7438,16.027,43.4463,-0.907919,-0.0209932,-0.00946599,0.418513,0.00608808,-0.00246065,0.00300018
245.12,-0.0178741,-0.00502898,0.00693803,0.373715,-0.146331,-9.5901,11.9563,16.5526,43.8834,-0.90793,-0.020879,-0.00949042,0.418493,0.00608471,-0.00252787,0.00303254
245.13,-0.0159946,-0.006668,0.00781743,0.30398,-0.157385,-9.55044,13.0786,17.0076,42.674,-0.907942,-0.0207628,-0.00951686,0.418474,0.00609401,-0.00251,0.00297782
245.14,-0.0181564,-0.00591191,0.00819431,0.20229,-0.205608,-9.65439,12.1783,16.993,43.8639,-0.907953,-0.0206446,-0.00954527,0.418454,0.00620663,-0.00248058,0.00296508
245.15,-0.0206312,-0.00587546,0.00404945,0.436121,-0.1401,-9.6162,11.5994,15.8116,43.0441,-0.907965,-0.0205245,-0.00957566,0.418434,0.00622976,-0.00243087,0.00297122
245.16,-0.0201808,-0.00612992,0.00568733,0.353634,-0.0905037,-9.62457,12.0319,16.142,43.8743,-0.907976,-0.0204025,-0.00960799,0.418415,0.00621944,-0.00247664,0.00300737
245.17,-0.0221298,-0.00386924,0.00797033,0.172594,-0.183751,-9.65781,12.0208,16.5476,43.6792,-0.907987,-0.0202787,-0.00964225,0.418395,0.0062538,-0.0024531,0.00301072
245.18,-0.0203989,-0.00609953,0.00618734,0.412341,-0.0643111,-9.65007,11.9486,16.8846,43.1812,-0.907999,-0.0201533,-0.00967841,0.418376,0.00625462,-0.00245058,0.00299188
245.19,-0.020246,-0.00630294,0.00666032,0.341984,-0.0599412,-9.68388,12.1322,15.9525,43.3995,-0.90801,-0.0200262,-0.00971646,0.418357,0.0062469,-0.00252055,0.00300953
245.2,-0.0171684,-0.00496753,0.00783895,0.215873,-0.149906,-9.71427,10.985,15.6191,43.4316,-0.908021,-0.0198975,-0.00975637,0.418337,0.00626653,-0.00252285,0.0029709
245.21,-0.0212455,-0.00471276,0.00832357,0.410442,-0.107925,-9.62385,11.3125,16.9688,45.0922,-0.908033,-0.0197674,-0.0097981,0.418318,0.00627273,-0.00252522,0.0029467
245.22,-0.0196927,-0.00397441,0.00412234,0.387036,-0.0487853,-9.61829,12.7014,16.3813,43.7271,-0.908044,-0.0196359,-0.00984164,0.418299,0.00624625,-0.00247924,0.00294518
245.23,-0.0218215,-0.00434105,0.00547608,0.357377,-0.178646,-9.65574,12.6266,16.8774,43.5796,-0.908055,-0.0195031,-0.00988696,0.41828,0.00622032,-0.00247246,0.0029765
245.24,-0.0198486,-0.00637852,0.00482083,0.361647,-0.0941466,-9.71177,11.9247,15.7484,43.9414,-0.908066,-0.0193691,-0.00993401,0.418261,0.00623959,-0.00247913,0.00298648
245.25,-0.0213188,-0.00334444,0.00731879,0.312031,-0.0879567,-9.72668,11.5163,15.9341,44.3249,-0.908077,-0.019234,-0.00998278,0.418242,0.00622864,-0.0025576,0.00296976
245.26,-0.0199323,-0.00594476,0.0058367,0.44515,-0.0990129,-9.6819,11.575,16.853,43.9109,-0.908088,-0.0190978,-0.0100332,0.418224,0.00624895,-0.00253936,0.00295751
245.27,-0.0214444,-0.00526244,0.0042782,0.291855,-0.0974583,-9.75346,11.1265,15.7082,43.3965,-0.908099,-0.0189608,-0.0100853,0.418205,0.00632721,-0.00250847,0.00296671
245.28,-0.022239,-0.0034173,0.00835886,0.372228,-0.179529,-9.75708,11.6728,16.2477,43.6459,-0.90811,-0.0188229,-0.010139,0.418186,0.00636395,-0.00249414,0.00291909
245.29,-0.0238629,-0.00296676,0.00585431,0.219501,-0.140103,-9.83949,11.8203,16.3024,43.0179,-0.90812,-0.0186842,-0.0101943,0.418168,0.0064064,-0.00255594,0.0029332
245.3,-0.0245295,-0.00539008,0.00655602,0.468942,-0.0552997,-9.83806,12.3956,15.9541,43.7376,-0.908131,-0.018545,-0.010251,0.418149,0.00642569,-0.00258976,0.00293011
245.31,-0.0217944,-0.0028001,0.00300537,0.331207,-0.0538195,-9.70241,12.0703,16.1312,43.2549,-0.908142,-0.0184052,-0.0103093,0.418131,0.00644555,-0.00255225,0.00291526
245.32,-0.0246753,-0.00153065,0.00886974,0.372092,-0.133179,-9.76224,12.1238,17.1735,43.6123,-0.908152,-0.018265,-0.010369,0.418113,0.00639651,-0.00246668,0.00292056
245.33,-0.0238628,-0.00369524,0.00931314,0.343674,-0.113803,-9.78892,11.7243,16.1225,43.5421,-0.908163,-0.0181244,-0.0104302,0.418095,0.00638236,-0.0024052,0.00296497
245.34,-0.0215217,-0.000457549,0.00723526,0.393559,-0.108217,-9.85285,11.9897,16.8927,43.8643,-0.908173,-0.0179837,-0.0104927,0.418076,0.00636983,-0.00242756,0.00292224
245.35,-0.0265017,-0.00135752,0.00426968,0.374316,-0.144495,-9.77463,10.7075,16.3683,43.4835,-0.908184,-0.0178428,-0.0105565,0.418058,0.00633221,-0.00237736,0.00294381
245.36,-0.0252985,-0.000140557,0.00463259,0.324361,-0.173601,-9.80619,11.6339,16.4135,43.3707,-0.908194,-0.017702,-0.0106216,0.41804,0.00630845,-0.0023817,0.00295464
245.37,-0.0253707,-0.00224907,0.00810424,0.397133,-0.0934016,-9.83874,12.0314,16.4132,44.2214,-0.908204,-0.0175612,-0.0106879,0.418022,0.00631779,-0.0023515,0.00288759
245.38,-0.0241382,0.00155956,0.00439349,0.212907,-0.0934779,-9.79947,13.4418,16.2125,43.8873,-0.908214,-0.0174207,-0.0107554,0.418005,0.0063654,-0.00231436,0.00288027
245.39,-0.0249318,-0.00239779,0.00297459,0.351198,-0.0512466,-9.85005,11.8637,15.3136,44.1848,-0.908224,-0.0172805,-0.010824,0.417987,0.0063623,-0.00229373,0.00284815
245.4,-0.0241521,-7.04959e-05,0.0069313,0.381332,-0.0694103,-9.83794,11.4921,15.9033,44.5059,-0.908234,-0.0171407,-0.0108938,0.417969,0.00632987,-0.00231534,0.00286094
245.41,-0.0222224,-0.00331127,0.007509,0.420289,-0.0692251,-9.8632,11.617,15.7981,43.6982,-0.908244,-0.0170015,-0.0109645,0.417951,0.00635772,-0.00229867,0.00282852
245.42,-0.0202838,-0.00269919,0.00801812,0.293829,-0.119946,-9.87171,11.3679,16.4106,44.5416,-0.908254,-0.0168629,-0.0110363,0.417934,0.00636969,-0.0022587,0.00281035
245.43,-0.0277399,0.00332355,0.00421451,0.352668,-0.0232678,-9.81815,11.2331,16.8818,44.7197,-0.908264,-0.0167252,-0.011109,0.417916,0.00638182,-0.00226945,0.00276254
245.44,-0.0268352,-0.000668397,0.00711652,0.338841,-0.0699528,-9.86967,11.4769,17.3669,44.3604,-0.908273,-0.0165883,-0.0111826,0.417899,0.00636722,-0.00225829,0.00274903
245.45,-0.0231936,-0.00129772,0.00475091,0.396495,-0.0346715,-9.82688,11.7934,15.7333,44.1697,-0.908283,-0.0164524,-0.011257,0.417882,0.00639908,-0.00230235,0.00275633
245.46,-0.0235612,-0.00119772,0.00863521,0.401087,-0.0757188,-9.86272,11.291,16.2613,43.8008,-0.908292,-0.0163176,-0.0113322,0.417864,0.00643183,-0.0023241,0.00281129
245.47,-0.0199072,0.000590731,0.006843,0.321274,-0.0297588,-9.84005,11.9471,15.7385,43.7684,-0.908302,-0.016184,-0.0114082,0.417847,0.00642754,-0.00235439,0.00279388
245.48,-0.0254824,0.00239714,0.00720025,0.335084,-0.0159026,-9.84954,12.0907,16.1931,44.6074,-0.908311,-0.0160518,-0.0114848,0.41783,0.00641078,-0.00232993,0.00280737
245.49,-0.0231526,0.00359409,0.00660591,0.36987,-0.0464466,-9.90941,12.0123,15.8428,44.2624,-0.90832,-0.015921,-0.0115621,0.417813,0.00638356,-0.00232711,0.0028171
245.5,-0.0280118,-0.000432093,0.00591303,0.378447,-0.0427967,-9.91112,11.74,17.6733,44.5997,-0.908329,-0.0157917,-0.0116399,0.417796,0.00638122,-0.00234337,0.00285675
245.51,-0.0234234,-0.00275797,0.00548081,0.272604,-0.00808073,-9.9192,12.7003,16.3502,44.8508,-0.908338,-0.0156642,-0.0117183,0.417779,0.00636808,-0.00231593,0.00287687
245.52,-0.0268057,0.00409299,0.00316147,0.343219,-0.0121063,-9.85401,12.0696,17.4583,43.7714,-0.908347,-0.0155384,-0.0117971,0.417762,0.00628732,-0.00233614,0.00282936
245.53,-0.02186,0.00192784,0.00552842,0.387099,-0.0792745,-9.86384,12.0478,16.2813,44.7136,-0.908356,-0.0154144,-0.0118764,0.417746,0.00628723,-0.00237816,0.00283124
245.54,-0.0191348,0.00225597,0.00660516,0.391585,-0.0649935,-9.95372,12.3336,16.4375,43.2433,-0.908364,-0.0152925,-0.0119561,0.417729,0.0062479,-0.00235373,0.00285312
245.55,-0.0235645,0.00497685,0.00501135,0.338043,0.0016858,-9.97964,12.9247,16.5077,43.8349,-0.908373,-0.0151727,-0.0120361,0.417713,0.00626339,-0.00236039,0.00285067
245.56,-0.020592,0.00333701,0.00405887,0.377553,0.0869392,-10.034,11.1373,15.4222,44.8924,-0.908381,-0.015055,-0.0121163,0.417696,0.00621957,-0.00241455,0.00290203
245.57,-0.0211952,0.00426616,0.00401636,0.369647,-0.0145941,-9.97126,11.4586,16.0052,44.5196,-0.90839,-0.0149397,-0.0121968,0.41768,0.0062306,-0.00239797,0.00294726
245.58,-0.0230334,0.00250734,0.00591263,0.314746,-0.0688372,-9.88649,12.492,15.9792,43.6494,-0.908398,-0.0148267,-0.0122774,0.417663,0.00626653,-0.002387,0.0029323
