t,i,v,soc,x_surf,y_surf,T
0.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
1.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
2.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
3.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
4.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
5.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
6.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
7.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
8.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
9.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
10.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
11.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
12.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
13.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
14.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
15.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
16.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
17.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
18.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
19.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
20.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
21.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
22.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
23.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
24.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
25.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
26.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
27.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
28.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
29.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
30.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
31.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
32.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
33.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
34.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
35.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
36.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
37.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
38.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
39.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
40.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
41.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
42.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
43.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
44.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
45.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
46.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
47.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
48.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
49.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
50.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
51.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
52.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
53.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
54.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
55.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
56.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
57.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
58.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
59.0,0.00,4.180938,1.000000,0.901400,0.270000,25.000
60.0,5.00,4.117118,1.000000,0.901400,0.270000,25.000
61.0,5.00,4.114341,0.999722,0.899825,0.273257,25.006
62.0,5.00,4.112007,0.999444,0.899154,0.274098,25.011
63.0,5.00,4.109991,0.999167,0.898611,0.274832,25.017
64.0,5.00,4.108206,0.998889,0.898137,0.275489,25.023
65.0,5.00,4.106594,0.998611,0.897705,0.276089,25.029
66.0,5.00,4.105117,0.998333,0.897304,0.276644,25.036
67.0,5.00,4.103747,0.998056,0.896926,0.277163,25.042
68.0,5.00,4.102467,0.997778,0.896566,0.277654,25.048
69.0,5.00,4.101261,0.997500,0.896220,0.278121,25.054
70.0,5.00,4.100119,0.997222,0.895887,0.278567,25.060
71.0,5.00,4.099033,0.996944,0.895564,0.278995,25.066
72.0,5.00,4.097995,0.996667,0.895249,0.279408,25.073
73.0,5.00,4.097000,0.996389,0.894942,0.279807,25.079
74.0,5.00,4.096045,0.996111,0.894641,0.280194,25.085
75.0,5.00,4.095124,0.995833,0.894346,0.280570,25.091
76.0,5.00,4.094236,0.995556,0.894057,0.280936,25.098
77.0,5.00,4.093377,0.995278,0.893771,0.281293,25.104
78.0,5.00,4.092545,0.995000,0.893490,0.281642,25.110
79.0,5.00,4.091738,0.994722,0.893213,0.281984,25.116
80.0,5.00,4.090954,0.994444,0.892938,0.282318,25.123
81.0,5.00,4.090192,0.994167,0.892667,0.282646,25.129
82.0,5.00,4.089450,0.993889,0.892399,0.282968,25.135
83.0,5.00,4.088728,0.993611,0.892133,0.283284,25.141
84.0,5.00,4.088023,0.993333,0.891869,0.283595,25.147
85.0,5.00,4.087336,0.993056,0.891607,0.283901,25.154
86.0,5.00,4.086665,0.992778,0.891347,0.284202,25.160
87.0,5.00,4.086009,0.992500,0.891089,0.284499,25.166
88.0,5.00,4.085367,0.992222,0.890833,0.284792,25.172
89.0,5.00,4.084740,0.991944,0.890578,0.285081,25.178
90.0,5.00,4.084125,0.991667,0.890324,0.285367,25.184
91.0,5.00,4.083524,0.991389,0.890072,0.285648,25.190
92.0,5.00,4.082934,0.991111,0.889820,0.285927,25.197
93.0,5.00,4.082357,0.990833,0.889570,0.286202,25.203
94.0,5.00,4.081790,0.990556,0.889321,0.286474,25.209
95.0,5.00,4.081235,0.990278,0.889073,0.286743,25.215
96.0,5.00,4.080689,0.990000,0.888825,0.287010,25.221
97.0,5.00,4.080154,0.989722,0.888578,0.287274,25.227
98.0,5.00,4.079629,0.989444,0.888332,0.287535,25.233
99.0,5.00,4.079113,0.989167,0.888087,0.287794,25.239
100.0,5.00,4.078606,0.988889,0.887842,0.288050,25.244
101.0,5.00,4.078108,0.988611,0.887598,0.288304,25.250
102.0,5.00,4.077618,0.988333,0.887354,0.288556,25.256
103.0,5.00,4.077136,0.988056,0.887111,0.288806,25.262
104.0,5.00,4.076663,0.987778,0.886868,0.289054,25.268
105.0,5.00,4.076198,0.987500,0.886626,0.289300,25.274
106.0,5.00,4.075740,0.987222,0.886384,0.289544,25.279
107.0,5.00,4.075289,0.986944,0.886142,0.289787,25.285
108.0,5.00,4.074846,0.986667,0.885900,0.290027,25.291
109.0,5.00,4.074409,0.986389,0.885659,0.290266,25.296
110.0,5.00,4.073980,0.986111,0.885419,0.290503,25.302
111.0,5.00,4.073557,0.985833,0.885178,0.290739,25.308
112.0,5.00,4.073140,0.985556,0.884938,0.290973,25.313
113.0,5.00,4.072730,0.985278,0.884698,0.291205,25.319
114.0,5.00,4.072326,0.985000,0.884458,0.291436,25.324
115.0,5.00,4.071929,0.984722,0.884218,0.291666,25.330
116.0,5.00,4.071537,0.984444,0.883979,0.291894,25.335
117.0,5.00,4.071151,0.984167,0.883739,0.292121,25.341
118.0,5.00,4.070770,0.983889,0.883500,0.292347,25.346
119.0,5.00,4.070395,0.983611,0.883261,0.292571,25.352
120.0,5.00,4.070026,0.983333,0.883022,0.292794,25.357
121.0,5.00,4.069662,0.983056,0.882783,0.293016,25.362
122.0,5.00,4.069303,0.982778,0.882544,0.293237,25.368
123.0,5.00,4.068949,0.982500,0.882306,0.293457,25.373
124.0,5.00,4.068601,0.982222,0.882067,0.293676,25.378
125.0,5.00,4.068257,0.981944,0.881828,0.293893,25.384
126.0,5.00,4.067918,0.981667,0.881590,0.294110,25.389
127.0,5.00,4.067584,0.981389,0.881352,0.294325,25.394
128.0,5.00,4.067254,0.981111,0.881113,0.294540,25.399
129.0,5.00,4.066929,0.980833,0.880875,0.294753,25.404
130.0,5.00,4.066609,0.980556,0.880637,0.294966,25.409
131.0,5.00,4.066293,0.980278,0.880399,0.295177,25.414
132.0,5.00,4.065981,0.980000,0.880161,0.295388,25.419
133.0,5.00,4.065674,0.979722,0.879923,0.295598,25.424
134.0,5.00,4.065371,0.979444,0.879685,0.295807,25.429
135.0,5.00,4.065072,0.979167,0.879447,0.296015,25.434
136.0,5.00,4.064777,0.978889,0.879209,0.296223,25.439
137.0,5.00,4.064486,0.978611,0.878971,0.296429,25.444
138.0,5.00,4.064199,0.978333,0.878733,0.296635,25.449
139.0,5.00,4.063916,0.978056,0.878495,0.296840,25.454
140.0,5.00,4.063636,0.977778,0.878257,0.297044,25.458
141.0,5.00,4.063361,0.977500,0.878020,0.297248,25.463
142.0,5.00,4.063089,0.977222,0.877782,0.297451,25.468
143.0,5.00,4.062821,0.976944,0.877544,0.297653,25.473
144.0,5.00,4.062556,0.976667,0.877306,0.297854,25.477
145.0,5.00,4.062295,0.976389,0.877068,0.298055,25.482
146.0,5.00,4.062037,0.976111,0.876831,0.298255,25.486
147.0,5.00,4.061783,0.975833,0.876593,0.298454,25.491
148.0,5.00,4.061532,0.975556,0.876355,0.298653,25.496
149.0,5.00,4.061285,0.975278,0.876118,0.298851,25.500
150.0,5.00,4.061041,0.975000,0.875880,0.299049,25.505
151.0,5.00,4.060800,0.974722,0.875642,0.299246,25.509
152.0,5.00,4.060562,0.974444,0.875404,0.299442,25.513
153.0,5.00,4.060328,0.974167,0.875167,0.299638,25.518
154.0,5.00,4.060096,0.973889,0.874929,0.299833,25.522
155.0,5.00,4.059868,0.973611,0.874691,0.300028,25.526
156.0,5.00,4.059643,0.973333,0.874454,0.300222,25.531
157.0,5.00,4.059421,0.973056,0.874216,0.300415,25.535
158.0,5.00,4.059201,0.972778,0.873978,0.300608,25.539
159.0,5.00,4.058985,0.972500,0.873741,0.300801,25.543
160.0,5.00,4.058771,0.972222,0.873503,0.300993,25.548
161.0,5.00,4.058560,0.971944,0.873265,0.301184,25.552
162.0,5.00,4.058353,0.971667,0.873028,0.301375,25.556
163.0,5.00,4.058147,0.971389,0.872790,0.301566,25.560
164.0,5.00,4.057945,0.971111,0.872552,0.301756,25.564
165.0,5.00,4.057745,0.970833,0.872315,0.301946,25.568
166.0,5.00,4.057548,0.970556,0.872077,0.302135,25.572
167.0,5.00,4.057354,0.970278,0.871839,0.302324,25.576
168.0,5.00,4.057162,0.970000,0.871602,0.302512,25.580
169.0,5.00,4.056973,0.969722,0.871364,0.302700,25.584
170.0,5.00,4.056786,0.969444,0.871126,0.302887,25.588
171.0,5.00,4.056602,0.969167,0.870889,0.303074,25.591
172.0,5.00,4.056420,0.968889,0.870651,0.303261,25.595
173.0,5.00,4.056240,0.968611,0.870413,0.303447,25.599
174.0,5.00,4.056063,0.968333,0.870175,0.303633,25.603
175.0,5.00,4.055889,0.968056,0.869938,0.303819,25.607
176.0,5.00,4.055717,0.967778,0.869700,0.304004,25.610
177.0,5.00,4.055547,0.967500,0.869462,0.304188,25.614
178.0,5.00,4.055379,0.967222,0.869225,0.304373,25.618
179.0,5.00,4.055214,0.966944,0.868987,0.304557,25.621
180.0,5.00,4.055051,0.966667,0.868749,0.304740,25.625
181.0,5.00,4.054890,0.966389,0.868511,0.304923,25.628
182.0,5.00,4.054731,0.966111,0.868274,0.305106,25.632
183.0,5.00,4.054574,0.965833,0.868036,0.305289,25.635
184.0,5.00,4.054420,0.965556,0.867798,0.305471,25.639
185.0,5.00,4.054267,0.965278,0.867560,0.305653,25.642
186.0,5.00,4.054117,0.965000,0.867323,0.305835,25.646
187.0,5.00,4.053969,0.964722,0.867085,0.306016,25.649
188.0,5.00,4.053822,0.964444,0.866847,0.306197,25.652
189.0,5.00,4.053678,0.964167,0.866609,0.306377,25.656
190.0,5.00,4.053536,0.963889,0.866372,0.306558,25.659
191.0,5.00,4.053395,0.963611,0.866134,0.306738,25.662
192.0,5.00,4.053257,0.963333,0.865896,0.306918,25.665
193.0,5.00,4.053120,0.963056,0.865658,0.307097,25.669
194.0,5.00,4.052986,0.962778,0.865421,0.307276,25.672
195.0,5.00,4.052853,0.962500,0.865183,0.307455,25.675
196.0,5.00,4.052722,0.962222,0.864945,0.307634,25.678
197.0,5.00,4.052593,0.961944,0.864707,0.307812,25.681
198.0,5.00,4.052465,0.961667,0.864469,0.307990,25.684
199.0,5.00,4.052340,0.961389,0.864232,0.308168,25.687
200.0,5.00,4.052216,0.961111,0.863994,0.308345,25.690
201.0,5.00,4.052093,0.960833,0.863756,0.308523,25.693
202.0,5.00,4.051973,0.960556,0.863518,0.308700,25.696
203.0,5.00,4.051854,0.960278,0.863280,0.308877,25.699
204.0,5.00,4.051737,0.960000,0.863043,0.309053,25.702
205.0,5.00,4.051621,0.959722,0.862805,0.309229,25.705
206.0,5.00,4.051507,0.959444,0.862567,0.309405,25.708
207.0,5.00,4.051395,0.959167,0.862329,0.309581,25.711
208.0,5.00,4.051284,0.958889,0.862091,0.309757,25.714
209.0,5.00,4.051175,0.958611,0.861853,0.309932,25.717
210.0,5.00,4.051067,0.958333,0.861616,0.310107,25.719
211.0,5.00,4.050961,0.958056,0.861378,0.310282,25.722
212.0,5.00,4.050856,0.957778,0.861140,0.310457,25.725
213.0,5.00,4.050752,0.957500,0.860902,0.310631,25.728
214.0,5.00,4.050651,0.957222,0.860664,0.310806,25.730
215.0,5.00,4.050550,0.956944,0.860426,0.310980,25.733
216.0,5.00,4.050451,0.956667,0.860188,0.311154,25.735
217.0,5.00,4.050353,0.956389,0.859951,0.311327,25.738
218.0,5.00,4.050257,0.956111,0.859713,0.311501,25.741
219.0,5.00,4.050162,0.955833,0.859475,0.311674,25.743
220.0,5.00,4.050068,0.955556,0.859237,0.311847,25.746
221.0,5.00,4.049976,0.955278,0.858999,0.312020,25.748
222.0,5.00,4.049885,0.955000,0.858761,0.312193,25.751
223.0,5.00,4.049795,0.954722,0.858523,0.312365,25.753
224.0,5.00,4.049706,0.954444,0.858285,0.312537,25.756
225.0,5.00,4.049619,0.954167,0.858047,0.312710,25.758
226.0,5.00,4.049533,0.953889,0.857810,0.312882,25.760
227.0,5.00,4.049448,0.953611,0.857572,0.313053,25.763
228.0,5.00,4.049364,0.953333,0.857334,0.313225,25.765
229.0,5.00,4.049282,0.953056,0.857096,0.313396,25.767
230.0,5.00,4.049200,0.952778,0.856858,0.313568,25.770
231.0,5.00,4.049120,0.952500,0.856620,0.313739,25.772
232.0,5.00,4.049040,0.952222,0.856382,0.313910,25.774
233.0,5.00,4.048962,0.951944,0.856144,0.314081,25.777
234.0,5.00,4.048885,0.951667,0.855906,0.314251,25.779
235.0,5.00,4.048809,0.951389,0.855668,0.314422,25.781
236.0,5.00,4.048734,0.951111,0.855430,0.314592,25.783
237.0,5.00,4.048660,0.950833,0.855192,0.314762,25.785
238.0,5.00,4.048587,0.950556,0.854954,0.314932,25.787
239.0,5.00,4.048515,0.950278,0.854716,0.315102,25.789
240.0,5.00,4.048444,0.950000,0.854478,0.315272,25.792
241.0,5.00,4.048374,0.949722,0.854240,0.315441,25.794
242.0,5.00,4.048305,0.949444,0.854002,0.315611,25.796
243.0,5.00,4.048236,0.949167,0.853764,0.315780,25.798
244.0,5.00,4.048169,0.948889,0.853526,0.315949,25.800
245.0,5.00,4.048103,0.948611,0.853288,0.316118,25.802
246.0,5.00,4.048037,0.948333,0.853051,0.316287,25.804
247.0,5.00,4.047972,0.948056,0.852813,0.316456,25.806
248.0,5.00,4.047908,0.947778,0.852575,0.316625,25.808
249.0,5.00,4.047845,0.947500,0.852337,0.316793,25.809
250.0,5.00,4.047783,0.947222,0.852099,0.316961,25.811
251.0,5.00,4.047721,0.946944,0.851861,0.317130,25.813
252.0,5.00,4.047660,0.946667,0.851623,0.317298,25.815
253.0,5.00,4.047600,0.946389,0.851385,0.317466,25.817
254.0,5.00,4.047541,0.946111,0.851147,0.317634,25.819
255.0,5.00,4.047482,0.945833,0.850908,0.317802,25.820
256.0,5.00,4.047425,0.945556,0.850670,0.317969,25.822
257.0,5.00,4.047367,0.945278,0.850432,0.318137,25.824
258.0,5.00,4.047311,0.945000,0.850194,0.318304,25.826
259.0,5.00,4.047255,0.944722,0.849956,0.318471,25.827
260.0,5.00,4.047200,0.944444,0.849718,0.318639,25.829
261.0,5.00,4.047145,0.944167,0.849480,0.318806,25.831
262.0,5.00,4.047091,0.943889,0.849242,0.318973,25.832
263.0,5.00,4.047038,0.943611,0.849004,0.319140,25.834
264.0,5.00,4.046985,0.943333,0.848766,0.319306,25.836
265.0,5.00,4.046933,0.943056,0.848528,0.319473,25.837
266.0,5.00,4.046881,0.942778,0.848290,0.319640,25.839
267.0,5.00,4.046830,0.942500,0.848052,0.319806,25.841
268.0,5.00,4.046779,0.942222,0.847814,0.319972,25.842
269.0,5.00,4.046729,0.941944,0.847576,0.320139,25.844
270.0,5.00,4.046680,0.941667,0.847338,0.320305,25.845
271.0,5.00,4.046631,0.941389,0.847100,0.320471,25.847
272.0,5.00,4.046582,0.941111,0.846862,0.320637,25.848
273.0,5.00,4.046534,0.940833,0.846624,0.320803,25.850
274.0,5.00,4.046486,0.940556,0.846386,0.320969,25.851
275.0,5.00,4.046439,0.940278,0.846148,0.321134,25.853
276.0,5.00,4.046392,0.940000,0.845909,0.321300,25.854
277.0,5.00,4.046345,0.939722,0.845671,0.321465,25.855
278.0,5.00,4.046299,0.939444,0.845433,0.321631,25.857
279.0,5.00,4.046253,0.939167,0.845195,0.321796,25.858
280.0,5.00,4.046208,0.938889,0.844957,0.321962,25.860
281.0,5.00,4.046163,0.938611,0.844719,0.322127,25.861
282.0,5.00,4.046118,0.938333,0.844481,0.322292,25.862
283.0,5.00,4.046074,0.938056,0.844243,0.322457,25.864
284.0,5.00,4.046029,0.937778,0.844005,0.322622,25.865
285.0,5.00,4.045986,0.937500,0.843767,0.322787,25.866
286.0,5.00,4.045942,0.937222,0.843529,0.322952,25.868
287.0,5.00,4.045899,0.936944,0.843290,0.323116,25.869
288.0,5.00,4.045855,0.936667,0.843052,0.323281,25.870
289.0,5.00,4.045813,0.936389,0.842814,0.323445,25.871
290.0,5.00,4.045770,0.936111,0.842576,0.323610,25.873
291.0,5.00,4.045728,0.935833,0.842338,0.323774,25.874
292.0,5.00,4.045685,0.935556,0.842100,0.323939,25.875
293.0,5.00,4.045643,0.935278,0.841862,0.324103,25.876
294.0,5.00,4.045601,0.935000,0.841624,0.324267,25.877
295.0,5.00,4.045560,0.934722,0.841386,0.324431,25.879
296.0,5.00,4.045518,0.934444,0.841147,0.324595,25.880
297.0,5.00,4.045477,0.934167,0.840909,0.324759,25.881
298.0,5.00,4.045435,0.933889,0.840671,0.324923,25.882
299.0,5.00,4.045394,0.933611,0.840433,0.325087,25.883
300.0,5.00,4.045353,0.933333,0.840195,0.325251,25.884
301.0,5.00,4.045312,0.933056,0.839957,0.325415,25.885
302.0,5.00,4.045271,0.932778,0.839719,0.325578,25.887
303.0,5.00,4.045230,0.932500,0.839481,0.325742,25.888
304.0,5.00,4.045189,0.932222,0.839242,0.325906,25.889
305.0,5.00,4.045148,0.931944,0.839004,0.326069,25.890
306.0,5.00,4.045107,0.931667,0.838766,0.326233,25.891
307.0,5.00,4.045067,0.931389,0.838528,0.326396,25.892
308.0,5.00,4.045026,0.931111,0.838290,0.326559,25.893
309.0,5.00,4.044985,0.930833,0.838052,0.326723,25.894
310.0,5.00,4.044944,0.930556,0.837813,0.326886,25.895
311.0,5.00,4.044903,0.930278,0.837575,0.327049,25.896
312.0,5.00,4.044862,0.930000,0.837337,0.327212,25.897
313.0,5.00,4.044821,0.929722,0.837099,0.327375,25.898
314.0,5.00,4.044780,0.929444,0.836861,0.327538,25.899
315.0,5.00,4.044739,0.929167,0.836623,0.327701,25.900
316.0,5.00,4.044698,0.928889,0.836385,0.327864,25.901
317.0,5.00,4.044657,0.928611,0.836146,0.328027,25.902
318.0,5.00,4.044615,0.928333,0.835908,0.328190,25.903
319.0,5.00,4.044574,0.928056,0.835670,0.328352,25.903
320.0,5.00,4.044532,0.927778,0.835432,0.328515,25.904
321.0,5.00,4.044490,0.927500,0.835194,0.328678,25.905
322.0,5.00,4.044448,0.927222,0.834956,0.328840,25.906
323.0,5.00,4.044406,0.926944,0.834717,0.329003,25.907
324.0,5.00,4.044363,0.926667,0.834479,0.329165,25.908
325.0,5.00,4.044321,0.926389,0.834241,0.329328,25.909
326.0,5.00,4.044278,0.926111,0.834003,0.329490,25.910
327.0,5.00,4.044235,0.925833,0.833765,0.329652,25.910
328.0,5.00,4.044192,0.925556,0.833526,0.329815,25.911
329.0,5.00,4.044149,0.925278,0.833288,0.329977,25.912
330.0,5.00,4.044105,0.925000,0.833050,0.330139,25.913
331.0,5.00,4.044061,0.924722,0.832812,0.330301,25.914
332.0,5.00,4.044017,0.924444,0.832574,0.330464,25.915
333.0,5.00,4.043973,0.924167,0.832335,0.330626,25.915
334.0,5.00,4.043928,0.923889,0.832097,0.330788,25.916
335.0,5.00,4.043883,0.923611,0.831859,0.330950,25.917
336.0,5.00,4.043838,0.923333,0.831621,0.331112,25.918
337.0,5.00,4.043792,0.923056,0.831383,0.331274,25.918
338.0,5.00,4.043746,0.922778,0.831145,0.331436,25.919
339.0,5.00,4.043700,0.922500,0.830906,0.331597,25.920
340.0,5.00,4.043653,0.922222,0.830668,0.331759,25.921
341.0,5.00,4.043606,0.921944,0.830430,0.331921,25.921
342.0,5.00,4.043559,0.921667,0.830192,0.332083,25.922
343.0,5.00,4.043512,0.921389,0.829954,0.332244,25.923
344.0,5.00,4.043464,0.921111,0.829715,0.332406,25.924
345.0,5.00,4.043415,0.920833,0.829477,0.332568,25.924
346.0,5.00,4.043366,0.920556,0.829239,0.332729,25.925
347.0,5.00,4.043317,0.920278,0.829001,0.332891,25.926
348.0,5.00,4.043268,0.920000,0.828763,0.333052,25.927
349.0,5.00,4.043218,0.919722,0.828524,0.333214,25.927
350.0,5.00,4.043167,0.919444,0.828286,0.333375,25.928
351.0,5.00,4.043117,0.919167,0.828048,0.333537,25.929
352.0,5.00,4.043065,0.918889,0.827810,0.333698,25.929
353.0,5.00,4.043014,0.918611,0.827571,0.333860,25.930
354.0,5.00,4.042961,0.918333,0.827333,0.334021,25.931
355.0,5.00,4.042909,0.918056,0.827095,0.334182,25.931
356.0,5.00,4.042856,0.917778,0.826857,0.334343,25.932
357.0,5.00,4.042802,0.917500,0.826619,0.334505,25.933
358.0,5.00,4.042748,0.917222,0.826380,0.334666,25.933
359.0,5.00,4.042694,0.916944,0.826142,0.334827,25.934
360.0,5.00,4.042639,0.916667,0.825904,0.334988,25.935
361.0,5.00,4.042583,0.916389,0.825666,0.335149,25.935
362.0,5.00,4.042527,0.916111,0.825428,0.335310,25.936
363.0,5.00,4.042470,0.915833,0.825189,0.335471,25.937
364.0,5.00,4.042413,0.915556,0.824951,0.335633,25.937
365.0,5.00,4.042356,0.915278,0.824713,0.335794,25.938
366.0,5.00,4.042297,0.915000,0.824475,0.335954,25.938
367.0,5.00,4.042239,0.914722,0.824236,0.336115,25.939
368.0,5.00,4.042179,0.914444,0.823998,0.336276,25.940
369.0,5.00,4.042120,0.914167,0.823760,0.336437,25.940
370.0,5.00,4.042059,0.913889,0.823522,0.336598,25.941
371.0,5.00,4.041998,0.913611,0.823283,0.336759,25.941
372.0,5.00,4.041936,0.913333,0.823045,0.336920,25.942
373.0,5.00,4.041874,0.913056,0.822807,0.337081,25.943
374.0,5.00,4.041811,0.912778,0.822569,0.337241,25.943
375.0,5.00,4.041748,0.912500,0.822331,0.337402,25.944
376.0,5.00,4.041684,0.912222,0.822092,0.337563,25.944
377.0,5.00,4.041620,0.911944,0.821854,0.337723,25.945
378.0,5.00,4.041554,0.911667,0.821616,0.337884,25.946
379.0,5.00,4.041488,0.911389,0.821378,0.338045,25.946
380.0,5.00,4.041422,0.911111,0.821139,0.338205,25.947
381.0,5.00,4.041355,0.910833,0.820901,0.338366,25.947
382.0,5.00,4.041287,0.910556,0.820663,0.338527,25.948
383.0,5.00,4.041219,0.910278,0.820425,0.338687,25.949
384.0,5.00,4.041150,0.910000,0.820187,0.338848,25.949
385.0,5.00,4.041080,0.909722,0.819948,0.339008,25.950
386.0,5.00,4.041009,0.909444,0.819710,0.339169,25.950
387.0,5.00,4.040938,0.909167,0.819472,0.339329,25.951
388.0,5.00,4.040867,0.908889,0.819234,0.339490,25.951
389.0,5.00,4.040794,0.908611,0.818995,0.339650,25.952
390.0,5.00,4.040721,0.908333,0.818757,0.339810,25.952
391.0,5.00,4.040647,0.908056,0.818519,0.339971,25.953
392.0,5.00,4.040573,0.907778,0.818281,0.340131,25.954
393.0,5.00,4.040498,0.907500,0.818042,0.340292,25.954
394.0,5.00,4.040422,0.907222,0.817804,0.340452,25.955
395.0,5.00,4.040345,0.906944,0.817566,0.340612,25.955
396.0,5.00,4.040268,0.906667,0.817328,0.340772,25.956
397.0,5.00,4.040190,0.906389,0.817089,0.340933,25.956
398.0,5.00,4.040111,0.906111,0.816851,0.341093,25.957
399.0,5.00,4.040031,0.905833,0.816613,0.341253,25.957
400.0,5.00,4.039951,0.905556,0.816375,0.341413,25.958
401.0,5.00,4.039870,0.905278,0.816136,0.341574,25.959
402.0,5.00,4.039788,0.905000,0.815898,0.341734,25.959
403.0,5.00,4.039706,0.904722,0.815660,0.341894,25.960
404.0,5.00,4.039623,0.904444,0.815422,0.342054,25.960
405.0,5.00,4.039539,0.904167,0.815184,0.342214,25.961
406.0,5.00,4.039454,0.903889,0.814945,0.342374,25.961
407.0,5.00,4.039369,0.903611,0.814707,0.342534,25.962
408.0,5.00,4.039282,0.903333,0.814469,0.342694,25.962
409.0,5.00,4.039195,0.903056,0.814231,0.342854,25.963
410.0,5.00,4.039108,0.902778,0.813992,0.343014,25.964
411.0,5.00,4.039019,0.902500,0.813754,0.343175,25.964
412.0,5.00,4.038930,0.902222,0.813516,0.343335,25.965
413.0,5.00,4.038840,0.901944,0.813278,0.343494,25.965
414.0,5.00,4.038749,0.901667,0.813039,0.343654,25.966
415.0,5.00,4.038657,0.901389,0.812801,0.343814,25.966
416.0,5.00,4.038565,0.901111,0.812563,0.343974,25.967
417.0,5.00,4.038472,0.900833,0.812325,0.344134,25.967
418.0,5.00,4.038378,0.900556,0.812086,0.344294,25.968
419.0,5.00,4.038283,0.900278,0.811848,0.344454,25.968
420.0,5.00,4.038187,0.900000,0.811610,0.344614,25.969
421.0,5.00,4.038091,0.899722,0.811372,0.344774,25.970
422.0,5.00,4.037994,0.899444,0.811133,0.344934,25.970
423.0,5.00,4.037896,0.899167,0.810895,0.345094,25.971
424.0,5.00,4.037797,0.898889,0.810657,0.345253,25.971
425.0,5.00,4.037697,0.898611,0.810419,0.345413,25.972
426.0,5.00,4.037597,0.898333,0.810180,0.345573,25.972
427.0,5.00,4.037495,0.898056,0.809942,0.345733,25.973
428.0,5.00,4.037393,0.897778,0.809704,0.345892,25.973
429.0,5.00,4.037290,0.897500,0.809466,0.346052,25.974
430.0,5.00,4.037187,0.897222,0.809228,0.346212,25.975
431.0,5.00,4.037082,0.896944,0.808989,0.346372,25.975
432.0,5.00,4.036977,0.896667,0.808751,0.346531,25.976
433.0,5.00,4.036871,0.896389,0.808513,0.346691,25.976
434.0,5.00,4.036764,0.896111,0.808275,0.346851,25.977
435.0,5.00,4.036656,0.895833,0.808036,0.347010,25.977
