t,i,v,soc,x_surf,y_surf,T
2332.0,0.00,4.006757,0.766667,0.701204,0.403603,25.006
2333.0,0.00,4.006757,0.766667,0.701204,0.403603,25.006
2334.0,0.00,4.006757,0.766667,0.701204,0.403603,25.006
2335.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2336.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2337.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2338.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2339.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2340.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2341.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2342.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2343.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2344.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2345.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2346.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2347.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2348.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2349.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2350.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2351.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2352.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2353.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2354.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2355.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2356.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2357.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2358.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2359.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2360.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2361.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2362.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2363.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2364.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2365.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2366.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2367.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2368.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2369.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2370.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2371.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2372.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2373.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2374.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2375.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2376.0,0.00,4.006757,0.766667,0.701204,0.403603,25.005
2377.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2378.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2379.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2380.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2381.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2382.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2383.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2384.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2385.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2386.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2387.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2388.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2389.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2390.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2391.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2392.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2393.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2394.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2395.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2396.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2397.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2398.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
2399.0,0.00,4.006757,0.766667,0.701204,0.403603,25.004
