t,i_meas,v_meas,T_true,soc_true,soc_est,soc_std,v_pred,soc_lower,soc_upper,capacity_est,capacity_true,v_true
721,8.06,3.483,310.955,0.338824,0.336215,-1,3.47984,nan,nan,nan,4.98243,3.48153
722,7.32,3.487,310.914,0.338395,0.335785,-1,3.48307,nan,nan,nan,4.98243,3.48606
723,5.61,3.5,310.871,0.337993,0.33538,-1,3.49687,nan,nan,nan,4.98242,3.50023
724,4.75,3.512,310.822,0.337703,0.335089,-1,3.50568,nan,nan,nan,4.98241,3.50804
725,5.28,3.507,310.773,0.337426,0.334811,-1,3.50211,nan,nan,nan,4.98241,3.50555
726,5.84,3.499,310.726,0.337117,0.334499,-1,3.49756,nan,nan,nan,4.9824,3.50053
727,5.1,3.503,310.677,0.336825,0.334207,-1,3.50446,nan,nan,nan,4.9824,3.50692
728,5.4,3.508,310.629,0.336534,0.333915,-1,3.50243,nan,nan,nan,4.98239,3.50525
729,4.72,3.51,310.581,0.33626,0.333638,-1,3.50877,nan,nan,nan,4.98239,3.51184
730,5.13,3.509,310.531,0.335999,0.333375,-1,3.50596,nan,nan,nan,4.98238,3.50843
731,3.98,3.518,310.482,0.33574,0.333115,-1,3.51672,nan,nan,nan,4.98238,3.51905
732,4.62,3.515,310.432,0.335521,0.332894,-1,3.51203,nan,nan,nan,4.98238,3.51483
733,4.09,3.52,310.382,0.335285,0.332657,-1,3.51751,nan,nan,nan,4.98237,3.52056
734,4.95,3.513,310.332,0.335042,0.332414,-1,3.51018,nan,nan,nan,4.98237,3.51258
735,4.86,3.513,310.285,0.334753,0.332123,-1,3.5106,nan,nan,nan,4.98236,3.51281
736,3.95,3.522,310.237,0.334503,0.331872,-1,3.51853,nan,nan,nan,4.98236,3.5203
737,4.06,3.519,310.187,0.334287,0.331654,-1,3.51838,nan,nan,nan,4.98235,3.52143
738,5.1,3.512,310.139,0.334028,0.331395,-1,3.50901,nan,nan,nan,4.98235,3.51177
739,5.63,3.506,310.093,0.333744,0.331109,-1,3.50356,nan,nan,nan,4.98235,3.50603
740,5.37,3.508,310.048,0.333438,0.3308,-1,3.50514,nan,nan,nan,4.98234,3.50658
741,5.56,3.504,310.003,0.333134,0.330495,-1,3.50239,nan,nan,nan,4.98233,3.50583
742,5.35,3.506,309.959,0.332827,0.330187,-1,3.50328,nan,nan,nan,4.98233,3.50562
743,4.93,3.506,309.914,0.332536,0.329895,-1,3.50655,nan,nan,nan,4.98232,3.5094
744,5.38,3.504,309.869,0.332256,0.329612,-1,3.50331,nan,nan,nan,4.98232,3.50444
745,4.99,3.51,309.824,0.331965,0.32932,-1,3.50632,nan,nan,nan,4.98231,3.50873
746,5.57,3.505,309.779,0.331687,0.329041,-1,3.50087,nan,nan,nan,4.98231,3.50385
747,4.95,3.511,309.735,0.331396,0.328747,-1,3.50647,nan,nan,nan,4.98231,3.50886
748,4.32,3.513,309.69,0.33114,0.328489,-1,3.51273,nan,nan,nan,4.9823,3.5155
749,4.49,3.516,309.644,0.330893,0.328242,-1,3.51144,nan,nan,nan,4.9823,3.51382
750,5.07,3.508,309.599,0.330627,0.327974,-1,3.50619,nan,nan,nan,4.98229,3.50846
751,5.74,3.502,309.556,0.330336,0.327683,-1,3.49984,nan,nan,nan,4.98229,3.50291
752,5.32,3.508,309.513,0.330032,0.327377,-1,3.50269,nan,nan,nan,4.98228,3.50583
753,5.37,3.505,309.471,0.329734,0.327076,-1,3.50213,nan,nan,nan,4.98228,3.5037
754,5.25,3.507,309.428,0.329437,0.326779,-1,3.50263,nan,nan,nan,4.98227,3.50481
755,5.93,3.501,309.386,0.329132,0.326473,-1,3.49593,nan,nan,nan,4.98227,3.49867
756,6.4,3.493,309.347,0.328785,0.326125,-1,3.49038,nan,nan,nan,4.98226,3.49289
757,5.93,3.498,309.308,0.328445,0.325783,-1,3.49394,nan,nan,nan,4.98226,3.4964
758,5.83,3.498,309.268,0.328116,0.325451,-1,3.49408,nan,nan,nan,4.98225,3.49653
759,5.17,3.507,309.227,0.327807,0.325141,-1,3.50022,nan,nan,nan,4.98225,3.50307
760,5.42,3.5,309.186,0.327519,0.324853,-1,3.49817,nan,nan,nan,4.98224,3.50123
761,5.34,3.501,309.145,0.327225,0.324558,-1,3.4991,nan,nan,nan,4.98224,3.50131
762,5.48,3.502,309.104,0.326925,0.324256,-1,3.49751,nan,nan,nan,4.98223,3.50014
763,5.48,3.5,309.063,0.326631,0.32396,-1,3.4975,nan,nan,nan,4.98223,3.50051
764,5.99,3.494,309.023,0.326328,0.323655,-1,3.49246,nan,nan,nan,4.98222,3.49488
765,5.63,3.498,308.984,0.326017,0.323343,-1,3.4955,nan,nan,nan,4.98222,3.49852
766,5.59,3.5,308.946,0.32568,0.323004,-1,3.49492,nan,nan,nan,4.98221,3.49782
767,4.98,3.505,308.906,0.32539,0.322711,-1,3.50047,nan,nan,nan,4.98221,3.504
768,4.35,3.51,308.864,0.325131,0.32245,-1,3.50728,nan,nan,nan,4.9822,3.50955
769,3.76,3.516,308.822,0.324901,0.32222,-1,3.51398,nan,nan,nan,4.9822,3.51574
770,4.36,3.512,308.779,0.324681,0.321998,-1,3.50911,nan,nan,nan,4.98219,3.51175
771,4.71,3.513,308.736,0.324446,0.321761,-1,3.50679,nan,nan,nan,4.98219,3.50969
772,4.62,3.506,308.695,0.324189,0.321502,-1,3.50707,nan,nan,nan,4.98219,3.5101
773,5.38,3.505,308.655,0.323916,0.321229,-1,3.49994,nan,nan,nan,4.98218,3.50282
774,4.87,3.51,308.616,0.32363,0.320941,-1,3.5038,nan,nan,nan,4.98218,3.50677
775,5.3,3.497,308.577,0.323346,0.320654,-1,3.49944,nan,nan,nan,4.98217,3.50208
776,5.79,3.499,308.539,0.323035,0.32034,-1,3.49392,nan,nan,nan,4.98217,3.49657
777,5.32,3.503,308.502,0.322731,0.320036,-1,3.49697,nan,nan,nan,4.98216,3.5003
778,5.26,3.5,308.465,0.322419,0.319721,-1,3.49678,nan,nan,nan,4.98216,3.50009
779,4.71,3.505,308.426,0.322142,0.319443,-1,3.50242,nan,nan,nan,4.98215,3.50547
780,4.87,3.509,308.387,0.321873,0.319172,-1,3.5011,nan,nan,nan,4.98215,3.50405
781,4.94,3.509,308.348,0.321604,0.3189,-1,3.50039,nan,nan,nan,4.98215,3.50458
782,4.6,3.508,308.309,0.321349,0.318643,-1,3.5039,nan,nan,nan,4.98214,3.50732
783,5.29,3.502,308.27,0.321093,0.318385,-1,3.49772,nan,nan,nan,4.98214,3.50112
784,5.02,3.505,308.232,0.320824,0.318114,-1,3.50002,nan,nan,nan,4.98213,3.50315
785,5.16,3.503,308.195,0.320536,0.317824,-1,3.49799,nan,nan,nan,4.98213,3.5015
786,4.87,3.504,308.157,0.320259,0.317545,-1,3.50048,nan,nan,nan,4.98212,3.5033
787,5.36,3.497,308.12,0.319983,0.317266,-1,3.49545,nan,nan,nan,4.98212,3.49866
788,4.92,3.502,308.083,0.319704,0.316987,-1,3.49915,nan,nan,nan,4.98212,3.50307
789,5.11,3.504,308.046,0.319432,0.316711,-1,3.49755,nan,nan,nan,4.98211,3.50121
790,5.15,3.5,308.009,0.31915,0.316429,-1,3.49648,nan,nan,nan,4.98211,3.50004
791,5.63,3.496,307.974,0.318855,0.316133,-1,3.4919,nan,nan,nan,4.9821,3.49545
792,5.8,3.492,307.939,0.318542,0.315818,-1,3.48954,nan,nan,nan,4.9821,3.49251
793,6.16,3.491,307.905,0.318217,0.315491,-1,3.48487,nan,nan,nan,4.98209,3.48879
794,5.39,3.497,307.871,0.3179,0.315174,-1,3.49153,nan,nan,nan,4.98209,3.49384
795,5.38,3.493,307.837,0.317601,0.314873,-1,3.49162,nan,nan,nan,4.98208,3.49416
796,5.22,3.496,307.802,0.31731,0.314579,-1,3.49275,nan,nan,nan,4.98208,3.49575
797,4.79,3.502,307.766,0.317031,0.314298,-1,3.49675,nan,nan,nan,4.98207,3.5003
798,4.67,3.502,307.731,0.316765,0.31403,-1,3.49849,nan,nan,nan,4.98207,3.5017
799,3.96,3.511,307.694,0.316527,0.313789,-1,3.50547,nan,nan,nan,4.98207,3.50841
800,4.82,3.502,307.657,0.316288,0.313549,-1,3.49805,nan,nan,nan,4.98206,3.50103
801,5.5,3.493,307.622,0.316011,0.313271,-1,3.4916,nan,nan,nan,4.98206,3.4953
802,4.92,3.498,307.587,0.315735,0.312992,-1,3.49642,nan,nan,nan,4.98205,3.4997
803,4.65,3.505,307.551,0.31548,0.312736,-1,3.49917,nan,nan,nan,4.98205,3.50249
804,4.51,3.504,307.515,0.31523,0.312484,-1,3.50068,nan,nan,nan,4.98205,3.5036
805,4.49,3.501,307.48,0.314979,0.312231,-1,3.50117,nan,nan,nan,4.98204,3.50336
806,4.97,3.497,307.445,0.314722,0.311973,-1,3.49598,nan,nan,nan,4.98204,3.49827
807,5.23,3.494,307.411,0.314435,0.311687,-1,3.49308,nan,nan,nan,4.98203,3.49538
808,5.07,3.499,307.378,0.314152,0.311403,-1,3.49366,nan,nan,nan,4.98203,3.49639
809,4.91,3.496,307.344,0.31387,0.31112,-1,3.49489,nan,nan,nan,4.98203,3.49798
810,5.19,3.497,307.311,0.313587,0.310834,-1,3.49186,nan,nan,nan,4.98202,3.49449
811,4.88,3.499,307.278,0.313315,0.310561,-1,3.49449,nan,nan,nan,4.98202,3.49779
812,4.65,3.501,307.244,0.313045,0.310289,-1,3.49638,nan,nan,nan,4.98201,3.49927
813,5.07,3.495,307.211,0.312778,0.310021,-1,3.49208,nan,nan,nan,4.98201,3.496
814,5.29,3.494,307.178,0.312492,0.309733,-1,3.48951,nan,nan,nan,4.982,3.49284
815,4.68,3.498,307.146,0.312219,0.309459,-1,3.4951,nan,nan,nan,4.982,3.4976
816,4.87,3.494,307.113,0.311948,0.309186,-1,3.49343,nan,nan,nan,4.982,3.49534
817,4.06,3.503,307.079,0.311699,0.308937,-1,3.50115,nan,nan,nan,4.98199,3.50439
818,3.81,3.508,307.044,0.311488,0.308724,-1,3.50484,nan,nan,nan,4.98199,3.5081
819,4.26,3.508,307.009,0.311269,0.308505,-1,3.50129,nan,nan,nan,4.98199,3.50415
820,4.15,3.503,306.975,0.311032,0.308265,-1,3.50186,nan,nan,nan,4.98198,3.50552
821,4.44,3.502,306.942,0.310783,0.308015,-1,3.49862,nan,nan,nan,4.98198,3.50122
822,4.55,3.5,306.909,0.310536,0.307769,-1,3.49764,nan,nan,nan,4.98198,3.50106
823,4.32,3.501,306.876,0.310293,0.307524,-1,3.49942,nan,nan,nan,4.98197,3.50317
824,3.98,3.503,306.842,0.310074,0.307302,-1,3.50319,nan,nan,nan,4.98197,3.50589
825,4.01,3.508,306.808,0.309848,0.307075,-1,3.50307,nan,nan,nan,4.98196,3.50585
826,4.9,3.497,306.775,0.309609,0.306835,-1,3.4944,nan,nan,nan,4.98196,3.49803
827,5.28,3.493,306.744,0.309327,0.306552,-1,3.48964,nan,nan,nan,4.98196,3.49203
828,5.24,3.496,306.714,0.309042,0.306266,-1,3.48925,nan,nan,nan,4.98195,3.4921
829,5.91,3.484,306.685,0.30873,0.305951,-1,3.48124,nan,nan,nan,4.98195,3.48497
830,5.9,3.484,306.658,0.3084,0.30562,-1,3.48003,nan,nan,nan,4.98194,3.48311
831,5.54,3.483,306.63,0.308076,0.305293,-1,3.48158,nan,nan,nan,4.98194,3.48533
832,5.78,3.48,306.602,0.30776,0.304976,-1,3.47853,nan,nan,nan,4.98193,3.48213
833,5.83,3.484,306.575,0.307445,0.30466,-1,3.47783,nan,nan,nan,4.98193,3.47995
834,5.33,3.488,306.547,0.307127,0.304342,-1,3.48159,nan,nan,nan,4.98192,3.48537
835,5.74,3.483,306.519,0.306817,0.304028,-1,3.47714,nan,nan,nan,4.98192,3.48059
836,6.09,3.479,306.492,0.306494,0.303704,-1,3.47325,nan,nan,nan,4.98192,3.47664
837,5.65,3.482,306.465,0.306179,0.303387,-1,3.47695,nan,nan,nan,4.98191,3.48082
838,5.72,3.482,306.438,0.305871,0.303077,-1,3.47622,nan,nan,nan,4.98191,3.47893
839,5.62,3.48,306.411,0.305556,0.302761,-1,3.4766,nan,nan,nan,4.9819,3.47906
840,6.9,3.468,306.384,0.305255,0.302458,-1,3.46415,nan,nan,nan,4.9819,3.46689
841,6.75,3.468,306.361,0.304874,0.302077,-1,3.46371,nan,nan,nan,4.98189,3.46602
842,6.83,3.466,306.337,0.304509,0.301711,-1,3.46182,nan,nan,nan,4.98189,3.46435
843,5.33,3.48,306.315,0.304124,0.301323,-1,3.47494,nan,nan,nan,4.98188,3.47826
844,5.11,3.481,306.287,0.303841,0.301038,-1,3.47813,nan,nan,nan,4.98188,3.48039
845,5.79,3.472,306.261,0.303538,0.300735,-1,3.47123,nan,nan,nan,4.98187,3.47396
846,5.88,3.471,306.236,0.303209,0.300405,-1,3.46993,nan,nan,nan,4.98187,3.47311
847,5.14,3.482,306.209,0.302912,0.300106,-1,3.47711,nan,nan,nan,4.98186,3.4805
848,5.43,3.478,306.181,0.30263,0.299822,-1,3.47525,nan,nan,nan,4.98186,3.47853
849,4.98,3.482,306.154,0.302342,0.299532,-1,3.47896,nan,nan,nan,4.98186,3.48333
850,4.95,3.484,306.127,0.302063,0.299251,-1,3.48012,nan,nan,nan,4.98185,3.48219
851,5.06,3.484,306.1,0.301773,0.298959,-1,3.4787,nan,nan,nan,4.98185,3.4819
852,5.09,3.481,306.073,0.301501,0.298685,-1,3.47886,nan,nan,nan,4.98184,3.48169
853,5.26,3.482,306.045,0.301225,0.298409,-1,3.47683,nan,nan,nan,4.98184,3.48014
854,5.24,3.481,306.019,0.300933,0.298114,-1,3.47683,nan,nan,nan,4.98184,3.48173
855,5.09,3.483,305.992,0.300651,0.297832,-1,3.47818,nan,nan,nan,4.98183,3.48169
856,5.1,3.481,305.966,0.300368,0.297548,-1,3.47789,nan,nan,nan,4.98183,3.48096
857,5.02,3.483,305.939,0.300093,0.29727,-1,3.47884,nan,nan,nan,4.98182,3.48224
858,5.24,3.484,305.913,0.299808,0.296982,-1,3.47573,nan,nan,nan,4.98182,3.479
859,5.25,3.478,305.886,0.299541,0.296713,-1,3.47571,nan,nan,nan,4.98182,3.47945
860,5.81,3.47,305.861,0.299238,0.296409,-1,3.4696,nan,nan,nan,4.98181,3.47204
861,5,3.484,305.836,0.298948,0.296119,-1,3.4773,nan,nan,nan,4.98181,3.48196
862,5.42,3.476,305.81,0.298661,0.295831,-1,3.47283,nan,nan,nan,4.9818,3.47601
863,5.72,3.472,305.786,0.298356,0.295523,-1,3.4692,nan,nan,nan,4.9818,3.47199
864,5.87,3.469,305.762,0.298029,0.295194,-1,3.4662,nan,nan,nan,4.98179,3.46885
865,4.78,3.478,305.739,0.297715,0.294879,-1,3.47654,nan,nan,nan,4.98179,3.47966
866,5.72,3.471,305.714,0.297427,0.29459,-1,3.46713,nan,nan,nan,4.98179,3.47021
867,5.27,3.476,305.69,0.297125,0.294287,-1,3.47096,nan,nan,nan,4.98178,3.47475
868,5.55,3.474,305.665,0.296834,0.293994,-1,3.46876,nan,nan,nan,4.98178,3.47223
869,5.28,3.475,305.641,0.296548,0.293706,-1,3.47071,nan,nan,nan,4.98177,3.47516
870,4.95,3.476,305.616,0.296259,0.293415,-1,3.47396,nan,nan,nan,4.98177,3.47713
871,5.69,3.47,305.592,0.29597,0.293124,-1,3.46601,nan,nan,nan,4.98177,3.47019
872,5.13,3.474,305.568,0.295669,0.292823,-1,3.47128,nan,nan,nan,4.98176,3.47385
873,5.11,3.475,305.544,0.295394,0.292547,-1,3.47172,nan,nan,nan,4.98176,3.47491
874,4.75,3.481,305.519,0.295114,0.292265,-1,3.47496,nan,nan,nan,4.98175,3.47922
875,4.32,3.481,305.494,0.294853,0.292002,-1,3.47926,nan,nan,nan,4.98175,3.48163
876,4.14,3.484,305.468,0.294598,0.291747,-1,3.48153,nan,nan,nan,4.98175,3.48498
877,4.61,3.482,305.442,0.294358,0.291505,-1,3.47714,nan,nan,nan,4.98174,3.48099
878,5.35,3.474,305.418,0.294078,0.291224,-1,3.46991,nan,nan,nan,4.98174,3.47352
879,5.83,3.466,305.396,0.293762,0.290906,-1,3.46385,nan,nan,nan,4.98174,3.4661
880,6.6,3.459,305.375,0.293424,0.290567,-1,3.45372,nan,nan,nan,4.98173,3.45859
881,5.65,3.463,305.355,0.293082,0.290222,-1,3.46242,nan,nan,nan,4.98173,3.46563
882,5.45,3.468,305.334,0.292761,0.2899,-1,3.46371,nan,nan,nan,4.98172,3.46667
883,5.05,3.47,305.311,0.292484,0.289623,-1,3.46799,nan,nan,nan,4.98172,3.47039
884,5.72,3.467,305.288,0.292193,0.28933,-1,3.4606,nan,nan,nan,4.98171,3.46484
885,4.93,3.471,305.265,0.2919,0.289033,-1,3.46809,nan,nan,nan,4.98171,3.47169
886,4.94,3.473,305.242,0.291625,0.288757,-1,3.46855,nan,nan,nan,4.98171,3.47243
887,4.29,3.476,305.218,0.291369,0.2885,-1,3.47564,nan,nan,nan,4.9817,3.47894
888,5.14,3.471,305.194,0.291109,0.288238,-1,3.46769,nan,nan,nan,4.9817,3.46971
889,4.57,3.477,305.171,0.29084,0.287968,-1,3.47313,nan,nan,nan,4.98169,3.47654
890,4.89,3.473,305.147,0.290576,0.287703,-1,3.46969,nan,nan,nan,4.98169,3.47249
891,4.35,3.474,305.124,0.290309,0.287436,-1,3.47499,nan,nan,nan,4.98169,3.47794
892,4.56,3.476,305.101,0.290048,0.287172,-1,3.47279,nan,nan,nan,4.98168,3.47595
893,4.07,3.481,305.076,0.289808,0.286931,-1,3.47803,nan,nan,nan,4.98168,3.48108
894,3.45,3.485,305.051,0.289598,0.286722,-1,3.48503,nan,nan,nan,4.98168,3.4873
895,4.73,3.475,305.025,0.289378,0.286499,-1,3.47263,nan,nan,nan,4.98168,3.47549
896,5.18,3.47,305.003,0.289102,0.286222,-1,3.4674,nan,nan,nan,4.98167,3.47049
897,4.28,3.477,304.98,0.288846,0.285965,-1,3.47632,nan,nan,nan,4.98167,3.47836
898,5.05,3.47,304.957,0.288594,0.285713,-1,3.46754,nan,nan,nan,4.98166,3.47031
899,5.65,3.465,304.935,0.288303,0.28542,-1,3.46082,nan,nan,nan,4.98166,3.46448
900,5.18,3.469,304.914,0.288012,0.285127,-1,3.46414,nan,nan,nan,4.98166,3.46798
901,5.02,3.471,304.893,0.287727,0.284842,-1,3.46515,nan,nan,nan,4.98165,3.46901
902,5.19,3.464,304.872,0.287449,0.284562,-1,3.46345,nan,nan,nan,4.98165,3.46648
903,5.59,3.464,304.851,0.287161,0.284272,-1,3.45861,nan,nan,nan,4.98165,3.46244
904,5.07,3.467,304.831,0.286858,0.283967,-1,3.46326,nan,nan,nan,4.98164,3.46538
905,4.78,3.466,304.81,0.286569,0.283676,-1,3.46496,nan,nan,nan,4.98164,3.4689
906,4.82,3.469,304.788,0.286312,0.283417,-1,3.46531,nan,nan,nan,4.98163,3.46889
907,4.98,3.466,304.767,0.286041,0.283145,-1,3.46313,nan,nan,nan,4.98163,3.46613
908,4.94,3.465,304.746,0.285758,0.28286,-1,3.46291,nan,nan,nan,4.98163,3.46641
909,4.89,3.471,304.725,0.2855,0.282599,-1,3.46403,nan,nan,nan,4.98162,3.46845
910,5.15,3.466,304.703,0.285238,0.282335,-1,3.46161,nan,nan,nan,4.98162,3.46436
911,5.34,3.462,304.683,0.284951,0.282047,-1,3.4586,nan,nan,nan,4.98162,3.4623
912,5.05,3.464,304.664,0.284657,0.281751,-1,3.46067,nan,nan,nan,4.98161,3.46441
913,5.58,3.46,304.644,0.284372,0.281465,-1,3.45526,nan,nan,nan,4.98161,3.4594
914,5.08,3.464,304.625,0.284068,0.281159,-1,3.45913,nan,nan,nan,4.9816,3.46194
915,5.03,3.465,304.605,0.283786,0.280877,-1,3.46,nan,nan,nan,4.9816,3.46288
916,5.26,3.459,304.585,0.283499,0.280589,-1,3.45647,nan,nan,nan,4.9816,3.4602
917,5.11,3.463,304.566,0.283216,0.280305,-1,3.45793,nan,nan,nan,4.98159,3.46177
918,5.85,3.456,304.547,0.282924,0.28001,-1,3.45011,nan,nan,nan,4.98159,3.45447
919,5.49,3.459,304.529,0.282619,0.279701,-1,3.45304,nan,nan,nan,4.98158,3.45628
920,5.26,3.459,304.51,0.282319,0.279399,-1,3.45467,nan,nan,nan,4.98158,3.45734
921,5.34,3.459,304.491,0.282029,0.279109,-1,3.45307,nan,nan,nan,4.98158,3.45757
922,5.1,3.459,304.472,0.281747,0.278823,-1,3.45607,nan,nan,nan,4.98157,3.459
923,5.24,3.456,304.454,0.281448,0.278523,-1,3.45442,nan,nan,nan,4.98157,3.45735
924,4.25,3.471,304.434,0.281182,0.278256,-1,3.46396,nan,nan,nan,4.98157,3.4674
925,4.95,3.463,304.414,0.280928,0.278001,-1,3.45762,nan,nan,nan,4.98156,3.46052
926,5.36,3.457,304.395,0.280652,0.277722,-1,3.45264,nan,nan,nan,4.98156,3.45618
927,4.85,3.465,304.376,0.280367,0.277437,-1,3.45781,nan,nan,nan,4.98155,3.4619
928,4.41,3.464,304.356,0.28012,0.277189,-1,3.46261,nan,nan,nan,4.98155,3.46632
929,4.56,3.466,304.336,0.279862,0.27693,-1,3.46128,nan,nan,nan,4.98155,3.46516
930,4.66,3.465,304.315,0.27962,0.276688,-1,3.45973,nan,nan,nan,4.98155,3.46387
931,5.05,3.459,304.296,0.279366,0.276431,-1,3.45575,nan,nan,nan,4.98154,3.4603
932,5.08,3.459,304.277,0.279085,0.276149,-1,3.45531,nan,nan,nan,4.98154,3.45969
933,4.97,3.458,304.258,0.278822,0.275885,-1,3.45626,nan,nan,nan,4.98153,3.45904
934,4.85,3.463,304.239,0.278551,0.275613,-1,3.45682,nan,nan,nan,4.98153,3.4607
935,4.84,3.462,304.22,0.278285,0.275345,-1,3.45686,nan,nan,nan,4.98153,3.46039
936,5.45,3.45,304.202,0.278001,0.275061,-1,3.4491,nan,nan,nan,4.98152,3.4532
937,5.05,3.457,304.186,0.277699,0.274757,-1,3.45296,nan,nan,nan,4.98152,3.45689
938,4.95,3.459,304.168,0.277423,0.274478,-1,3.45326,nan,nan,nan,4.98152,3.45839
939,5.13,3.453,304.15,0.27714,0.274193,-1,3.45128,nan,nan,nan,4.98151,3.45474
940,4.71,3.454,304.133,0.276858,0.27391,-1,3.45459,nan,nan,nan,4.98151,3.45841
941,4,3.465,304.113,0.276606,0.273658,-1,3.46245,nan,nan,nan,4.98151,3.46515
942,4.65,3.462,304.094,0.276373,0.273424,-1,3.45688,nan,nan,nan,4.9815,3.46059
943,4.61,3.463,304.074,0.276138,0.273186,-1,3.45707,nan,nan,nan,4.9815,3.4603
944,4.4,3.46,304.056,0.275871,0.272919,-1,3.45897,nan,nan,nan,4.9815,3.46226
945,4.85,3.455,304.037,0.275618,0.272666,-1,3.45422,nan,nan,nan,4.98149,3.4569
946,4.97,3.455,304.021,0.275327,0.272373,-1,3.45219,nan,nan,nan,4.98149,3.45515
947,5.53,3.447,304.004,0.275031,0.272077,-1,3.4454,nan,nan,nan,4.98149,3.4481
948,5.37,3.448,303.989,0.274725,0.27177,-1,3.4458,nan,nan,nan,4.98148,3.4492
949,5.05,3.451,303.973,0.274426,0.27147,-1,3.44818,nan,nan,nan,4.98148,3.45255
950,5.17,3.449,303.956,0.274156,0.271199,-1,3.44686,nan,nan,nan,4.98147,3.44986
951,4.82,3.455,303.938,0.273891,0.270932,-1,3.45084,nan,nan,nan,4.98147,3.4552
952,5.81,3.443,303.923,0.273588,0.270626,-1,3.43991,nan,nan,nan,4.98147,3.44353
953,5.37,3.447,303.908,0.273281,0.270317,-1,3.4431,nan,nan,nan,4.98146,3.44671
954,5.24,3.449,303.892,0.273,0.270034,-1,3.44422,nan,nan,nan,4.98146,3.44748
955,5,3.447,303.876,0.272712,0.269745,-1,3.44645,nan,nan,nan,4.98146,3.44964
956,4.9,3.45,303.86,0.272422,0.269454,-1,3.44697,nan,nan,nan,4.98145,3.44935
957,4.95,3.45,303.843,0.272151,0.269181,-1,3.44679,nan,nan,nan,4.98145,3.45028
958,5.39,3.448,303.827,0.271872,0.268898,-1,3.44139,nan,nan,nan,4.98145,3.44558
959,5.4,3.445,303.812,0.271584,0.26861,-1,3.44089,nan,nan,nan,4.98144,3.44554
960,19.72,3.294,303.797,0.271284,0.268308,-1,3.29365,nan,nan,nan,4.98144,3.29579
961,18.54,3.293,303.852,0.270229,0.26725,-1,3.28896,nan,nan,nan,4.98142,3.29128
962,19.13,3.276,303.915,0.269151,0.266169,-1,3.26951,nan,nan,nan,4.98141,3.27203
963,18.34,3.268,303.97,0.268142,0.265156,-1,3.26764,nan,nan,nan,4.9814,3.27022
964,19.39,3.251,304.034,0.267091,0.264103,-1,3.24668,nan,nan,nan,4.98138,3.25019
965,16.76,3.272,304.095,0.266065,0.263075,-1,3.26711,nan,nan,nan,4.98137,3.27145
966,16.19,3.278,304.14,0.265175,0.262182,-1,3.27074,nan,nan,nan,4.98136,3.27471
967,18.83,3.242,304.189,0.264246,0.261249,-1,3.2405,nan,nan,nan,4.98135,3.24389
968,16.57,3.266,304.242,0.263294,0.260296,-1,3.2597,nan,nan,nan,4.98134,3.26353
969,16.29,3.265,304.29,0.262376,0.259377,-1,3.2619,nan,nan,nan,4.98132,3.26464
970,16.5,3.262,304.334,0.261499,0.258499,-1,3.25857,nan,nan,nan,4.98131,3.26081
971,17.5,3.247,304.382,0.260582,0.257578,-1,3.2448,nan,nan,nan,4.9813,3.2487
972,18.19,3.239,304.43,0.25967,0.256664,-1,3.23834,nan,nan,nan,4.98129,3.23989
973,19.52,3.225,304.493,0.258647,0.255638,-1,3.21879,nan,nan,nan,4.98127,3.22337
974,22.07,3.189,304.578,0.257471,0.254458,-1,3.18635,nan,nan,nan,4.98126,3.19019
975,21.05,3.196,304.67,0.256263,0.253249,-1,3.19231,nan,nan,nan,4.98124,3.19476
976,20.18,3.199,304.75,0.255137,0.252121,-1,3.19695,nan,nan,nan,4.98123,3.2011
977,19.54,3.205,304.822,0.254065,0.251047,-1,3.19943,nan,nan,nan,4.98122,3.20553
978,20.88,3.187,304.905,0.252923,0.249901,-1,3.18568,nan,nan,nan,4.9812,3.18912
979,19.56,3.202,304.986,0.251789,0.248765,-1,3.19717,nan,nan,nan,4.98119,3.19922
980,20.76,3.184,305.072,0.250627,0.247599,-1,3.18245,nan,nan,nan,4.98117,3.18387
981,18.5,3.205,305.151,0.24951,0.246481,-1,3.20374,nan,nan,nan,4.98115,3.20563
982,16.56,3.224,305.212,0.248506,0.245474,-1,3.22225,nan,nan,nan,4.98114,3.22617
983,15.39,3.241,305.254,0.247642,0.244608,-1,3.23789,nan,nan,nan,4.98113,3.24094
984,17.06,3.228,305.298,0.246753,0.243718,-1,3.22323,nan,nan,nan,4.98112,3.22633
985,15.13,3.248,305.342,0.245866,0.24283,-1,3.243,nan,nan,nan,4.98111,3.2467
986,17.5,3.221,305.383,0.24499,0.241951,-1,3.21959,nan,nan,nan,4.98109,3.22357
987,17.23,3.226,305.436,0.244016,0.240975,-1,3.22063,nan,nan,nan,4.98108,3.22498
988,18.3,3.21,305.489,0.243046,0.240001,-1,3.20864,nan,nan,nan,4.98107,3.2127
989,17.45,3.22,305.548,0.242034,0.238988,-1,3.21645,nan,nan,nan,4.98106,3.21922
990,16.63,3.226,305.593,0.24112,0.238071,-1,3.22392,nan,nan,nan,4.98104,3.22756
991,18.24,3.211,305.644,0.240162,0.237111,-1,3.20714,nan,nan,nan,4.98103,3.21125
992,17.65,3.216,305.702,0.23915,0.236096,-1,3.21098,nan,nan,nan,4.98102,3.21377
993,17.39,3.216,305.75,0.238217,0.23516,-1,3.21434,nan,nan,nan,4.981,3.21623
