t,i_meas,v_meas,T_true,soc_true,soc_est,soc_std,v_pred,soc_lower,soc_upper,capacity_est,capacity_true,v_true
448,15.31,3.54,313.283,0.564789,0.562914,-1,3.53832,nan,nan,nan,4.98743,3.54142
449,17.38,3.525,313.284,0.563868,0.561988,-1,3.5203,nan,nan,nan,4.9874,3.52433
450,14.88,3.54,313.284,0.562949,0.561068,-1,3.54065,nan,nan,nan,4.98738,3.54336
451,18.76,3.513,313.284,0.56203,0.560144,-1,3.50877,nan,nan,nan,4.98736,3.51073
452,17.91,3.515,313.297,0.561004,0.559115,-1,3.51236,nan,nan,nan,4.98733,3.51485
453,19.45,3.498,313.305,0.56002,0.558128,-1,3.49854,nan,nan,nan,4.98731,3.50038
454,21.04,3.486,313.325,0.558943,0.557048,-1,3.48101,nan,nan,nan,4.98729,3.48453
455,21,3.482,313.353,0.557811,0.555913,-1,3.47937,nan,nan,nan,4.98726,3.48131
456,23.61,3.458,313.392,0.556602,0.5547,-1,3.45367,nan,nan,nan,4.98723,3.45593
457,20.13,3.48,313.433,0.555378,0.553471,-1,3.47817,nan,nan,nan,4.9872,3.48032
458,17.39,3.502,313.455,0.554305,0.552394,-1,3.50075,nan,nan,nan,4.98717,3.50276
459,18.98,3.488,313.471,0.55327,0.551356,-1,3.48727,nan,nan,nan,4.98715,3.48977
460,19.55,3.488,313.488,0.55223,0.550313,-1,3.48283,nan,nan,nan,4.98712,3.48532
461,20.56,3.478,313.51,0.551145,0.549224,-1,3.47497,nan,nan,nan,4.9871,3.4768
462,21.42,3.463,313.547,0.549948,0.548023,-1,3.46365,nan,nan,nan,4.98707,3.46559
463,17.89,3.496,313.571,0.548849,0.546921,-1,3.492,nan,nan,nan,4.98704,3.49373
464,17.87,3.496,313.578,0.547886,0.545954,-1,3.49345,nan,nan,nan,4.98702,3.49621
465,20.01,3.475,313.598,0.546813,0.544876,-1,3.47472,nan,nan,nan,4.987,3.4777
466,17.82,3.498,313.615,0.545763,0.543822,-1,3.49245,nan,nan,nan,4.98697,3.49542
467,19.27,3.486,313.623,0.54478,0.542835,-1,3.48158,nan,nan,nan,4.98695,3.48468
468,20.69,3.469,313.644,0.543689,0.541742,-1,3.46726,nan,nan,nan,4.98692,3.47183
469,18.15,3.486,313.674,0.54254,0.540588,-1,3.48559,nan,nan,nan,4.98689,3.48866
470,17.58,3.495,313.687,0.541517,0.53956,-1,3.49097,nan,nan,nan,4.98687,3.49393
471,18.48,3.485,313.703,0.540472,0.538511,-1,3.48314,nan,nan,nan,4.98684,3.48517
472,19.5,3.478,313.714,0.539466,0.537501,-1,3.47373,nan,nan,nan,4.98682,3.4782
473,18.38,3.488,313.724,0.538464,0.536496,-1,3.48322,nan,nan,nan,4.9868,3.48697
474,18.44,3.492,313.733,0.53746,0.535488,-1,3.48305,nan,nan,nan,4.98677,3.48702
475,14.41,3.521,313.732,0.536552,0.534576,-1,3.51755,nan,nan,nan,4.98675,3.51953
476,11.89,3.542,313.71,0.535827,0.53385,-1,3.54208,nan,nan,nan,4.98673,3.54502
477,14.17,3.528,313.687,0.535103,0.533125,-1,3.52785,nan,nan,nan,4.98672,3.52986
478,15.38,3.52,313.679,0.534237,0.532255,-1,3.5176,nan,nan,nan,4.9867,3.51849
479,16.55,3.504,313.675,0.533325,0.53134,-1,3.50473,nan,nan,nan,4.98668,3.5079
480,22.4,3.459,313.677,0.532371,0.530384,-1,3.45806,nan,nan,nan,4.98665,3.45901
481,22.18,3.454,313.722,0.531087,0.529096,-1,3.44915,nan,nan,nan,4.98662,3.45294
482,22.8,3.442,313.762,0.529847,0.527852,-1,3.43779,nan,nan,nan,4.98659,3.44184
483,15.71,3.495,313.797,0.528653,0.526654,-1,3.49341,nan,nan,nan,4.98656,3.4952
484,16.92,3.488,313.797,0.527736,0.525735,-1,3.48614,nan,nan,nan,4.98654,3.48888
485,17.73,3.484,313.806,0.526739,0.524734,-1,3.47985,nan,nan,nan,4.98652,3.48222
486,15.34,3.503,313.809,0.525789,0.523781,-1,3.49991,nan,nan,nan,4.9865,3.50237
487,15.52,3.506,313.803,0.524912,0.5229,-1,3.50023,nan,nan,nan,4.98648,3.50275
488,17.2,3.49,313.801,0.523999,0.521982,-1,3.48563,nan,nan,nan,4.98646,3.48953
489,15.71,3.499,313.804,0.523035,0.521015,-1,3.49756,nan,nan,nan,4.98643,3.50087
490,16.23,3.494,313.804,0.522102,0.520079,-1,3.49428,nan,nan,nan,4.98641,3.49549
491,16.77,3.493,313.799,0.521206,0.51918,-1,3.48877,nan,nan,nan,4.98639,3.49159
492,17.05,3.488,313.804,0.520222,0.518192,-1,3.48531,nan,nan,nan,4.98637,3.48763
493,19,3.47,313.806,0.519269,0.517236,-1,3.46831,nan,nan,nan,4.98634,3.47215
494,17.22,3.487,313.818,0.518236,0.516199,-1,3.48067,nan,nan,nan,4.98632,3.48325
495,18.6,3.47,313.828,0.517215,0.515175,-1,3.46619,nan,nan,nan,4.9863,3.47005
496,16.79,3.485,313.827,0.516287,0.514244,-1,3.48349,nan,nan,nan,4.98628,3.4857
497,18.61,3.471,313.833,0.515306,0.513261,-1,3.46726,nan,nan,nan,4.98625,3.47015
498,18.25,3.473,313.841,0.5143,0.512253,-1,3.46884,nan,nan,nan,4.98623,3.47106
499,16.41,3.488,313.848,0.513305,0.511255,-1,3.48369,nan,nan,nan,4.98621,3.48546
500,17.8,3.474,313.848,0.512373,0.510319,-1,3.47168,nan,nan,nan,4.98618,3.47359
501,17.75,3.474,313.855,0.51138,0.509323,-1,3.47072,nan,nan,nan,4.98616,3.47311
502,15.88,3.491,313.861,0.51039,0.508329,-1,3.48418,nan,nan,nan,4.98614,3.48667
503,17.63,3.476,313.867,0.509405,0.507342,-1,3.46992,nan,nan,nan,4.98612,3.472
504,17.7,3.47,313.874,0.508409,0.506342,-1,3.46798,nan,nan,nan,4.98609,3.47001
505,17.93,3.466,313.885,0.50738,0.505312,-1,3.46423,nan,nan,nan,4.98607,3.46645
506,20.07,3.449,313.902,0.506307,0.504234,-1,3.44409,nan,nan,nan,4.98604,3.44784
507,17.98,3.461,313.916,0.505255,0.503178,-1,3.45946,nan,nan,nan,4.98602,3.46232
508,18.63,3.458,313.925,0.504245,0.502164,-1,3.45367,nan,nan,nan,4.986,3.45686
509,15.51,3.481,313.931,0.503262,0.501179,-1,3.47932,nan,nan,nan,4.98597,3.48168
510,18.29,3.459,313.929,0.502343,0.500256,-1,3.45756,nan,nan,nan,4.98595,3.45976
511,18.82,3.451,313.937,0.50134,0.499252,-1,3.45189,nan,nan,nan,4.98593,3.45464
512,20.15,3.442,313.949,0.500297,0.498205,-1,3.43979,nan,nan,nan,4.98591,3.44218
513,17.31,3.465,313.962,0.499254,0.497159,-1,3.46109,nan,nan,nan,4.98588,3.4634
514,18.31,3.46,313.969,0.498258,0.496159,-1,3.45343,nan,nan,nan,4.98586,3.45574
515,19.32,3.446,313.984,0.497199,0.495098,-1,3.44428,nan,nan,nan,4.98583,3.44474
516,17.31,3.461,313.99,0.496213,0.494109,-1,3.45824,nan,nan,nan,4.98581,3.46224
517,17.47,3.462,313.988,0.495296,0.493189,-1,3.45613,nan,nan,nan,4.98579,3.46133
518,16.78,3.464,313.992,0.494316,0.492205,-1,3.46242,nan,nan,nan,4.98577,3.46585
519,15.94,3.472,313.987,0.493421,0.491308,-1,3.47014,nan,nan,nan,4.98575,3.47352
520,16.33,3.47,313.982,0.492518,0.490403,-1,3.46695,nan,nan,nan,4.98573,3.4702
521,16.54,3.468,313.983,0.491558,0.48944,-1,3.46392,nan,nan,nan,4.9857,3.46775
522,16.69,3.466,313.979,0.490647,0.488526,-1,3.46356,nan,nan,nan,4.98568,3.4656
523,18.31,3.453,313.986,0.489644,0.487519,-1,3.44685,nan,nan,nan,4.98566,3.45131
524,20.2,3.436,314.001,0.488573,0.486446,-1,3.42965,nan,nan,nan,4.98564,3.43292
525,16.72,3.459,314.014,0.487523,0.485394,-1,3.45553,nan,nan,nan,4.98561,3.45878
526,17.78,3.445,314.013,0.48659,0.484457,-1,3.44784,nan,nan,nan,4.98559,3.4506
527,15.29,3.472,314.009,0.485686,0.483551,-1,3.46885,nan,nan,nan,4.98557,3.47183
528,17.8,3.45,314.004,0.484782,0.482644,-1,3.44884,nan,nan,nan,4.98555,3.45192
529,17.87,3.449,314.011,0.483772,0.48163,-1,3.448,nan,nan,nan,4.98553,3.44906
530,19.06,3.439,314.019,0.48276,0.480615,-1,3.43547,nan,nan,nan,4.9855,3.43796
531,16.56,3.456,314.03,0.481722,0.479575,-1,3.45337,nan,nan,nan,4.98548,3.45584
532,17.33,3.447,314.026,0.480819,0.478668,-1,3.44896,nan,nan,nan,4.98546,3.45042
533,14.54,3.473,314.017,0.479952,0.477797,-1,3.472,nan,nan,nan,4.98544,3.4734
534,17.13,3.458,314.013,0.479034,0.476878,-1,3.45031,nan,nan,nan,4.98542,3.45344
535,16.52,3.454,314.018,0.478049,0.475887,-1,3.45384,nan,nan,nan,4.9854,3.45588
536,18.33,3.443,314.015,0.477122,0.474958,-1,3.43837,nan,nan,nan,4.98538,3.44204
537,20.35,3.424,314.028,0.476065,0.473897,-1,3.41951,nan,nan,nan,4.98535,3.42249
538,19.75,3.426,314.051,0.474933,0.472763,-1,3.41959,nan,nan,nan,4.98533,3.42283
539,18.38,3.428,314.069,0.47385,0.471677,-1,3.42937,nan,nan,nan,4.9853,3.43168
540,20.61,3.408,314.085,0.472778,0.470603,-1,3.41133,nan,nan,nan,4.98528,3.41143
541,19.14,3.426,314.103,0.471692,0.469515,-1,3.41912,nan,nan,nan,4.98525,3.42223
542,18.66,3.423,314.116,0.470644,0.468464,-1,3.42425,nan,nan,nan,4.98523,3.42503
543,15.64,3.451,314.12,0.469674,0.467491,-1,3.44708,nan,nan,nan,4.98521,3.45034
544,16.18,3.448,314.11,0.468821,0.466637,-1,3.4462,nan,nan,nan,4.98519,3.44873
545,17.56,3.438,314.108,0.46789,0.465702,-1,3.43513,nan,nan,nan,4.98517,3.43821
546,17.63,3.436,314.114,0.466886,0.464694,-1,3.43344,nan,nan,nan,4.98515,3.43603
547,15.59,3.456,314.109,0.465982,0.463787,-1,3.4501,nan,nan,nan,4.98513,3.45301
548,15.36,3.453,314.106,0.46506,0.462862,-1,3.45165,nan,nan,nan,4.98511,3.4541
549,16.08,3.448,314.092,0.464226,0.462025,-1,3.44769,nan,nan,nan,4.98509,3.45011
550,20.05,3.413,314.098,0.463227,0.461024,-1,3.41375,nan,nan,nan,4.98506,3.41625
551,17.89,3.432,314.104,0.462222,0.460014,-1,3.42921,nan,nan,nan,4.98504,3.43201
552,18.08,3.43,314.107,0.461247,0.459037,-1,3.42597,nan,nan,nan,4.98502,3.42902
553,15.28,3.451,314.105,0.460311,0.458099,-1,3.44853,nan,nan,nan,4.985,3.45099
554,16.83,3.437,314.1,0.459404,0.457188,-1,3.43542,nan,nan,nan,4.98498,3.4384
555,17.47,3.432,314.095,0.45849,0.45627,-1,3.43117,nan,nan,nan,4.98496,3.43336
556,17.67,3.43,314.095,0.457538,0.455314,-1,3.42747,nan,nan,nan,4.98494,3.43075
557,15.93,3.442,314.095,0.456591,0.454365,-1,3.44129,nan,nan,nan,4.98492,3.44389
558,16.56,3.438,314.085,0.455724,0.453495,-1,3.43614,nan,nan,nan,4.9849,3.43953
559,15.78,3.446,314.078,0.45483,0.452599,-1,3.44376,nan,nan,nan,4.98488,3.44563
560,19.98,3.41,314.082,0.45384,0.451605,-1,3.40805,nan,nan,nan,4.98486,3.40914
561,19.06,3.413,314.097,0.452759,0.45052,-1,3.41114,nan,nan,nan,4.98483,3.41267
562,18.77,3.412,314.111,0.451694,0.449453,-1,3.41096,nan,nan,nan,4.98481,3.4132
563,17.22,3.426,314.119,0.450681,0.448437,-1,3.42152,nan,nan,nan,4.98479,3.42475
564,17.02,3.427,314.121,0.449722,0.447475,-1,3.42229,nan,nan,nan,4.98477,3.42571
565,16.41,3.43,314.122,0.448763,0.446513,-1,3.42932,nan,nan,nan,4.98474,3.43032
566,19.11,3.41,314.127,0.447777,0.445524,-1,3.40559,nan,nan,nan,4.98472,3.40878
567,16.22,3.432,314.131,0.446793,0.444538,-1,3.42894,nan,nan,nan,4.9847,3.43104
568,15.54,3.44,314.118,0.445961,0.443703,-1,3.43612,nan,nan,nan,4.98468,3.43892
569,17.07,3.423,314.116,0.445024,0.442762,-1,3.42274,nan,nan,nan,4.98466,3.42507
570,18.62,3.414,314.114,0.444085,0.441824,-1,3.41019,nan,nan,nan,4.98464,3.4124
571,18.05,3.416,314.123,0.443056,0.440791,-1,3.41146,nan,nan,nan,4.98462,3.41406
572,17.25,3.419,314.126,0.442082,0.439814,-1,3.41798,nan,nan,nan,4.9846,3.41957
573,15.28,3.434,314.121,0.441172,0.4389,-1,3.43304,nan,nan,nan,4.98458,3.43653
574,13.16,3.458,314.098,0.44043,0.438154,-1,3.45451,nan,nan,nan,4.98456,3.45666
575,13.31,3.459,314.071,0.439726,0.437448,-1,3.45567,nan,nan,nan,4.98455,3.45866
576,14.28,3.454,314.049,0.438961,0.436681,-1,3.44865,nan,nan,nan,4.98453,3.45143
577,16.27,3.433,314.036,0.438118,0.435835,-1,3.43227,nan,nan,nan,4.98451,3.434
578,17.56,3.42,314.029,0.437213,0.43493,-1,3.42055,nan,nan,nan,4.98449,3.42087
579,16.76,3.425,314.027,0.436267,0.433981,-1,3.42336,nan,nan,nan,4.98447,3.42623
580,16.86,3.425,314.023,0.435342,0.433054,-1,3.42106,nan,nan,nan,4.98445,3.42333
581,19.89,3.4,314.03,0.434327,0.432036,-1,3.39359,nan,nan,nan,4.98443,3.39663
582,17.03,3.418,314.038,0.43331,0.431017,-1,3.41362,nan,nan,nan,4.98441,3.41687
583,17.73,3.41,314.04,0.432343,0.430048,-1,3.40714,nan,nan,nan,4.98439,3.40965
584,18.91,3.4,314.044,0.431363,0.429066,-1,3.3967,nan,nan,nan,4.98436,3.3993
585,17.37,3.413,314.048,0.430381,0.428081,-1,3.40713,nan,nan,nan,4.98434,3.41078
586,18.38,3.404,314.053,0.42939,0.427085,-1,3.3987,nan,nan,nan,4.98432,3.40116
587,18.9,3.397,314.066,0.428332,0.426025,-1,3.39202,nan,nan,nan,4.9843,3.39435
588,19.5,3.389,314.083,0.427251,0.424941,-1,3.3856,nan,nan,nan,4.98427,3.38779
589,18.96,3.388,314.103,0.426145,0.423831,-1,3.3874,nan,nan,nan,4.98425,3.38995
590,19.31,3.384,314.121,0.42506,0.422743,-1,3.38294,nan,nan,nan,4.98423,3.38571
591,18.43,3.392,314.137,0.423984,0.421666,-1,3.38993,nan,nan,nan,4.9842,3.39097
592,20.83,3.372,314.156,0.422896,0.420576,-1,3.36979,nan,nan,nan,4.98418,3.37068
593,20.17,3.374,314.174,0.421807,0.419483,-1,3.37181,nan,nan,nan,4.98416,3.37472
594,20.18,3.374,314.187,0.420759,0.418433,-1,3.37249,nan,nan,nan,4.98413,3.37406
595,21.86,3.359,314.218,0.419581,0.417252,-1,3.35489,nan,nan,nan,4.98411,3.35772
596,21.18,3.358,314.251,0.418385,0.416053,-1,3.35864,nan,nan,nan,4.98408,3.36054
597,18.8,3.377,314.27,0.417293,0.414959,-1,3.37663,nan,nan,nan,4.98406,3.37885
598,17.9,3.388,314.278,0.416285,0.413949,-1,3.38511,nan,nan,nan,4.98404,3.38828
599,19.43,3.38,314.282,0.41531,0.412972,-1,3.37441,nan,nan,nan,4.98402,3.37708
600,23.28,3.346,314.297,0.414249,0.411907,-1,3.34527,nan,nan,nan,4.98399,3.34613
601,22.2,3.348,314.345,0.412939,0.410596,-1,3.34611,nan,nan,nan,4.98397,3.34919
602,19.21,3.371,314.375,0.411761,0.409414,-1,3.36796,nan,nan,nan,4.98394,3.37034
603,16.07,3.398,314.403,0.410603,0.408253,-1,3.39224,nan,nan,nan,4.98392,3.39442
604,14.88,3.408,314.394,0.40974,0.407388,-1,3.40504,nan,nan,nan,4.9839,3.40883
605,17.2,3.397,314.386,0.408861,0.406506,-1,3.39218,nan,nan,nan,4.98388,3.39375
606,17.8,3.389,314.387,0.4079,0.405543,-1,3.38665,nan,nan,nan,4.98386,3.38826
607,19.13,3.377,314.389,0.406928,0.404569,-1,3.37587,nan,nan,nan,4.98384,3.37784
608,18.16,3.385,314.397,0.405906,0.403542,-1,3.38125,nan,nan,nan,4.98381,3.38359
609,17.01,3.392,314.406,0.404874,0.402507,-1,3.38883,nan,nan,nan,4.98379,3.39179
610,19.58,3.368,314.417,0.40383,0.401461,-1,3.36787,nan,nan,nan,4.98377,3.37056
611,18.47,3.376,314.431,0.402756,0.400383,-1,3.37491,nan,nan,nan,4.98375,3.37739
612,17.92,3.385,314.441,0.401724,0.399348,-1,3.38012,nan,nan,nan,4.98372,3.38105
613,17.48,3.38,314.444,0.400747,0.398369,-1,3.38197,nan,nan,nan,4.9837,3.38499
614,18.21,3.377,314.448,0.399753,0.397373,-1,3.3767,nan,nan,nan,4.98368,3.37881
615,18.98,3.373,314.458,0.398719,0.396338,-1,3.36793,nan,nan,nan,4.98366,3.37167
616,17.78,3.382,314.467,0.397689,0.395306,-1,3.37847,nan,nan,nan,4.98364,3.38
617,18.68,3.374,314.468,0.396723,0.394337,-1,3.37048,nan,nan,nan,4.98362,3.37421
618,17.74,3.382,314.473,0.395721,0.39333,-1,3.37694,nan,nan,nan,4.9836,3.37983
619,17.67,3.38,314.474,0.394757,0.392365,-1,3.37855,nan,nan,nan,4.98358,3.38097
620,17.5,3.381,314.477,0.393772,0.391377,-1,3.38035,nan,nan,nan,4.98355,3.38201
621,17.44,3.381,314.479,0.39279,0.390393,-1,3.37979,nan,nan,nan,4.98353,3.38178
622,15.41,3.399,314.476,0.391857,0.389457,-1,3.39554,nan,nan,nan,4.98351,3.39848
623,14.75,3.403,314.467,0.390975,0.388572,-1,3.4026,nan,nan,nan,4.98349,3.40502
624,17.03,3.389,314.457,0.390098,0.387693,-1,3.38584,nan,nan,nan,4.98348,3.38745
625,17.54,3.383,314.457,0.389131,0.386722,-1,3.38031,nan,nan,nan,4.98346,3.38187
626,14.54,3.405,314.453,0.388203,0.385793,-1,3.40332,nan,nan,nan,4.98344,3.40527
627,15.9,3.396,314.438,0.387362,0.384948,-1,3.39246,nan,nan,nan,4.98342,3.39523
628,14.6,3.411,314.423,0.386527,0.384112,-1,3.40509,nan,nan,nan,4.9834,3.40674
629,12.51,3.425,314.4,0.385773,0.383355,-1,3.42337,nan,nan,nan,4.98338,3.42535
630,14.89,3.408,314.377,0.385008,0.382587,-1,3.40612,nan,nan,nan,4.98337,3.40781
631,15.27,3.403,314.36,0.384187,0.381763,-1,3.40298,nan,nan,nan,4.98335,3.40493
632,13.07,3.423,314.341,0.383384,0.380957,-1,3.4198,nan,nan,nan,4.98333,3.42264
633,13.74,3.417,314.315,0.382652,0.380223,-1,3.41495,nan,nan,nan,4.98332,3.41786
634,13.72,3.421,314.288,0.381921,0.37949,-1,3.41642,nan,nan,nan,4.9833,3.41842
635,15.41,3.399,314.275,0.381062,0.378629,-1,3.40093,nan,nan,nan,4.98329,3.40283
636,18.02,3.382,314.266,0.380169,0.377735,-1,3.37881,nan,nan,nan,4.98327,3.38007
637,15.88,3.396,314.262,0.379225,0.376789,-1,3.39261,nan,nan,nan,4.98325,3.39424
638,18.12,3.376,314.261,0.378273,0.375833,-1,3.37267,nan,nan,nan,4.98323,3.3743
639,18.62,3.369,314.262,0.377296,0.37485,-1,3.36463,nan,nan,nan,4.98321,3.36779
640,18.04,3.374,314.266,0.376297,0.37385,-1,3.36704,nan,nan,nan,4.98319,3.3704
641,17.98,3.37,314.266,0.37534,0.372888,-1,3.36799,nan,nan,nan,4.98317,3.36951
642,17.82,3.37,314.275,0.374312,0.371858,-1,3.36701,nan,nan,nan,4.98314,3.36887
643,19.8,3.351,314.285,0.373272,0.370815,-1,3.34676,nan,nan,nan,4.98312,3.35023
644,20.47,3.339,314.301,0.37219,0.369731,-1,3.34135,nan,nan,nan,4.9831,3.34241
645,20.39,3.339,314.326,0.371037,0.368575,-1,3.33796,nan,nan,nan,4.98308,3.33928
646,19.69,3.344,314.342,0.36996,0.367497,-1,3.34152,nan,nan,nan,4.98305,3.34475
647,20.48,3.339,314.364,0.368839,0.366372,-1,3.33373,nan,nan,nan,4.98303,3.33621
648,19.14,3.343,314.387,0.367707,0.365237,-1,3.3417,nan,nan,nan,4.98301,3.34449
649,19.39,3.343,314.403,0.366637,0.364164,-1,3.33942,nan,nan,nan,4.98298,3.34279
650,15.98,3.367,314.409,0.365639,0.363164,-1,3.36866,nan,nan,nan,4.98296,3.37061
651,19.89,3.341,314.413,0.364657,0.36218,-1,3.33696,nan,nan,nan,4.98294,3.33993
652,16.55,3.37,314.422,0.363635,0.361154,-1,3.36302,nan,nan,nan,4.98292,3.36644
653,14.9,3.383,314.414,0.362751,0.360269,-1,3.3785,nan,nan,nan,4.9829,3.38245
654,17.41,3.362,314.406,0.361866,0.359381,-1,3.36178,nan,nan,nan,4.98289,3.36272
655,18.99,3.346,314.412,0.360855,0.358367,-1,3.34705,nan,nan,nan,4.98286,3.34858
656,20.66,3.334,314.428,0.359765,0.357274,-1,3.32871,nan,nan,nan,4.98284,3.33312
657,18.08,3.354,314.446,0.358671,0.356177,-1,3.3486,nan,nan,nan,4.98282,3.35107
658,17.84,3.353,314.45,0.35768,0.355184,-1,3.35142,nan,nan,nan,4.9828,3.35262
659,17.75,3.35,314.459,0.356656,0.354157,-1,3.34869,nan,nan,nan,4.98278,3.35184
660,5.01,3.454,314.463,0.355667,0.353165,-1,3.45042,nan,nan,nan,4.98276,3.45317
661,5.24,3.461,314.401,0.355375,0.352873,-1,3.46277,nan,nan,nan,4.98275,3.46526
662,4.52,3.48,314.338,0.355105,0.352603,-1,3.47848,nan,nan,nan,4.98275,3.48107
663,4.19,3.494,314.272,0.354874,0.35237,-1,3.48972,nan,nan,nan,4.98274,3.49242
664,5,3.493,314.207,0.354628,0.352124,-1,3.48877,nan,nan,nan,4.98274,3.49112
665,5.12,3.493,314.143,0.354355,0.35185,-1,3.49162,nan,nan,nan,4.98273,3.49487
666,4.91,3.497,314.08,0.354079,0.351572,-1,3.49567,nan,nan,nan,4.98272,3.49857
667,5.74,3.496,314.017,0.353786,0.351277,-1,3.49066,nan,nan,nan,4.98272,3.49325
668,5.14,3.498,313.954,0.353499,0.35099,-1,3.49703,nan,nan,nan,4.98271,3.50049
669,4.3,3.509,313.89,0.353243,0.35073,-1,3.50556,nan,nan,nan,4.98271,3.5082
670,5.03,3.507,313.826,0.353,0.350484,-1,3.50096,nan,nan,nan,4.9827,3.5041
671,5,3.503,313.763,0.352728,0.350211,-1,3.50237,nan,nan,nan,4.9827,3.5051
672,4.91,3.505,313.701,0.352447,0.349928,-1,3.50347,nan,nan,nan,4.98269,3.50655
673,5.93,3.497,313.639,0.352165,0.349645,-1,3.49552,nan,nan,nan,4.98269,3.49867
674,5.46,3.506,313.579,0.351846,0.349324,-1,3.49863,nan,nan,nan,4.98268,3.50115
675,5.78,3.502,313.519,0.351548,0.349023,-1,3.49649,nan,nan,nan,4.98267,3.49905
676,6.06,3.496,313.46,0.351229,0.348701,-1,3.49378,nan,nan,nan,4.98267,3.49681
677,6.31,3.494,313.402,0.350893,0.348363,-1,3.49142,nan,nan,nan,4.98266,3.49489
678,5.16,3.504,313.343,0.350587,0.348055,-1,3.50142,nan,nan,nan,4.98265,3.50341
679,4.92,3.507,313.284,0.350292,0.347759,-1,3.50314,nan,nan,nan,4.98265,3.50584
680,5.03,3.508,313.224,0.350002,0.347468,-1,3.50316,nan,nan,nan,4.98264,3.50558
681,4.48,3.51,313.164,0.349722,0.347186,-1,3.50807,nan,nan,nan,4.98264,3.51027
682,4.23,3.512,313.103,0.349473,0.346935,-1,3.51129,nan,nan,nan,4.98263,3.51334
683,4.34,3.519,313.042,0.349231,0.34669,-1,3.51184,nan,nan,nan,4.98263,3.51406
684,4.83,3.511,312.98,0.34899,0.346449,-1,3.50837,nan,nan,nan,4.98262,3.51169
685,4.6,3.516,312.921,0.348727,0.346183,-1,3.51063,nan,nan,nan,4.98262,3.51279
686,4.32,3.516,312.86,0.348481,0.345935,-1,3.51351,nan,nan,nan,4.98261,3.51559
687,4.26,3.516,312.799,0.348248,0.345701,-1,3.51467,nan,nan,nan,4.98261,3.51725
688,4.44,3.514,312.739,0.348012,0.345464,-1,3.51381,nan,nan,nan,4.9826,3.51635
689,3.99,3.519,312.679,0.347763,0.345213,-1,3.5175,nan,nan,nan,4.9826,3.52068
690,4.2,3.518,312.619,0.347543,0.344991,-1,3.51658,nan,nan,nan,4.9826,3.51908
691,4.51,3.52,312.559,0.347309,0.344754,-1,3.51441,nan,nan,nan,4.98259,3.51804
692,5.69,3.506,312.501,0.347039,0.344481,-1,3.50417,nan,nan,nan,4.98259,3.5071
693,5.68,3.504,312.444,0.346749,0.344187,-1,3.50326,nan,nan,nan,4.98258,3.50636
694,5.52,3.506,312.389,0.346444,0.343881,-1,3.50412,nan,nan,nan,4.98257,3.50652
695,5.35,3.508,312.334,0.346138,0.343572,-1,3.50479,nan,nan,nan,4.98257,3.50773
696,4.77,3.51,312.278,0.345852,0.343285,-1,3.50971,nan,nan,nan,4.98256,3.51225
697,4.35,3.521,312.222,0.345585,0.343016,-1,3.51397,nan,nan,nan,4.98256,3.51605
698,4,3.52,312.164,0.345351,0.342781,-1,3.51784,nan,nan,nan,4.98255,3.52132
699,4.35,3.518,312.106,0.345111,0.34254,-1,3.51536,nan,nan,nan,4.98255,3.51854
700,4.64,3.515,312.049,0.344872,0.342299,-1,3.51356,nan,nan,nan,4.98254,3.51548
701,4.3,3.52,311.992,0.344634,0.34206,-1,3.51687,nan,nan,nan,4.98254,3.51965
702,5.09,3.514,311.936,0.344384,0.341807,-1,3.51033,nan,nan,nan,4.98254,3.51295
703,5.63,3.51,311.882,0.34408,0.341502,-1,3.50486,nan,nan,nan,4.98253,3.50697
704,5.74,3.503,311.831,0.343745,0.341166,-1,3.5027,nan,nan,nan,4.98252,3.5053
705,5.72,3.506,311.778,0.343449,0.340867,-1,3.50244,nan,nan,nan,4.98252,3.5047
706,5.16,3.51,311.726,0.343139,0.340557,-1,3.507,nan,nan,nan,4.98251,3.50993
707,4.79,3.512,311.673,0.342854,0.340271,-1,3.5101,nan,nan,nan,4.98251,3.51252
708,4.78,3.511,311.619,0.34259,0.340005,-1,3.51093,nan,nan,nan,4.9825,3.51324
709,4.74,3.513,311.564,0.342332,0.339744,-1,3.51153,nan,nan,nan,4.9825,3.51397
710,5.04,3.51,311.511,0.342061,0.339473,-1,3.50918,nan,nan,nan,4.98249,3.51224
711,5.29,3.51,311.459,0.341772,0.339181,-1,3.50702,nan,nan,nan,4.98249,3.5097
712,5.35,3.512,311.408,0.341465,0.338872,-1,3.50594,nan,nan,nan,4.98248,3.50896
713,5.06,3.513,311.357,0.34117,0.338574,-1,3.50808,nan,nan,nan,4.98248,3.51072
714,5.11,3.51,311.305,0.340883,0.338288,-1,3.5078,nan,nan,nan,4.98247,3.51002
715,4.28,3.517,311.252,0.340632,0.338035,-1,3.51533,nan,nan,nan,4.98247,3.51837
716,4.15,3.519,311.199,0.340397,0.337798,-1,3.51772,nan,nan,nan,4.98246,3.52048
717,4.86,3.515,311.146,0.340156,0.337554,-1,3.51193,nan,nan,nan,4.98246,3.51507
718,5.42,3.51,311.095,0.339872,0.337269,-1,3.50669,nan,nan,nan,4.98245,3.50815
719,5.62,3.505,311.046,0.339564,0.33696,-1,3.5047,nan,nan,nan,4.98245,3.50746
720,7.67,3.488,310.997,0.339254,0.336649,-1,3.4857,nan,nan,nan,4.98244,3.48895
