t,i_meas,v_meas,T_true,soc_true,soc_est,soc_std,v_pred,soc_lower,soc_upper,capacity_est,capacity_true,v_true
0,1.02,4.113,298.15,0.95,0.95,-1,4.10305,nan,nan,nan,5,4.10814
1,1.04,4.105,298.15,0.949944,0.949943,-1,4.10158,nan,nan,nan,4.99994,4.10689
2,1.05,4.106,298.151,0.949887,0.949885,-1,4.10034,nan,nan,nan,4.99991,4.10571
3,1.08,4.105,298.151,0.949831,0.949827,-1,4.09914,nan,nan,nan,4.99988,4.10495
4,1.05,4.106,298.151,0.949775,0.949769,-1,4.09879,nan,nan,nan,4.99986,4.10413
5,1.14,4.102,298.152,0.949718,0.94971,-1,4.09696,nan,nan,nan,4.99984,4.10295
6,0.97,4.101,298.152,0.94966,0.949652,-1,4.09853,nan,nan,nan,4.99982,4.10297
7,1.07,4.101,298.153,0.949603,0.949596,-1,4.09682,nan,nan,nan,4.99981,4.10235
8,0.96,4.099,298.153,0.949546,0.949539,-1,4.09778,nan,nan,nan,4.99979,4.1018
9,1.07,4.098,298.153,0.949488,0.949481,-1,4.09602,nan,nan,nan,4.99978,4.10148
10,1.08,4.099,298.154,0.949431,0.94942,-1,4.09563,nan,nan,nan,4.99976,4.10099
11,1.06,4.103,298.154,0.949374,0.94936,-1,4.09551,nan,nan,nan,4.99975,4.1009
12,1.02,4.101,298.155,0.949316,0.9493,-1,4.09569,nan,nan,nan,4.99973,4.10081
13,1.05,4.1,298.155,0.949259,0.949243,-1,4.09516,nan,nan,nan,4.99972,4.10031
14,1.02,4.101,298.155,0.949202,0.949185,-1,4.09545,nan,nan,nan,4.99971,4.10027
15,1.01,4.098,298.156,0.949144,0.949125,-1,4.09531,nan,nan,nan,4.9997,4.10028
16,1.04,4.1,298.156,0.94909,0.949069,-1,4.09469,nan,nan,nan,4.99969,4.10046
17,0.95,4.104,298.157,0.949036,0.949014,-1,4.09571,nan,nan,nan,4.99968,4.10074
18,1.02,4.1,298.157,0.948983,0.94896,-1,4.09483,nan,nan,nan,4.99967,4.10016
19,1.08,4.1,298.157,0.94893,0.948905,-1,4.09396,nan,nan,nan,4.99966,4.10018
20,1.05,4.103,298.158,0.948876,0.948849,-1,4.09426,nan,nan,nan,4.99965,4.10005
21,0.88,4.099,298.158,0.948821,0.948793,-1,4.09609,nan,nan,nan,4.99964,4.10027
22,0.96,4.102,298.158,0.948769,0.948739,-1,4.09525,nan,nan,nan,4.99963,4.10033
23,0.85,4.103,298.159,0.948718,0.948688,-1,4.09649,nan,nan,nan,4.99962,4.10108
24,1.02,4.099,298.159,0.948666,0.948633,-1,4.09423,nan,nan,nan,4.99961,4.0996
25,1.08,4.101,298.159,0.948613,0.948579,-1,4.09348,nan,nan,nan,4.9996,4.09953
26,1.05,4.101,298.16,0.948558,0.948522,-1,4.09359,nan,nan,nan,4.99959,4.09931
27,1.15,4.097,298.16,0.948501,0.948464,-1,4.0923,nan,nan,nan,4.99958,4.09803
28,0.99,4.1,298.161,0.948445,0.948406,-1,4.09409,nan,nan,nan,4.99957,4.09905
29,0.91,4.098,298.161,0.948392,0.948351,-1,4.0948,nan,nan,nan,4.99957,4.09968
30,1.01,4.1,298.161,0.948341,0.948298,-1,4.09367,nan,nan,nan,4.99956,4.09909
31,1.09,4.097,298.162,0.948287,0.948242,-1,4.09268,nan,nan,nan,4.99955,4.09914
32,0.94,4.101,298.162,0.948235,0.948188,-1,4.09429,nan,nan,nan,4.99954,4.0987
33,1.01,4.099,298.162,0.948179,0.948132,-1,4.09336,nan,nan,nan,4.99953,4.09804
34,1.1,4.096,298.163,0.948123,0.948075,-1,4.0921,nan,nan,nan,4.99953,4.09817
35,1.16,4.093,298.163,0.948066,0.948017,-1,4.09125,nan,nan,nan,4.99952,4.0967
36,1.07,4.097,298.164,0.948005,0.947954,-1,4.09203,nan,nan,nan,4.99951,4.09699
37,1.11,4.098,298.164,0.947949,0.947896,-1,4.09145,nan,nan,nan,4.9995,4.09751
38,0.98,4.1,298.164,0.947894,0.947839,-1,4.09289,nan,nan,nan,4.99949,4.09772
39,1.04,4.1,298.165,0.94784,0.947785,-1,4.09228,nan,nan,nan,4.99949,4.09794
40,0.97,4.095,298.165,0.947788,0.94773,-1,4.09295,nan,nan,nan,4.99948,4.09829
41,1.02,4.097,298.165,0.947738,0.947678,-1,4.09248,nan,nan,nan,4.99947,4.09811
42,1.03,4.098,298.166,0.947683,0.947621,-1,4.09214,nan,nan,nan,4.99947,4.09708
43,1.07,4.095,298.166,0.947627,0.947564,-1,4.09148,nan,nan,nan,4.99946,4.09693
44,1.04,4.094,298.166,0.947571,0.947508,-1,4.09178,nan,nan,nan,4.99945,4.09643
45,1.02,4.101,298.167,0.947514,0.947449,-1,4.09185,nan,nan,nan,4.99945,4.0964
46,1.19,4.093,298.167,0.947458,0.947392,-1,4.08969,nan,nan,nan,4.99944,4.09639
47,0.98,4.094,298.168,0.947401,0.947333,-1,4.09205,nan,nan,nan,4.99943,4.09651
48,0.9,4.096,298.168,0.947348,0.947279,-1,4.093,nan,nan,nan,4.99942,4.09703
49,0.91,4.098,298.168,0.947297,0.947228,-1,4.09287,nan,nan,nan,4.99942,4.09682
50,0.97,4.096,298.169,0.947243,0.947172,-1,4.09199,nan,nan,nan,4.99941,4.09669
51,0.92,4.098,298.169,0.94719,0.947117,-1,4.09249,nan,nan,nan,4.99941,4.09624
52,1.07,4.096,298.169,0.947134,0.947061,-1,4.09072,nan,nan,nan,4.9994,4.09593
53,1.02,4.098,298.17,0.947078,0.947004,-1,4.0911,nan,nan,nan,4.99939,4.09607
54,0.99,4.096,298.17,0.947024,0.946949,-1,4.09136,nan,nan,nan,4.99939,4.09606
55,0.86,4.095,298.17,0.946971,0.946894,-1,4.0929,nan,nan,nan,4.99938,4.09691
56,0.87,4.099,298.171,0.946921,0.946843,-1,4.09277,nan,nan,nan,4.99937,4.09715
57,0.91,4.097,298.171,0.946872,0.946792,-1,4.09234,nan,nan,nan,4.99937,4.09691
58,1,4.098,298.171,0.94682,0.946739,-1,4.09122,nan,nan,nan,4.99936,4.09634
59,1.06,4.098,298.172,0.946764,0.946681,-1,4.09021,nan,nan,nan,4.99936,4.09485
60,1.11,4.095,298.172,0.946707,0.946623,-1,4.08938,nan,nan,nan,4.99935,4.09456
61,1.03,4.093,298.172,0.946648,0.946561,-1,4.09002,nan,nan,nan,4.99934,4.09472
62,1.08,4.096,298.173,0.946591,0.946502,-1,4.08949,nan,nan,nan,4.99934,4.09485
63,0.97,4.101,298.173,0.946536,0.946446,-1,4.09073,nan,nan,nan,4.99933,4.09581
64,0.93,4.097,298.173,0.946485,0.946391,-1,4.09108,nan,nan,nan,4.99933,4.09537
65,0.98,4.092,298.174,0.946431,0.946337,-1,4.09044,nan,nan,nan,4.99932,4.09544
66,1.09,4.095,298.174,0.946378,0.946283,-1,4.08905,nan,nan,nan,4.99931,4.0949
67,0.9,4.099,298.174,0.946325,0.946227,-1,4.09125,nan,nan,nan,4.99931,4.09542
68,0.93,4.095,298.175,0.946274,0.946175,-1,4.0909,nan,nan,nan,4.9993,4.09563
69,1.11,4.093,298.175,0.946222,0.946121,-1,4.08877,nan,nan,nan,4.9993,4.094
70,1.07,4.091,298.175,0.946167,0.946066,-1,4.08902,nan,nan,nan,4.99929,4.09439
71,0.96,4.094,298.176,0.946112,0.946008,-1,4.09023,nan,nan,nan,4.99929,4.09475
72,0.92,4.093,298.176,0.946057,0.945952,-1,4.09053,nan,nan,nan,4.99928,4.09414
73,1.03,4.09,298.176,0.946002,0.945897,-1,4.08926,nan,nan,nan,4.99928,4.09413
74,1,4.096,298.177,0.945946,0.94584,-1,4.08943,nan,nan,nan,4.99927,4.09381
75,0.95,4.097,298.177,0.94589,0.945783,-1,4.09,nan,nan,nan,4.99926,4.09403
76,1.07,4.096,298.178,0.945833,0.945726,-1,4.08837,nan,nan,nan,4.99926,4.09349
77,1.07,4.089,298.178,0.945776,0.945666,-1,4.0883,nan,nan,nan,4.99925,4.09334
78,1.07,4.091,298.178,0.94572,0.945609,-1,4.08804,nan,nan,nan,4.99925,4.0933
79,1.02,4.093,298.179,0.945666,0.945553,-1,4.08869,nan,nan,nan,4.99924,4.09327
80,1.04,4.094,298.179,0.945613,0.945498,-1,4.08844,nan,nan,nan,4.99924,4.09364
81,1.07,4.09,298.179,0.945559,0.945442,-1,4.08788,nan,nan,nan,4.99923,4.09355
82,0.93,4.092,298.18,0.945506,0.945387,-1,4.08957,nan,nan,nan,4.99923,4.09337
83,1,4.097,298.18,0.945452,0.945332,-1,4.08861,nan,nan,nan,4.99922,4.09338
84,0.95,4.095,298.18,0.945398,0.945276,-1,4.08913,nan,nan,nan,4.99922,4.09349
85,1.02,4.092,298.18,0.945344,0.945221,-1,4.08818,nan,nan,nan,4.99921,4.09313
86,1.02,4.095,298.181,0.945288,0.945165,-1,4.08814,nan,nan,nan,4.99921,4.09247
87,0.83,4.092,298.181,0.945234,0.945108,-1,4.09029,nan,nan,nan,4.9992,4.0932
88,0.92,4.098,298.181,0.945182,0.945057,-1,4.08923,nan,nan,nan,4.9992,4.09363
89,1,4.093,298.182,0.94513,0.945005,-1,4.08823,nan,nan,nan,4.99919,4.09306
90,1.01,4.091,298.182,0.945075,0.944948,-1,4.08799,nan,nan,nan,4.99919,4.09259
91,0.99,4.095,298.182,0.945023,0.944893,-1,4.08826,nan,nan,nan,4.99918,4.09298
92,0.9,4.096,298.183,0.944971,0.944841,-1,4.08924,nan,nan,nan,4.99918,4.09365
93,1,4.089,298.183,0.944919,0.944789,-1,4.08802,nan,nan,nan,4.99917,4.09247
94,0.95,4.091,298.183,0.944863,0.944729,-1,4.08848,nan,nan,nan,4.99917,4.09148
95,0.95,4.091,298.184,0.944806,0.944672,-1,4.08834,nan,nan,nan,4.99916,4.09212
96,1.06,4.089,298.184,0.944751,0.944615,-1,4.08685,nan,nan,nan,4.99916,4.09126
97,1.07,4.088,298.184,0.944692,0.944554,-1,4.08651,nan,nan,nan,4.99915,4.09077
98,1.11,4.089,298.185,0.944633,0.944494,-1,4.08596,nan,nan,nan,4.99915,4.09043
99,1.16,4.09,298.185,0.944574,0.944433,-1,4.08509,nan,nan,nan,4.99914,4.09032
100,1.13,4.092,298.185,0.944513,0.94437,-1,4.08532,nan,nan,nan,4.99914,4.09014
101,1.06,4.089,298.186,0.944454,0.944308,-1,4.0861,nan,nan,nan,4.99913,4.09016
102,0.95,4.088,298.186,0.944397,0.944248,-1,4.08728,nan,nan,nan,4.99913,4.09079
103,1.09,4.091,298.187,0.94434,0.944192,-1,4.08568,nan,nan,nan,4.99912,4.09043
104,1.06,4.085,298.187,0.944281,0.944132,-1,4.08589,nan,nan,nan,4.99912,4.08993
105,1.09,4.089,298.187,0.944223,0.944071,-1,4.08542,nan,nan,nan,4.99911,4.09005
106,1.07,4.09,298.188,0.944165,0.944012,-1,4.08558,nan,nan,nan,4.99911,4.09024
107,1.06,4.09,298.188,0.94411,0.943955,-1,4.08564,nan,nan,nan,4.9991,4.09051
108,1.07,4.088,298.188,0.944053,0.943896,-1,4.08551,nan,nan,nan,4.9991,4.0898
109,1.03,4.089,298.189,0.943994,0.943836,-1,4.0858,nan,nan,nan,4.99909,4.08984
110,0.97,4.089,298.189,0.943939,0.94378,-1,4.08651,nan,nan,nan,4.99909,4.09056
111,0.99,4.09,298.189,0.943886,0.943726,-1,4.08626,nan,nan,nan,4.99908,4.09079
112,0.99,4.09,298.19,0.943833,0.943673,-1,4.08626,nan,nan,nan,4.99908,4.09044
113,0.98,4.09,298.19,0.943777,0.943615,-1,4.08627,nan,nan,nan,4.99907,4.08981
114,1.04,4.09,298.19,0.943721,0.943557,-1,4.08558,nan,nan,nan,4.99907,4.09003
115,1.03,4.087,298.191,0.943666,0.9435,-1,4.08562,nan,nan,nan,4.99906,4.08995
116,1.04,4.092,298.191,0.943611,0.943444,-1,4.08542,nan,nan,nan,4.99906,4.0905
117,1.12,4.088,298.191,0.943556,0.943388,-1,4.08446,nan,nan,nan,4.99905,4.08944
118,1.04,4.093,298.191,0.943497,0.943326,-1,4.08518,nan,nan,nan,4.99905,4.08888
119,1,4.088,298.192,0.943439,0.943268,-1,4.08565,nan,nan,nan,4.99904,4.08934
120,3.11,4.066,298.192,0.943383,0.943212,-1,4.06024,nan,nan,nan,4.99904,4.06521
121,2.86,4.064,298.195,0.943218,0.943043,-1,4.0606,nan,nan,nan,4.99903,4.06478
122,3.1,4.06,298.197,0.943052,0.942875,-1,4.05573,nan,nan,nan,4.99901,4.06015
123,2.89,4.064,298.199,0.942888,0.942708,-1,4.05661,nan,nan,nan,4.999,4.06175
124,2.72,4.057,298.202,0.942731,0.942548,-1,4.05759,nan,nan,nan,4.99899,4.06161
125,2.96,4.057,298.204,0.942572,0.942387,-1,4.0537,nan,nan,nan,4.99898,4.05712
126,2.97,4.052,298.207,0.942409,0.942222,-1,4.05214,nan,nan,nan,4.99896,4.0564
127,3.08,4.054,298.21,0.942239,0.942049,-1,4.05002,nan,nan,nan,4.99895,4.05392
128,3.05,4.052,298.213,0.942066,0.941873,-1,4.04919,nan,nan,nan,4.99894,4.05369
129,2.78,4.056,298.215,0.941903,0.941708,-1,4.05167,nan,nan,nan,4.99893,4.0552
130,2.73,4.053,298.218,0.941751,0.941552,-1,4.05204,nan,nan,nan,4.99891,4.05583
131,2.49,4.059,298.22,0.941604,0.941403,-1,4.05466,nan,nan,nan,4.9989,4.05936
132,2.9,4.054,298.222,0.941454,0.941251,-1,4.04926,nan,nan,nan,4.99889,4.05414
133,3.57,4.045,298.225,0.941284,0.941078,-1,4.04059,nan,nan,nan,4.99888,4.04502
134,3.27,4.049,298.228,0.941095,0.940887,-1,4.0428,nan,nan,nan,4.99887,4.04673
135,3.04,4.049,298.232,0.940915,0.940705,-1,4.04593,nan,nan,nan,4.99885,4.05027
136,3.23,4.047,298.234,0.940746,0.940535,-1,4.04266,nan,nan,nan,4.99884,4.0467
137,3.05,4.047,298.237,0.940576,0.940365,-1,4.04448,nan,nan,nan,4.99883,4.04806
138,3.15,4.046,298.24,0.940405,0.940193,-1,4.04263,nan,nan,nan,4.99882,4.04642
139,3.49,4.041,298.243,0.940231,0.940016,-1,4.03849,nan,nan,nan,4.99881,4.04288
140,2.89,4.049,298.247,0.940049,0.93983,-1,4.04505,nan,nan,nan,4.99879,4.04873
141,3.35,4.044,298.249,0.939879,0.93966,-1,4.03899,nan,nan,nan,4.99878,4.04423
142,3.31,4.043,298.252,0.939707,0.939484,-1,4.03926,nan,nan,nan,4.99877,4.04452
143,2.99,4.041,298.255,0.939538,0.939311,-1,4.04293,nan,nan,nan,4.99876,4.04653
144,2.92,4.046,298.258,0.939375,0.939147,-1,4.04361,nan,nan,nan,4.99875,4.04898
145,3.06,4.043,298.261,0.93921,0.938979,-1,4.04209,nan,nan,nan,4.99874,4.04595
146,2.99,4.044,298.263,0.939046,0.938813,-1,4.04245,nan,nan,nan,4.99873,4.04476
147,3.25,4.041,298.266,0.938872,0.93864,-1,4.03904,nan,nan,nan,4.99872,4.04228
148,3.11,4.045,298.269,0.938695,0.938462,-1,4.04023,nan,nan,nan,4.99871,4.0441
149,2.62,4.052,298.272,0.938531,0.938295,-1,4.0465,nan,nan,nan,4.9987,4.04957
150,2.67,4.046,298.274,0.938382,0.938144,-1,4.04549,nan,nan,nan,4.99869,4.04883
151,2.9,4.046,298.277,0.938223,0.937984,-1,4.04273,nan,nan,nan,4.99868,4.04578
152,3.31,4.041,298.28,0.938048,0.937807,-1,4.03752,nan,nan,nan,4.99866,4.04115
153,2.94,4.045,298.283,0.937873,0.937631,-1,4.04154,nan,nan,nan,4.99865,4.04463
154,3.21,4.039,298.285,0.937706,0.937462,-1,4.03828,nan,nan,nan,4.99864,4.04079
155,3.25,4.04,298.289,0.937522,0.937278,-1,4.03683,nan,nan,nan,4.99863,4.04047
156,3.48,4.036,298.292,0.937342,0.937096,-1,4.0338,nan,nan,nan,4.99862,4.03815
157,3.23,4.039,298.295,0.937165,0.936915,-1,4.0366,nan,nan,nan,4.99861,4.03992
158,3.09,4.039,298.298,0.936985,0.936733,-1,4.03784,nan,nan,nan,4.9986,4.04114
159,3.08,4.041,298.301,0.936809,0.936553,-1,4.03738,nan,nan,nan,4.99859,4.04085
160,3.26,4.04,298.304,0.936636,0.93638,-1,4.03491,nan,nan,nan,4.99858,4.03966
161,2.81,4.045,298.306,0.936472,0.936213,-1,4.04061,nan,nan,nan,4.99857,4.04418
162,2.79,4.042,298.309,0.936325,0.936064,-1,4.04106,nan,nan,nan,4.99856,4.0444
163,2.63,4.046,298.311,0.936169,0.935906,-1,4.04305,nan,nan,nan,4.99855,4.04593
164,2.75,4.044,298.313,0.936018,0.935754,-1,4.04178,nan,nan,nan,4.99854,4.04559
165,3.21,4.039,298.315,0.935861,0.935594,-1,4.03628,nan,nan,nan,4.99853,4.03962
166,2.57,4.048,298.318,0.935699,0.93543,-1,4.04352,nan,nan,nan,4.99852,4.04663
167,2.71,4.045,298.32,0.935555,0.935284,-1,4.04207,nan,nan,nan,4.99852,4.04524
168,2.87,4.045,298.322,0.935402,0.935129,-1,4.04048,nan,nan,nan,4.99851,4.04254
169,3.16,4.041,298.325,0.935237,0.934961,-1,4.03636,nan,nan,nan,4.9985,4.03974
170,3.52,4.033,298.328,0.935056,0.934777,-1,4.03151,nan,nan,nan,4.99849,4.03391
171,3.06,4.036,298.331,0.93487,0.93459,-1,4.03646,nan,nan,nan,4.99848,4.03988
172,2.96,4.039,298.333,0.934704,0.934422,-1,4.0375,nan,nan,nan,4.99847,4.04011
173,2.87,4.043,298.336,0.934543,0.934258,-1,4.03841,nan,nan,nan,4.99846,4.04173
174,2.77,4.043,298.338,0.934389,0.934103,-1,4.0396,nan,nan,nan,4.99845,4.04283
175,3.16,4.038,298.34,0.934234,0.933947,-1,4.03494,nan,nan,nan,4.99844,4.03822
176,3.2,4.039,298.343,0.93406,0.933771,-1,4.034,nan,nan,nan,4.99843,4.03701
177,3.05,4.039,298.346,0.933879,0.933588,-1,4.03503,nan,nan,nan,4.99842,4.03816
178,2.83,4.04,298.348,0.933716,0.933424,-1,4.03736,nan,nan,nan,4.99841,4.03951
179,2.64,4.044,298.35,0.93357,0.933277,-1,4.04022,nan,nan,nan,4.99841,4.04405
180,3.66,4.032,298.353,0.933417,0.933121,-1,4.02763,nan,nan,nan,4.9984,4.03101
181,4.25,4.021,298.356,0.933208,0.932909,-1,4.01966,nan,nan,nan,4.99839,4.02291
182,4.27,4.02,298.361,0.932976,0.932677,-1,4.01821,nan,nan,nan,4.99837,4.02112
183,2.97,4.035,298.366,0.932745,0.932444,-1,4.03248,nan,nan,nan,4.99836,4.03505
184,3.01,4.036,298.369,0.932577,0.932273,-1,4.03215,nan,nan,nan,4.99835,4.03533
185,3.22,4.035,298.371,0.932413,0.932108,-1,4.02966,nan,nan,nan,4.99834,4.03356
186,3.05,4.037,298.374,0.932244,0.931937,-1,4.03173,nan,nan,nan,4.99833,4.0352
187,2.82,4.038,298.376,0.932086,0.931778,-1,4.03498,nan,nan,nan,4.99833,4.0383
188,3.02,4.04,298.378,0.931926,0.931616,-1,4.03259,nan,nan,nan,4.99832,4.03607
189,2.96,4.031,298.381,0.931761,0.931449,-1,4.03354,nan,nan,nan,4.99831,4.0359
190,3.17,4.036,298.383,0.931607,0.931293,-1,4.03101,nan,nan,nan,4.9983,4.03478
191,3.05,4.037,298.385,0.931439,0.931123,-1,4.03218,nan,nan,nan,4.99829,4.03581
192,3.2,4.035,298.388,0.931266,0.930946,-1,4.03035,nan,nan,nan,4.99828,4.03322
193,3.5,4.029,298.391,0.931081,0.930758,-1,4.02609,nan,nan,nan,4.99827,4.03019
194,2.81,4.038,298.394,0.930902,0.930574,-1,4.034,nan,nan,nan,4.99827,4.03606
195,2.55,4.036,298.396,0.930742,0.930414,-1,4.03714,nan,nan,nan,4.99826,4.03859
196,2.79,4.035,298.398,0.930596,0.930268,-1,4.03468,nan,nan,nan,4.99825,4.03788
197,2.76,4.04,298.4,0.930445,0.930115,-1,4.0353,nan,nan,nan,4.99824,4.03798
198,2.99,4.036,298.402,0.930286,0.929954,-1,4.03273,nan,nan,nan,4.99823,4.03541
199,2.45,4.043,298.404,0.930132,0.929797,-1,4.03894,nan,nan,nan,4.99823,4.04159
200,3.01,4.033,298.406,0.929991,0.929654,-1,4.03265,nan,nan,nan,4.99822,4.03551
201,3.45,4.031,298.408,0.929816,0.929477,-1,4.02712,nan,nan,nan,4.99821,4.02957
202,3.63,4.026,298.412,0.929628,0.929286,-1,4.0236,nan,nan,nan,4.9982,4.02748
203,3.17,4.034,298.415,0.929442,0.929098,-1,4.02846,nan,nan,nan,4.99819,4.03182
204,3.09,4.034,298.417,0.929265,0.928918,-1,4.02925,nan,nan,nan,4.99818,4.03245
205,3.09,4.036,298.42,0.929101,0.928753,-1,4.0293,nan,nan,nan,4.99818,4.0324
206,3.11,4.031,298.422,0.928924,0.928574,-1,4.02894,nan,nan,nan,4.99817,4.03114
207,3.24,4.028,298.425,0.928747,0.928394,-1,4.02664,nan,nan,nan,4.99816,4.02879
208,3.17,4.027,298.428,0.928568,0.928214,-1,4.02719,nan,nan,nan,4.99815,4.02964
209,3.32,4.029,298.43,0.928396,0.928041,-1,4.02575,nan,nan,nan,4.99814,4.02874
210,17.33,3.86,298.433,0.928209,0.927852,-1,3.85814,nan,nan,nan,4.99813,3.8616
211,15.99,3.864,298.494,0.927272,0.926909,-1,3.85825,nan,nan,nan,4.99809,3.86197
212,14.77,3.861,298.546,0.926441,0.926073,-1,3.85983,nan,nan,nan,4.99805,3.86459
213,14.28,3.86,298.599,0.925615,0.925242,-1,3.85832,nan,nan,nan,4.99801,3.86112
214,14.44,3.854,298.649,0.924828,0.924452,-1,3.8493,nan,nan,nan,4.99798,3.85199
215,15.23,3.835,298.699,0.924051,0.92367,-1,3.8343,nan,nan,nan,4.99794,3.83794
216,16.58,3.818,298.761,0.923173,0.922786,-1,3.81236,nan,nan,nan,4.9979,3.81557
217,15.32,3.825,298.823,0.92231,0.921916,-1,3.8231,nan,nan,nan,4.99786,3.82398
218,15.68,3.814,298.886,0.921439,0.921041,-1,3.81431,nan,nan,nan,4.99783,3.81643
219,17.22,3.793,298.953,0.920543,0.920138,-1,3.78996,nan,nan,nan,4.99779,3.79384
220,16.77,3.794,299.029,0.919587,0.919177,-1,3.79003,nan,nan,nan,4.99775,3.79406
221,14.05,3.825,299.089,0.918754,0.91834,-1,3.82151,nan,nan,nan,4.99771,3.82372
222,13.19,3.834,299.14,0.918001,0.917584,-1,3.8325,nan,nan,nan,4.99768,3.8343
223,13.64,3.828,299.188,0.917272,0.916851,-1,3.82643,nan,nan,nan,4.99765,3.82994
224,14.7,3.816,299.242,0.916479,0.916054,-1,3.81292,nan,nan,nan,4.99762,3.81646
225,15.15,3.813,299.297,0.915684,0.915255,-1,3.80846,nan,nan,nan,4.99759,3.81064
226,14.46,3.818,299.359,0.914832,0.914398,-1,3.81323,nan,nan,nan,4.99755,3.81582
227,16,3.797,299.42,0.913981,0.913543,-1,3.79329,nan,nan,nan,4.99752,3.79735
228,15.92,3.8,299.486,0.9131,0.912657,-1,3.79535,nan,nan,nan,4.99748,3.79652
229,15.72,3.795,299.55,0.912226,0.91178,-1,3.79376,nan,nan,nan,4.99745,3.79646
230,18.13,3.766,299.624,0.911288,0.910834,-1,3.76346,nan,nan,nan,4.99741,3.76533
231,15.72,3.792,299.699,0.910338,0.90988,-1,3.78982,nan,nan,nan,4.99737,3.79101
232,14.53,3.802,299.762,0.909477,0.909014,-1,3.8031,nan,nan,nan,4.99734,3.80501
233,12.19,3.831,299.81,0.908738,0.908271,-1,3.83205,nan,nan,nan,4.99731,3.83362
234,13.63,3.824,299.852,0.908048,0.907577,-1,3.81621,nan,nan,nan,4.99729,3.82009
235,13.97,3.817,299.902,0.907282,0.906808,-1,3.81426,nan,nan,nan,4.99726,3.81514
236,13.75,3.817,299.956,0.906474,0.905996,-1,3.81592,nan,nan,nan,4.99723,3.81781
237,14.81,3.81,300.007,0.905695,0.905211,-1,3.80623,nan,nan,nan,4.9972,3.8066
238,14.95,3.802,300.06,0.904895,0.904406,-1,3.80287,nan,nan,nan,4.99717,3.80394
239,14.57,3.809,300.114,0.904091,0.903596,-1,3.80525,nan,nan,nan,4.99714,3.80791
240,16.51,3.785,300.173,0.903235,0.902736,-1,3.78418,nan,nan,nan,4.99711,3.78429
241,15.03,3.803,300.236,0.902356,0.901852,-1,3.79748,nan,nan,nan,4.99708,3.79967
242,14.54,3.805,300.293,0.901519,0.90101,-1,3.80177,nan,nan,nan,4.99705,3.80428
243,15.73,3.79,300.352,0.900669,0.900156,-1,3.78829,nan,nan,nan,4.99702,3.79021
244,15.99,3.786,300.413,0.899806,0.899286,-1,3.78346,nan,nan,nan,4.99698,3.78563
245,14.75,3.795,300.47,0.898963,0.898441,-1,3.7977,nan,nan,nan,4.99695,3.79827
246,14.17,3.803,300.524,0.898147,0.897619,-1,3.80376,nan,nan,nan,4.99693,3.80644
247,13.48,3.816,300.57,0.897399,0.896868,-1,3.81178,nan,nan,nan,4.9969,3.81553
248,13.02,3.821,300.614,0.896658,0.896123,-1,3.82008,nan,nan,nan,4.99687,3.82058
249,13.87,3.81,300.659,0.89591,0.895372,-1,3.81215,nan,nan,nan,4.99685,3.81264
250,15.67,3.794,300.709,0.895116,0.894574,-1,3.78988,nan,nan,nan,4.99682,3.79157
251,15.26,3.795,300.767,0.89425,0.893704,-1,3.79184,nan,nan,nan,4.99679,3.79559
252,15.1,3.794,300.822,0.893416,0.892864,-1,3.79365,nan,nan,nan,4.99676,3.79649
253,14.11,3.806,300.873,0.89261,0.892052,-1,3.80596,nan,nan,nan,4.99673,3.80668
254,16.04,3.782,300.932,0.891734,0.891172,-1,3.78093,nan,nan,nan,4.9967,3.78307
255,14.19,3.808,300.985,0.890916,0.890349,-1,3.80134,nan,nan,nan,4.99667,3.80346
256,15.12,3.788,301.037,0.890093,0.889521,-1,3.791,nan,nan,nan,4.99665,3.79196
257,17.18,3.771,301.101,0.889185,0.888609,-1,3.76658,nan,nan,nan,4.99662,3.76806
258,18.09,3.754,301.172,0.88822,0.88764,-1,3.75279,nan,nan,nan,4.99658,3.75524
259,16.61,3.767,301.248,0.887225,0.88664,-1,3.76707,nan,nan,nan,4.99655,3.76903
260,17.33,3.759,301.316,0.886284,0.885694,-1,3.75741,nan,nan,nan,4.99652,3.7589
261,18,3.751,301.389,0.885314,0.884718,-1,3.74957,nan,nan,nan,4.99649,3.74993
262,16.91,3.763,301.463,0.884333,0.883731,-1,3.75717,nan,nan,nan,4.99645,3.76056
263,17.2,3.756,301.529,0.883405,0.882797,-1,3.75558,nan,nan,nan,4.99642,3.75719
264,15.04,3.78,301.588,0.882534,0.88192,-1,3.78016,nan,nan,nan,4.99639,3.78142
265,14.82,3.782,301.642,0.881696,0.881077,-1,3.78264,nan,nan,nan,4.99637,3.78409
266,13.12,3.804,301.693,0.880873,0.880251,-1,3.80286,nan,nan,nan,4.99634,3.80464
267,14.39,3.794,301.736,0.880118,0.879491,-1,3.79017,nan,nan,nan,4.99631,3.79359
268,14.28,3.796,301.783,0.879322,0.878691,-1,3.79348,nan,nan,nan,4.99629,3.79484
269,13.07,3.813,301.821,0.878593,0.877957,-1,3.80875,nan,nan,nan,4.99627,3.81047
270,18.42,3.752,301.868,0.877791,0.87715,-1,3.74985,nan,nan,nan,4.99624,3.7524
271,20.06,3.731,301.945,0.876754,0.876107,-1,3.73086,nan,nan,nan,4.99621,3.73024
272,19.32,3.732,302.027,0.875698,0.875045,-1,3.73184,nan,nan,nan,4.99617,3.73404
