t,i_meas,v_meas,T_true,soc_true,soc_est,soc_std,v_pred,soc_lower,soc_upper,capacity_est,capacity_true,v_true
648,-5.06,3.785,299.482,0.37924,0.379287,-1,3.78834,nan,nan,nan,4.99388,3.78726
649,-4.98,3.787,299.483,0.379517,0.379564,-1,3.78756,nan,nan,nan,4.99388,3.78746
650,-5.01,3.784,299.483,0.379793,0.37984,-1,3.78749,nan,nan,nan,4.99387,3.78765
651,-5.04,3.789,299.484,0.38007,0.380118,-1,3.78873,nan,nan,nan,4.99387,3.78785
652,-5.01,3.791,299.484,0.380347,0.380394,-1,3.78862,nan,nan,nan,4.99386,3.78804
653,-4.91,3.789,299.485,0.380623,0.380671,-1,3.78764,nan,nan,nan,4.99386,3.78824
654,-5.05,3.787,299.486,0.3809,0.380948,-1,3.78842,nan,nan,nan,4.99385,3.78843
655,-5.03,3.786,299.486,0.381177,0.381224,-1,3.78866,nan,nan,nan,4.99385,3.78863
656,-4.94,3.79,299.487,0.381454,0.3815,-1,3.78875,nan,nan,nan,4.99384,3.78882
657,-4.97,3.792,299.487,0.38173,0.381777,-1,3.78848,nan,nan,nan,4.99383,3.78901
658,-5.02,3.79,299.488,0.382007,0.382054,-1,3.78883,nan,nan,nan,4.99383,3.78921
659,-5.1,3.788,299.489,0.382284,0.38233,-1,3.79125,nan,nan,nan,4.99382,3.7894
660,-5.04,3.79,299.489,0.382561,0.382607,-1,3.79053,nan,nan,nan,4.99382,3.7896
661,-5.01,3.786,299.49,0.382837,0.382885,-1,3.78954,nan,nan,nan,4.99381,3.78979
662,-5.03,3.789,299.49,0.383114,0.383162,-1,3.79065,nan,nan,nan,4.99381,3.78998
663,-4.97,3.792,299.491,0.383391,0.383439,-1,3.78925,nan,nan,nan,4.9938,3.79018
664,-5.04,3.793,299.491,0.383667,0.383718,-1,3.79093,nan,nan,nan,4.9938,3.79037
665,-4.9,3.788,299.492,0.383944,0.383995,-1,3.78923,nan,nan,nan,4.99379,3.79057
666,-4.99,3.789,299.493,0.384221,0.384271,-1,3.79104,nan,nan,nan,4.99379,3.79076
667,-5.03,3.794,299.493,0.384498,0.384547,-1,3.79164,nan,nan,nan,4.99378,3.79095
668,-4.9,3.789,299.494,0.384774,0.384824,-1,3.79012,nan,nan,nan,4.99378,3.79115
669,-5,3.792,299.494,0.385051,0.385099,-1,3.79126,nan,nan,nan,4.99377,3.79134
670,-4.97,3.794,299.495,0.385328,0.385375,-1,3.79164,nan,nan,nan,4.99377,3.79154
671,-4.97,3.79,299.496,0.385605,0.385652,-1,3.79096,nan,nan,nan,4.99376,3.79173
672,-4.93,3.79,299.496,0.385881,0.385928,-1,3.79074,nan,nan,nan,4.99375,3.79192
673,-4.92,3.791,299.497,0.386158,0.386206,-1,3.79099,nan,nan,nan,4.99375,3.79212
674,-5.03,3.798,299.497,0.386435,0.386481,-1,3.79282,nan,nan,nan,4.99374,3.79231
675,-4.98,3.796,299.498,0.386712,0.386757,-1,3.7919,nan,nan,nan,4.99374,3.7925
676,-4.95,3.792,299.498,0.386988,0.387033,-1,3.79205,nan,nan,nan,4.99373,3.7927
677,-4.88,3.792,299.499,0.387265,0.387309,-1,3.79124,nan,nan,nan,4.99373,3.79289
678,-5.03,3.793,299.499,0.387542,0.387585,-1,3.79254,nan,nan,nan,4.99372,3.79309
679,-5.03,3.795,299.5,0.387818,0.387862,-1,3.79414,nan,nan,nan,4.99372,3.79328
680,-5.01,3.796,299.501,0.388095,0.388139,-1,3.79334,nan,nan,nan,4.99371,3.79347
681,-5.07,3.793,299.501,0.388372,0.388415,-1,3.79464,nan,nan,nan,4.99371,3.79367
682,-5.08,3.793,299.502,0.388649,0.388691,-1,3.79488,nan,nan,nan,4.9937,3.79386
683,-5.02,3.799,299.502,0.388925,0.388967,-1,3.79343,nan,nan,nan,4.9937,3.79405
684,-4.91,3.793,299.503,0.389202,0.389245,-1,3.7931,nan,nan,nan,4.99369,3.79425
685,-5.04,3.797,299.503,0.389479,0.38952,-1,3.79445,nan,nan,nan,4.99369,3.79444
686,-5.05,3.795,299.504,0.389756,0.389797,-1,3.79475,nan,nan,nan,4.99368,3.79463
687,-5,3.793,299.504,0.390032,0.390073,-1,3.79458,nan,nan,nan,4.99368,3.79483
688,-4.99,3.792,299.505,0.390309,0.39035,-1,3.79452,nan,nan,nan,4.99367,3.79502
689,-4.95,3.794,299.506,0.390586,0.390626,-1,3.79473,nan,nan,nan,4.99367,3.79521
690,-5.03,3.794,299.506,0.390863,0.390903,-1,3.79582,nan,nan,nan,4.99366,3.79541
691,-4.88,3.797,299.507,0.391139,0.391178,-1,3.79405,nan,nan,nan,4.99365,3.7956
692,-4.97,3.794,299.507,0.391416,0.391453,-1,3.79525,nan,nan,nan,4.99365,3.7958
693,-4.98,3.794,299.508,0.391693,0.391727,-1,3.79597,nan,nan,nan,4.99364,3.79599
694,-5.03,3.796,299.508,0.39197,0.392004,-1,3.79634,nan,nan,nan,4.99364,3.79618
695,-4.99,3.796,299.509,0.392246,0.39228,-1,3.79635,nan,nan,nan,4.99363,3.79638
696,-5.03,3.794,299.509,0.392523,0.392556,-1,3.79698,nan,nan,nan,4.99363,3.79657
697,-5.05,3.802,299.51,0.3928,0.392833,-1,3.79678,nan,nan,nan,4.99362,3.79676
698,-4.89,3.795,299.51,0.393077,0.39311,-1,3.79533,nan,nan,nan,4.99362,3.79696
699,-4.96,3.797,299.511,0.393353,0.393387,-1,3.79681,nan,nan,nan,4.99361,3.79715
700,-5.09,3.797,299.511,0.39363,0.393663,-1,3.79827,nan,nan,nan,4.99361,3.79735
701,-4.99,3.797,299.512,0.393907,0.39394,-1,3.79736,nan,nan,nan,4.9936,3.79754
702,-5.01,3.799,299.512,0.394184,0.394215,-1,3.79774,nan,nan,nan,4.9936,3.79773
703,-5.06,3.801,299.513,0.39446,0.394493,-1,3.79841,nan,nan,nan,4.99359,3.79793
704,-4.98,3.796,299.513,0.394737,0.39477,-1,3.79752,nan,nan,nan,4.99359,3.79812
705,-5.05,3.799,299.514,0.395014,0.395046,-1,3.79884,nan,nan,nan,4.99358,3.79832
706,-4.94,3.798,299.515,0.39529,0.395323,-1,3.79738,nan,nan,nan,4.99358,3.79851
707,-5.03,3.799,299.515,0.395567,0.3956,-1,3.79907,nan,nan,nan,4.99357,3.7987
708,-5.02,3.797,299.516,0.395844,0.395877,-1,3.79879,nan,nan,nan,4.99357,3.7989
709,-5.04,3.798,299.516,0.396121,0.396152,-1,3.79962,nan,nan,nan,4.99356,3.79909
710,-4.96,3.797,299.517,0.396397,0.39643,-1,3.79884,nan,nan,nan,4.99356,3.79929
711,-4.98,3.8,299.517,0.396674,0.396706,-1,3.79884,nan,nan,nan,4.99355,3.79948
712,-4.94,3.803,299.518,0.396951,0.396982,-1,3.79856,nan,nan,nan,4.99355,3.79968
713,-5.01,3.802,299.518,0.397228,0.397258,-1,3.79976,nan,nan,nan,4.99354,3.79987
714,-5.04,3.8,299.519,0.397504,0.397536,-1,3.80022,nan,nan,nan,4.99354,3.80006
715,-4.99,3.799,299.519,0.397781,0.397812,-1,3.80039,nan,nan,nan,4.99353,3.80026
716,-4.97,3.799,299.52,0.398058,0.398089,-1,3.79957,nan,nan,nan,4.99352,3.80045
717,-4.95,3.8,299.52,0.398335,0.398364,-1,3.79991,nan,nan,nan,4.99352,3.80065
718,-5.14,3.803,299.521,0.398611,0.39864,-1,3.80224,nan,nan,nan,4.99351,3.80084
719,-4.92,3.799,299.521,0.398888,0.398918,-1,3.79908,nan,nan,nan,4.99351,3.80104
720,-4.94,3.8,299.522,0.399165,0.399194,-1,3.80052,nan,nan,nan,4.9935,3.80123
721,-5.06,3.803,299.522,0.399442,0.39947,-1,3.80149,nan,nan,nan,4.9935,3.80143
722,-5.01,3.802,299.523,0.399718,0.399748,-1,3.80209,nan,nan,nan,4.99349,3.80162
723,-4.94,3.802,299.523,0.399995,0.400022,-1,3.80107,nan,nan,nan,4.99349,3.80182
724,-5.06,3.806,299.524,0.400272,0.400299,-1,3.80269,nan,nan,nan,4.99348,3.80201
725,-4.95,3.803,299.524,0.400549,0.400576,-1,3.80198,nan,nan,nan,4.99348,3.80221
726,-5,3.801,299.525,0.400825,0.400853,-1,3.80253,nan,nan,nan,4.99347,3.8024
727,-5.06,3.799,299.525,0.401102,0.40113,-1,3.80357,nan,nan,nan,4.99347,3.8026
728,-4.99,3.805,299.526,0.401379,0.401408,-1,3.80265,nan,nan,nan,4.99346,3.80279
729,-4.99,3.801,299.526,0.401656,0.401683,-1,3.8031,nan,nan,nan,4.99346,3.80299
730,-5.04,3.804,299.526,0.401932,0.401959,-1,3.80366,nan,nan,nan,4.99345,3.80319
731,-5.04,3.802,299.527,0.402209,0.402235,-1,3.80355,nan,nan,nan,4.99345,3.80338
732,-5.03,3.804,299.527,0.402486,0.402512,-1,3.80425,nan,nan,nan,4.99344,3.80358
733,-4.97,3.803,299.528,0.402763,0.402788,-1,3.8032,nan,nan,nan,4.99344,3.80377
734,-5.04,3.804,299.528,0.403039,0.403067,-1,3.80442,nan,nan,nan,4.99343,3.80397
735,-5.02,3.805,299.529,0.403316,0.403343,-1,3.80366,nan,nan,nan,4.99343,3.80416
736,-5.1,3.806,299.529,0.403593,0.40362,-1,3.80524,nan,nan,nan,4.99342,3.80436
737,-4.96,3.802,299.53,0.40387,0.403896,-1,3.80387,nan,nan,nan,4.99342,3.80456
738,-4.99,3.805,299.53,0.404146,0.404174,-1,3.80443,nan,nan,nan,4.99341,3.80475
739,-5.03,3.805,299.531,0.404423,0.40445,-1,3.80515,nan,nan,nan,4.99341,3.80495
740,-5.11,3.806,299.531,0.4047,0.404726,-1,3.80571,nan,nan,nan,4.9934,3.80515
741,-4.92,3.803,299.532,0.404977,0.405003,-1,3.80424,nan,nan,nan,4.9934,3.80534
742,-5.08,3.806,299.532,0.405253,0.40528,-1,3.80678,nan,nan,nan,4.99339,3.80554
743,-5.05,3.802,299.533,0.40553,0.405557,-1,3.80713,nan,nan,nan,4.99339,3.80574
744,-5.16,3.805,299.533,0.405807,0.405832,-1,3.80723,nan,nan,nan,4.99338,3.80593
745,-5.05,3.807,299.534,0.406084,0.406109,-1,3.80656,nan,nan,nan,4.99338,3.80613
746,-5.01,3.807,299.534,0.40636,0.406387,-1,3.80685,nan,nan,nan,4.99337,3.80633
747,-5.04,3.809,299.534,0.406637,0.406662,-1,3.80676,nan,nan,nan,4.99337,3.80652
748,-4.98,3.804,299.535,0.406914,0.406938,-1,3.8059,nan,nan,nan,4.99336,3.80672
749,-5.06,3.809,299.535,0.407191,0.407216,-1,3.80769,nan,nan,nan,4.99336,3.80692
750,-5.07,3.807,299.536,0.407468,0.407492,-1,3.80803,nan,nan,nan,4.99335,3.80712
751,-4.96,3.806,299.536,0.407744,0.40777,-1,3.80671,nan,nan,nan,4.99335,3.80731
752,-4.97,3.809,299.537,0.408021,0.408046,-1,3.80724,nan,nan,nan,4.99334,3.80751
753,-5.11,3.809,299.537,0.408298,0.408322,-1,3.80842,nan,nan,nan,4.99334,3.80771
754,-5.07,3.81,299.538,0.408575,0.408599,-1,3.80851,nan,nan,nan,4.99333,3.80791
755,-5.01,3.81,299.538,0.408851,0.408877,-1,3.80821,nan,nan,nan,4.99333,3.80811
756,-5.04,3.808,299.539,0.409128,0.409154,-1,3.80877,nan,nan,nan,4.99332,3.8083
757,-5.03,3.81,299.539,0.409405,0.40943,-1,3.80852,nan,nan,nan,4.99332,3.8085
758,-5.05,3.81,299.539,0.409682,0.409706,-1,3.8092,nan,nan,nan,4.99331,3.8087
759,-4.99,3.813,299.54,0.409958,0.409983,-1,3.80835,nan,nan,nan,4.99331,3.8089
760,-4.97,3.808,299.54,0.410235,0.410261,-1,3.80864,nan,nan,nan,4.9933,3.8091
761,-5.05,3.809,299.541,0.410512,0.410539,-1,3.80955,nan,nan,nan,4.9933,3.8093
762,-5.03,3.811,299.541,0.410789,0.410814,-1,3.8098,nan,nan,nan,4.99329,3.8095
763,-4.99,3.809,299.542,0.411065,0.411091,-1,3.80949,nan,nan,nan,4.99329,3.8097
764,-5.06,3.809,299.542,0.411342,0.411367,-1,3.81067,nan,nan,nan,4.99328,3.80989
765,-4.99,3.809,299.543,0.411619,0.411644,-1,3.80984,nan,nan,nan,4.99328,3.81009
766,-5,3.813,299.543,0.411896,0.41192,-1,3.81017,nan,nan,nan,4.99327,3.81029
767,-4.95,3.811,299.543,0.412172,0.412195,-1,3.81003,nan,nan,nan,4.99327,3.81049
768,-5.07,3.811,299.544,0.412449,0.412471,-1,3.81102,nan,nan,nan,4.99326,3.81069
769,-5.1,3.811,299.544,0.412726,0.41275,-1,3.81124,nan,nan,nan,4.99326,3.81089
770,-5.05,3.811,299.545,0.413003,0.413027,-1,3.81181,nan,nan,nan,4.99325,3.81109
771,-4.97,3.815,299.545,0.413279,0.413303,-1,3.81034,nan,nan,nan,4.99325,3.81129
772,-5.01,3.808,299.546,0.413556,0.413578,-1,3.81162,nan,nan,nan,4.99324,3.81149
773,-4.99,3.814,299.546,0.413833,0.413857,-1,3.81119,nan,nan,nan,4.99324,3.81169
774,-4.99,3.815,299.546,0.41411,0.414133,-1,3.81156,nan,nan,nan,4.99323,3.81189
775,-5.02,3.807,299.547,0.414387,0.414408,-1,3.81191,nan,nan,nan,4.99323,3.8121
776,-5.01,3.814,299.547,0.414663,0.414684,-1,3.81199,nan,nan,nan,4.99322,3.8123
777,-5.01,3.815,299.548,0.41494,0.414961,-1,3.81307,nan,nan,nan,4.99322,3.8125
778,-5.01,3.813,299.548,0.415217,0.415237,-1,3.81322,nan,nan,nan,4.99321,3.8127
779,-4.99,3.812,299.549,0.415494,0.415514,-1,3.81245,nan,nan,nan,4.99321,3.8129
780,-5,3.818,299.549,0.41577,0.415789,-1,3.81281,nan,nan,nan,4.9932,3.8131
781,-4.89,3.817,299.549,0.416047,0.416065,-1,3.81197,nan,nan,nan,4.9932,3.8133
782,-4.96,3.814,299.55,0.416324,0.416342,-1,3.81291,nan,nan,nan,4.99319,3.81351
783,-4.96,3.815,299.55,0.416601,0.416617,-1,3.81305,nan,nan,nan,4.99319,3.81371
784,-4.99,3.816,299.551,0.416877,0.416894,-1,3.81361,nan,nan,nan,4.99318,3.81391
785,-4.97,3.816,299.551,0.417154,0.41717,-1,3.81379,nan,nan,nan,4.99318,3.81411
786,-5.03,3.815,299.551,0.417431,0.417446,-1,3.81455,nan,nan,nan,4.99317,3.81431
787,-5.01,3.813,299.552,0.417708,0.417722,-1,3.81485,nan,nan,nan,4.99317,3.81452
788,-4.95,3.814,299.552,0.417984,0.417999,-1,3.81464,nan,nan,nan,4.99316,3.81472
789,-4.95,3.818,299.553,0.418261,0.418274,-1,3.81428,nan,nan,nan,4.99316,3.81492
790,-5,3.815,299.553,0.418538,0.418551,-1,3.81561,nan,nan,nan,4.99315,3.81513
791,-4.94,3.816,299.554,0.418815,0.41883,-1,3.81449,nan,nan,nan,4.99315,3.81533
792,-4.99,3.815,299.554,0.419092,0.419105,-1,3.81504,nan,nan,nan,4.99314,3.81553
793,-4.92,3.818,299.554,0.419368,0.419381,-1,3.81484,nan,nan,nan,4.99314,3.81574
794,-5.08,3.819,299.555,0.419645,0.419659,-1,3.81675,nan,nan,nan,4.99313,3.81594
795,-5.03,3.815,299.555,0.419922,0.419936,-1,3.81608,nan,nan,nan,4.99313,3.81614
796,-5.02,3.816,299.556,0.420199,0.420211,-1,3.81651,nan,nan,nan,4.99312,3.81635
797,-4.98,3.818,299.556,0.420475,0.420487,-1,3.81649,nan,nan,nan,4.99312,3.81655
798,-4.98,3.817,299.556,0.420752,0.420764,-1,3.8162,nan,nan,nan,4.99311,3.81676
799,-5.06,3.819,299.557,0.421029,0.421039,-1,3.81815,nan,nan,nan,4.99311,3.81696
800,-5.03,3.818,299.557,0.421306,0.421317,-1,3.81773,nan,nan,nan,4.9931,3.81717
801,-4.92,3.815,299.558,0.421582,0.421593,-1,3.81611,nan,nan,nan,4.9931,3.81737
802,-5,3.816,299.558,0.421859,0.421868,-1,3.81759,nan,nan,nan,4.99309,3.81758
803,-4.98,3.82,299.558,0.422136,0.422145,-1,3.81738,nan,nan,nan,4.99309,3.81778
804,-5.02,3.818,299.559,0.422413,0.422421,-1,3.81796,nan,nan,nan,4.99308,3.81799
805,-5.07,3.816,299.559,0.42269,0.422697,-1,3.81827,nan,nan,nan,4.99308,3.81819
806,-5.11,3.817,299.56,0.422966,0.422975,-1,3.81984,nan,nan,nan,4.99307,3.8184
807,-5.07,3.817,299.56,0.423243,0.423254,-1,3.8192,nan,nan,nan,4.99307,3.81861
808,-5.07,3.821,299.56,0.42352,0.423531,-1,3.81993,nan,nan,nan,4.99306,3.81881
809,-5,3.817,299.561,0.423797,0.423808,-1,3.81901,nan,nan,nan,4.99306,3.81902
810,-5.04,3.822,299.561,0.424073,0.424084,-1,3.81947,nan,nan,nan,4.99305,3.81923
811,-4.99,3.82,299.561,0.42435,0.42436,-1,3.81929,nan,nan,nan,4.99305,3.81943
812,-5.05,3.821,299.562,0.424627,0.424637,-1,3.8204,nan,nan,nan,4.99304,3.81964
813,-4.95,3.818,299.562,0.424904,0.424914,-1,3.81969,nan,nan,nan,4.99304,3.81985
814,-5.01,3.821,299.563,0.425181,0.425189,-1,3.82045,nan,nan,nan,4.99303,3.82006
815,-5.1,3.821,299.563,0.425457,0.425467,-1,3.82179,nan,nan,nan,4.99303,3.82026
816,-5.13,3.819,299.563,0.425734,0.425743,-1,3.82178,nan,nan,nan,4.99302,3.82047
817,-5.02,3.819,299.564,0.426011,0.426022,-1,3.82129,nan,nan,nan,4.99302,3.82068
818,-4.98,3.821,299.564,0.426288,0.426297,-1,3.82023,nan,nan,nan,4.99301,3.82089
819,-5,3.825,299.565,0.426564,0.426575,-1,3.82044,nan,nan,nan,4.99301,3.8211
820,-4.96,3.819,299.565,0.426841,0.42685,-1,3.82094,nan,nan,nan,4.993,3.8213
821,-5.1,3.822,299.565,0.427118,0.427127,-1,3.82303,nan,nan,nan,4.993,3.82151
822,-4.98,3.82,299.566,0.427395,0.427407,-1,3.82146,nan,nan,nan,4.993,3.82172
823,-4.97,3.82,299.566,0.427672,0.427682,-1,3.82191,nan,nan,nan,4.99299,3.82193
824,-5.06,3.819,299.566,0.427948,0.427958,-1,3.82279,nan,nan,nan,4.99299,3.82214
825,-5.04,3.825,299.567,0.428225,0.428235,-1,3.82265,nan,nan,nan,4.99298,3.82235
826,-4.94,3.821,299.567,0.428502,0.428512,-1,3.82156,nan,nan,nan,4.99298,3.82256
827,-5.07,3.824,299.568,0.428779,0.428788,-1,3.82323,nan,nan,nan,4.99297,3.82277
828,-4.99,3.826,299.568,0.429055,0.429066,-1,3.82222,nan,nan,nan,4.99297,3.82298
829,-4.91,3.822,299.568,0.429332,0.429341,-1,3.8217,nan,nan,nan,4.99296,3.82319
830,-4.96,3.824,299.569,0.429609,0.429618,-1,3.82221,nan,nan,nan,4.99296,3.8234
831,-4.97,3.821,299.569,0.429886,0.429894,-1,3.82346,nan,nan,nan,4.99295,3.82361
832,-4.98,3.821,299.569,0.430163,0.430171,-1,3.82369,nan,nan,nan,4.99295,3.82383
833,-5.09,3.828,299.57,0.430439,0.430448,-1,3.82463,nan,nan,nan,4.99294,3.82404
834,-4.95,3.827,299.57,0.430716,0.430726,-1,3.82379,nan,nan,nan,4.99294,3.82425
835,-4.99,3.827,299.571,0.430993,0.431001,-1,3.8244,nan,nan,nan,4.99293,3.82446
836,-4.98,3.827,299.571,0.43127,0.431278,-1,3.82428,nan,nan,nan,4.99293,3.82467
837,-4.95,3.826,299.571,0.431546,0.431554,-1,3.82425,nan,nan,nan,4.99292,3.82488
838,-5.04,3.828,299.572,0.431823,0.431831,-1,3.82518,nan,nan,nan,4.99292,3.8251
839,-5.08,3.826,299.572,0.4321,0.432107,-1,3.82605,nan,nan,nan,4.99291,3.82531
840,-5.05,3.827,299.572,0.432377,0.432384,-1,3.82587,nan,nan,nan,4.99291,3.82552
841,-5.09,3.828,299.573,0.432654,0.432662,-1,3.82662,nan,nan,nan,4.9929,3.82574
842,-5.05,3.828,299.573,0.43293,0.432939,-1,3.82626,nan,nan,nan,4.9929,3.82595
843,-4.98,3.827,299.574,0.433207,0.433214,-1,3.82543,nan,nan,nan,4.99289,3.82616
844,-5.07,3.827,299.574,0.433484,0.433491,-1,3.82648,nan,nan,nan,4.99289,3.82638
845,-5.07,3.824,299.574,0.433761,0.433769,-1,3.82743,nan,nan,nan,4.99288,3.82659
846,-5.02,3.825,299.575,0.434037,0.434045,-1,3.82702,nan,nan,nan,4.99288,3.8268
847,-5.03,3.828,299.575,0.434314,0.434322,-1,3.82766,nan,nan,nan,4.99287,3.82702
848,-4.98,3.827,299.575,0.434591,0.434598,-1,3.8265,nan,nan,nan,4.99287,3.82723
849,-4.94,3.827,299.576,0.434868,0.434874,-1,3.82735,nan,nan,nan,4.99287,3.82745
850,-5.11,3.829,299.576,0.435145,0.43515,-1,3.8285,nan,nan,nan,4.99286,3.82766
851,-5.01,3.83,299.576,0.435421,0.435427,-1,3.82787,nan,nan,nan,4.99286,3.82788
852,-5.03,3.827,299.577,0.435698,0.435704,-1,3.82795,nan,nan,nan,4.99285,3.82809
853,-5.02,3.83,299.577,0.435975,0.43598,-1,3.82863,nan,nan,nan,4.99285,3.82831
854,-4.84,3.828,299.577,0.436252,0.436256,-1,3.82641,nan,nan,nan,4.99284,3.82853
855,-4.97,3.83,299.578,0.436529,0.436534,-1,3.8281,nan,nan,nan,4.99284,3.82874
856,-5.02,3.829,299.578,0.436805,0.436811,-1,3.82887,nan,nan,nan,4.99283,3.82896
857,-4.96,3.83,299.578,0.437082,0.437087,-1,3.82795,nan,nan,nan,4.99283,3.82918
858,-5.03,3.834,299.579,0.437359,0.437362,-1,3.8298,nan,nan,nan,4.99282,3.82939
859,-4.98,3.828,299.579,0.437636,0.437639,-1,3.82939,nan,nan,nan,4.99282,3.82961
860,-5.09,3.828,299.58,0.437912,0.437915,-1,3.83064,nan,nan,nan,4.99281,3.82983
861,-4.85,3.832,299.58,0.438189,0.438193,-1,3.82797,nan,nan,nan,4.99281,3.83004
862,-5.01,3.83,299.58,0.438466,0.43847,-1,3.83006,nan,nan,nan,4.9928,3.83026
863,-5.04,3.831,299.581,0.438743,0.438746,-1,3.83053,nan,nan,nan,4.9928,3.83048
864,-5.1,3.831,299.581,0.43902,0.439022,-1,3.83195,nan,nan,nan,4.99279,3.8307
865,-5.02,3.83,299.581,0.439296,0.439298,-1,3.83088,nan,nan,nan,4.99279,3.83092
866,-5.04,3.832,299.582,0.439573,0.439576,-1,3.83152,nan,nan,nan,4.99278,3.83114
867,-4.98,3.833,299.582,0.43985,0.439853,-1,3.83131,nan,nan,nan,4.99278,3.83136
868,-4.94,3.833,299.582,0.440127,0.44013,-1,3.83014,nan,nan,nan,4.99277,3.83157
869,-4.9,3.832,299.583,0.440404,0.440406,-1,3.83064,nan,nan,nan,4.99277,3.83179
870,-5.02,3.831,299.583,0.44068,0.440682,-1,3.8319,nan,nan,nan,4.99277,3.83201
871,-4.95,3.832,299.583,0.440957,0.440958,-1,3.8318,nan,nan,nan,4.99276,3.83223
872,-5.09,3.833,299.584,0.441234,0.441236,-1,3.83343,nan,nan,nan,4.99276,3.83245
873,-5.01,3.832,299.584,0.441511,0.441513,-1,3.83248,nan,nan,nan,4.99275,3.83267
874,-4.93,3.835,299.584,0.441787,0.441789,-1,3.83203,nan,nan,nan,4.99275,3.8329
875,-5.13,3.833,299.585,0.442064,0.442066,-1,3.8349,nan,nan,nan,4.99274,3.83312
876,-5.01,3.832,299.585,0.442341,0.442343,-1,3.83339,nan,nan,nan,4.99274,3.83334
877,-4.99,3.834,299.585,0.442618,0.44262,-1,3.83365,nan,nan,nan,4.99273,3.83356
878,-4.94,3.834,299.586,0.442895,0.442896,-1,3.83236,nan,nan,nan,4.99273,3.83378
879,-5.08,3.834,299.586,0.443171,0.443173,-1,3.83426,nan,nan,nan,4.99272,3.834
880,-4.9,3.835,299.586,0.443448,0.44345,-1,3.83346,nan,nan,nan,4.99272,3.83422
881,-5.01,3.832,299.587,0.443725,0.443725,-1,3.83424,nan,nan,nan,4.99271,3.83445
882,-5.04,3.836,299.587,0.444002,0.444003,-1,3.8348,nan,nan,nan,4.99271,3.83467
883,-5.09,3.835,299.587,0.444279,0.44428,-1,3.83562,nan,nan,nan,4.9927,3.83489
884,-4.97,3.838,299.588,0.444555,0.444556,-1,3.83515,nan,nan,nan,4.9927,3.83512
885,-5.04,3.834,299.588,0.444832,0.444831,-1,3.83638,nan,nan,nan,4.99269,3.83534
886,-4.97,3.836,299.588,0.445109,0.445108,-1,3.83518,nan,nan,nan,4.99269,3.83556
887,-5.02,3.833,299.589,0.445386,0.445386,-1,3.83575,nan,nan,nan,4.99269,3.83579
888,-5.11,3.837,299.589,0.445663,0.445662,-1,3.83655,nan,nan,nan,4.99268,3.83601
889,-4.98,3.837,299.589,0.445939,0.445939,-1,3.83543,nan,nan,nan,4.99268,3.83623
890,-5.06,3.837,299.59,0.446216,0.446216,-1,3.83691,nan,nan,nan,4.99267,3.83646
891,-5.05,3.833,299.59,0.446493,0.446494,-1,3.83704,nan,nan,nan,4.99267,3.83668
892,-5.02,3.837,299.59,0.44677,0.44677,-1,3.83686,nan,nan,nan,4.99266,3.83691
893,-5.04,3.837,299.591,0.447047,0.447047,-1,3.8373,nan,nan,nan,4.99266,3.83713
894,-5.13,3.835,299.591,0.447323,0.447324,-1,3.83874,nan,nan,nan,4.99265,3.83736
895,-5.05,3.837,299.591,0.4476,0.447601,-1,3.83794,nan,nan,nan,4.99265,3.83759
896,-5.01,3.837,299.592,0.447877,0.447877,-1,3.83744,nan,nan,nan,4.99264,3.83781
897,-5.1,3.837,299.592,0.448154,0.448155,-1,3.83822,nan,nan,nan,4.99264,3.83804
898,-5.1,3.838,299.592,0.448431,0.448433,-1,3.83977,nan,nan,nan,4.99263,3.83826
899,-4.97,3.839,299.593,0.448707,0.448709,-1,3.83793,nan,nan,nan,4.99263,3.83849
900,-5.01,3.84,299.593,0.448984,0.448986,-1,3.83924,nan,nan,nan,4.99262,3.83872
901,-5,3.841,299.593,0.449261,0.449263,-1,3.8393,nan,nan,nan,4.99262,3.83895
902,-5.03,3.837,299.594,0.449538,0.449539,-1,3.83921,nan,nan,nan,4.99261,3.83917
903,-4.97,3.841,299.594,0.449815,0.449815,-1,3.83892,nan,nan,nan,4.99261,3.8394
904,-5.11,3.841,299.594,0.450091,0.450091,-1,3.84031,nan,nan,nan,4.99261,3.83963
905,-5.01,3.837,299.594,0.450368,0.450368,-1,3.84045,nan,nan,nan,4.9926,3.83986
906,-4.99,3.84,299.595,0.450645,0.450644,-1,3.83962,nan,nan,nan,4.9926,3.84009
907,-5.08,3.841,299.595,0.450922,0.450921,-1,3.84152,nan,nan,nan,4.99259,3.84031
908,-5.05,3.839,299.595,0.451198,0.451197,-1,3.84158,nan,nan,nan,4.99259,3.84054
909,-4.92,3.843,299.596,0.451475,0.451472,-1,3.83952,nan,nan,nan,4.99258,3.84077
910,-5.05,3.842,299.596,0.451752,0.451748,-1,3.84085,nan,nan,nan,4.99258,3.841
911,-4.99,3.841,299.596,0.452029,0.452026,-1,3.84102,nan,nan,nan,4.99257,3.84123
912,-5,3.842,299.597,0.452306,0.452302,-1,3.84154,nan,nan,nan,4.99257,3.84146
913,-4.92,3.843,299.597,0.452582,0.452579,-1,3.84035,nan,nan,nan,4.99256,3.84169
914,-5.1,3.844,299.597,0.452859,0.452854,-1,3.84306,nan,nan,nan,4.99256,3.84192
915,-5.02,3.844,299.598,0.453136,0.453133,-1,3.84161,nan,nan,nan,4.99255,3.84215
